"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"172","Haier","HW-12HA04",1.38,1.2,4059.3
"173","HEC","HW-18HA04",2.1,2.1,6699
"174","Haier","HW-12HA04",1.38,1.2,4059.3
"175","Haier","HW-24H04",2.9,2.4,8298.5
"179","LG","LWN2262RHG",2.63,2.3,7761.05
"180","LG","LWN2262CHG",2.63,2.3,7761.05
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,3956.5
"185","GREE","KFR-45GW/E",2.05,2.64,7663.45
"186","COOLINE","LHB15BRH",1.82,1.57,5329.55
"187","PANASONIC","CW-A241SR",3.15,2.8,9381.75
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,4045.55
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,9384.8
"195","PANASONIC","CW-A120AR",1.4,1.18,4046.9
"196","PANASONIC","CW-A90FR",1.14,1.07,3503.25
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,5903.75
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,4337.5
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,7157.55
"200","COOLINE","LHB12BTH",1.44,1.17,4079.25
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,2980
"202","ACSON","WM20FR/LC20BR",2.1,1.7,5937
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,4108.9
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,9105.7
"206","PANASONIC","CW-A90AR",1.03,0.89,3019
"208","COOLINE","LHB20BRH",2.2,1.89,6427.45
"209","COOLINE","LHB24BRH",2.75,2.09,7515.2
"211","SANYO","SAP-KC241AHA",2.98,2.95,9449.05
"212","SANYO","SAP-KC181AHA",2.36,2.04,6918.8
"215","SANYO","SAP-KC121AHA",1.35,1.32,4249.35
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,5825.3
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,7689.25
"226","ACSON","WM25FR/LC25BR",2.72,2.51,8276.75
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,9977.6
"228","HYUNDAI","WSH-128BA",1.23,1.24,3942.75
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,7157.55
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,2067.3
"233","PANASONIC","CW-A170ER",1.72,1.35,4781.95
"234","PANASONIC","CW-A240ER",2.52,2,7048.2
"235","LG","LSK180H-1",1.85,2,6187.25
"236","LG","LSJ090H-1",0.93,0.87,2852.4
"237","LG","LSL120H-1",1.32,1.15,3886.95
"238","LG","LWN224RH-1",2.63,2.3,7761.05
"241","LG","LWG092RH-1",0.95,0.82,2782.85
"242","Haier","HSU-12HN04",1.35,1.33,4268.4
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,4680.4
"244","ELECTRA","KCR-25E",1.01,0.93,3069.5
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,3069.5
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,4019.4
"254","HEC","HSU-12H104",1.35,1.33,4268.4
"257","MHI","SRK35GZ-LI",1.24,1.52,4489
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,4989.7
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,7013.15
"263","AIRWELL","XLS12RC",1.16,1.21,3795.65
"264","AIRWELL","SX12RC",1.26,1.23,3962.25
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,5231.6
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,5231.6
"268","Teco","LA1200Y",1.4,1.16,4008.8
"269","Teco","LS1820Y",2.01,1.94,6278.55
"270","LG","LSL121N-1",1.3,1.61,4737.55
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,2923.3
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,4651.65
"274","ELECTRA","PRX600RC",2.65,2.62,8396.35
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,8396.35
"278","SPLENDID","CLIMA15HP",1.4,1.35,4370.75
"279","SANYO","SAP-KC91AHA",1.02,1.02,3253.8
"280","ELECTRA","WMF9RC",0.99,0.93,3043.8
"281","ATD","C24HS-1",2.6,2.7,8484.5
"284","ELECTRA","WMF12RC",1.16,1.21,3795.65
"285","AIRWELL","XLS7RC",0.75,0.7,2297.25
"286","ATD","S12HS-1",1.21,1.27,3974.2
"287","ELECTRA","WMN24RC",2.53,2.52,8051.65
"288","AIRWELL","XLS9RC",0.99,0.93,3043.8
"291","HOTPOINT","HPS-250R",2.6,2.43,7970.15
"292","CARRIER","VF175H",1.81,1.51,5202.4
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,7815.5
"294","HOTPOINT","HPS 150R",1.32,1.42,4401.3
"295","LG","LSK243H-1",2.67,2.66,8498.25
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,6093.35
"297","ADSAKA","KFR-27GW/B",1.12,1.11,3553.75
"298","WEATHERMAKER","S18HS-1",1.85,1.95,6092
"299","ATD","S18HS-1",1.85,1.95,6092
"301","ELECTRA","WMN18RCA",1.85,1.7,5615.75
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,4383.15
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,8753.45
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,6534.2
"306","ELECTRA","WMN12RCA",1.25,1.33,4139.9
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,4139.9
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,9977.6
"309","WEATHERMAKER","S12HS-1",1.21,1.27,3974.2
"310","ELECTRA","WMN16RCA",1.64,1.64,5231.6
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,5231.6
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,5997.2
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,2979.1
"314","ELECTRA","PRX500RC",2.2,1.99,6617.95
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,6617.95
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,5084.95
"317","ELECTRA","WMN9RCA",1,0.99,3170.95
"318","ELECTRA","WS/CWS026HA",1,0.99,3170.95
"321","SPLENDID","22000HP",2.9,2.9,9251
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,3769.95
"326","CARRIER","VF250H-1",2.7,2.4,8041.5
"327","CARRIER","VF225H-1",2.19,1.93,6490.8
"328","CARRIER","VF150H-1",1.49,1.2,4200.65
"329","CARRIER","53G250H",2.37,2.35,7522.2
"331","SPLENDID","18000HP",2.56,2.56,8166.4
"332","SPLENDID","12300HP",1.39,1.39,4434.1
"333","SPLENDID","18000HP",1.39,1.39,4434.1
"334","SPLENDID","23000HP",1.39,1.39,4434.1
"335","SUPRA","SS24F50A",2.35,2.56,7896.55
"336","GREE","KFR-60GW/E",2.5,2.5,7975
"337","LG","LV-B2464HL",2.8,2.69,8722.45
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,2622.45
"340","SPLENDID","8.5HP",1,1,3190
"341","ATD","S09X2HS-1",1.58,1.75,5364.05
"342","ATD","S24HS-1",2.55,2.65,8325
"343","ELECTRA","WMF7RC",0.75,0.7,2297.25
"344","MIDEA","KFR-32GW/Y",1.28,1.22,3968.9
"345","PANASONIC","CW-A200ER",2.16,1.68,5976
"346","LG","LSK182H-1",1.85,2,6187.25
"347","LG","LSK181N-1",2,2.2,6761
"348","NEC","RH240",2.63,2.3,7761.05
"351","ACSON","WM15FR/LC15BR",1.3,1.2,3956.5
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,8805.75
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,2934.8
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,4045.55
"361","KIA","KSH-128BA",1.23,1.24,3942.75
"362","LG","LS-K1860HL",2.01,2.01,6411.9
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,3165.2
"365","HYUNDAI","WSH-120BA",1.23,1.24,3942.75
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,6292.3
"367","Haier","HSU-09HE04",1.02,1.16,3520.5
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,6406.15
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,4453.6
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,3240.5
"373","CHUNLAN","KFR-40GW",1.5,1.54,4861.2
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,3553.75
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,4387.55
"376","Teco","LS2220Y",2.05,2.15,6730
"378","Teco","LA1800Y",1.8,1.5,5170.5
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,5991.9
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3451.85
"381","ATD","S18HS-1",1.96,2.1,6519.1
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,6431.4
"386","KELVINATOR","KR08WR",0.75,0.64,2182.95
"387","LG","LWC1262PHG",1.35,1.15,3925.5
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,5690.6
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,6163.8
"395","MIDEA","KFR-53GW/Y",2,1.92,6227.6
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,3445.2
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,8373.35
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,8761
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,5249.3
"402","HYUNDAI","WSH-098BA",0.87,0.88,2794.35
"403","HYUNDAI","WSH-098BA",0.87,0.88,2794.35
"406","LG","LWM1861BHG",1.64,1.33,4641.05
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,8423.4
"410","TECOAIR","LS-LT2422YPS",3,3.05,9665.25
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,2966.7
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,2118.25
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,6654.25
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,5356.05
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,4357.45
"426","LG","LWG0760AHG",0.75,0.64,2182.95
"429","LG","LS-L1260HL",1.28,1.15,3835.55
"431","LG","LS-J0962HL",0.93,0.87,2852.4
"434","KELVINATOR","KSR35F",3.28,3.08,10082.2
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,8232
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,8646.25
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,5601.1
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,6922.3
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,3992.8
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,2628.65
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,6292.3
"453","LG","LS-K2460HL",2.73,2.69,8632.5
"454","LG","LS-K1862HL",2.01,2.01,6411.9
"455","LG","LWM1560BHG",1.55,1.31,4487.3
"457","KIA","KSH-188BA",1.9,1.88,6022.9
"458","HYUNDAI","WSH-128BA",1.23,1.24,3942.75
"459","KIA","KSH-229BA",2.57,2.54,8141.15
"462","LG","LWC1260AHG",1.33,1.19,3976
"465","PANASONIC","CW-A200SR",2.05,1.72,5910.85
"466","PANASONIC","CW-A120FR",1.5,1.27,4346.85
"467","PANASONIC","CW-A170SR",1.6,1.3,4532.5
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,8396.35
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,8396.35
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,5615.75
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,6617.95
"472","EMAILAIR","WS/CWS066H",2.53,2.52,8051.65
"475","ELECTRA","WMN18RCB",1.94,1.89,6093.35
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,6093.35
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,2041.6
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,3069.05
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,3151.9
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,4256
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,5072.55
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,7163.3
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,8550.55
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,8308.65
"493","AIRTEMP","HAY324N6G",2.75,2.74,8753.45
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,2118.25
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,8423.4
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,6534.2
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,2067.3
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,3949.4
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,6815.1
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,3558.15
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,4108.9
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,8723.35
"515","CARRIER","RAC-22LH-A",2.7,2.4,8041.5
"516","CARRIER","VF125H",1,0.83,2866.15
"517","ELECTRA","PXD24RC",2.71,2.49,8225.8
"518","ELECTRA","PXD18RC",2.3,2.13,7013.15
"519","ELECTRA","PXD12RC",1.26,1.23,3962.25
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,3241.85
"522","MHI","WR188PENF-S8A",2.06,1.75,5980.85
"523","MHI","SRK25GZ-LI",0.96,1.17,3462.45
"524","Haier","HW-18HA04",2.1,2.1,6699
"525","COOLINE","LHB09BTH",1.07,0.85,2994.2
"526","WEATHERMAKER","S24HS-1",2.5,2.65,8260.75
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,2980
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,8274.95
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,4089.85
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,2137.75
"535","NEC","RSH2425",2.67,2.66,8498.25
"536","LG","LSK244H-1",2.67,2.66,8498.25
"539","Haier","HSU-09HG04",1.02,1.16,3520.5
"542","Haier","HSU-12HM04",1.35,1.33,4268.4
"543","LG","LSL120T-1",1.32,1.15,3886.95
"544","WINIA","WSH-120BA",1.23,1.24,3942.75
"545","SANYO","SAP-KC182AH",2.29,1.99,6733.6
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,9193.95
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,15460.9
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,12429.05
"549","COOLINE","Z-D48",5.27,3.95,14296.7
"550","AGEAN","FR125/S",4.9,4.5,14869
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,15256.75
"552","LG","LK-1080BH",12,9.8,34089
"553","ROWA","RAS-180ACH",1.95,1.98,6277.65
"554","Haier","HDU-42H03/H",5,4.8,15569
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,29489.32
"556","APAC","S032IHC9AA",10.324,8.516,29489.32
"557","APAC","S032OVC9AA",10.324,8.516,29489.32
"558","ECLIPSE","EV20 - EP20",5.9,4.9,16916
"559","TRANE","TWE030/TWA030",3.159,2.73,9259.965
"560","ROWA","RAS-120ABH",1.15,1.22,3801.85
"562","BENSON","THM-56MSH",5.75,4.9,16723.25
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,14554.5
"564","OAC","OAC06VCU",5.1,4.2,14554.5
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,11041
"566","OAC","OAC03VCU",3.7,3.3,11041
"567","TEMPERZONE","OPA410",14.5,12.2,41873.5
"568","TEMPERZONE","OPA210",7.25,6,20746.25
"569","PHILLIPS","40H-3",3.915,3.915,12488.85
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,6332.13
"571","PHILLIPS","70H-3",6.7,6.7,21373
"572","HYUNDAI","HFH-4401BA",5.2,4.8,15826
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,24544.6
"574","MIDEA","KFR-32GW/Y",1.28,1.22,3968.9
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,13657.25
"577","OAC","OAC03 PACKAGED",3.7,3.3,11041
"578","OAC","OAC03VCU",3.7,3.3,11041
"579","MIDEA","MSC-09HR",0.9,0.95,2966.25
"580","MIDEA","MSB-18HR",1.9,2.05,6346.75
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,22596
"582","OAC","OAC075VCU",7.8,6.6,22596
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,16787.5
"584","OAC","OAC065VCU",5.8,4.9,16787.5
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,12512
"586","OAC","OAC04VCU",4.4,3.6,12512
"587","MIDEA","MWH-09HR",0.96,0.76,2681.4
"588","OAC","OAC065 PACKAGED",5.8,4.9,16787.5
"589","OAC","OAC065VCU",5.8,4.9,16787.5
"590","OAC","OAC04 PACKAGED",4.4,3.6,12512
"591","OAC","OAC04VCU",4.4,3.6,12512
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,13345
"593","OAC","OAC05VCU",4.9,3.7,13345
"594","OAC","OAC05 PAKAGED",4.9,3.7,13345
"595","OAC","OAC05VCU",4.9,3.7,13345
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,16845.34
"597","POPE","SAC36 / WM36",3.387,2.417,8956.68
"598","DAIKIN","UATY15K",14.26,12.96,43012.9
"599","PIONEER","SQ12/DC12",5.5,5.6,17735.5
"600","PIONEER","DC12",5.5,5.6,17735.5
"601","POPE","RTP9",3.14,2.747,9267.935
"602","ACCENT AIR","AA60-2",21.38,19.56,64735.1
"603","TEMPERZONE","OPA390",13.9,11.8,40340.5
"604","POPE","SAC44 / DFC44",4.285,3.428,12036.565
"606","POPE","SAC40 / DFC40",3.836,3.094,10823.33
"607","POPE","SAC25 / DFC25",2.613,1.971,7112.46
"608","AIRA","CP*50/DXC14-35",4.271,3.454,12068.105
"609","AIRA","CP*60/DXC14-43",5.103,3.96,14101.155
"611","Teco","LE6016H/LU60K1MAH",6,5.9,18949.5
"612","Teco","LE7019H/LU70K1MAH",7.2,7,22587
"613","ACCENT AIR","AA45-2",16.6,14.96,49829.8
"614","UNIAIRE","FC12/ACD12",3.915,3.915,12488.85
"615","UNIAIRE","RT12",3.915,3.915,12488.85
"616","MHI","FDC406",3.95,3.66,12048.05
"617","MHI","FDEN408HES",3.95,3.66,12048.05
"618","MHI","FDR408HES",3.95,3.66,12048.05
"619","MHI","FDT(N)408HES",3.95,3.66,12048.05
"620","MHI","FDUR408HES",3.95,3.66,12048.05
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,11542.545
"623","DAIKIN","UATY08K",6.83,6.13,20454.2
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,7955.15
"625","UNIAIRE","FC16/ACD16",5.565,5.565,17752.35
"626","UNIAIRE","RT16",5.565,5.565,17752.35
"631","HITACHI","LD-10LM5 / RAS-10HQE5",10.891,9.195,31511.41
"632","HITACHI","LD-4LM5 / RAS-4HQE5",4.478,3.644,12696.05
