"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"196","PANASONIC","CW-A90FR",1.14,1.07,3697.12
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,6113.5
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,4742.9
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,7760.07
"200","COOLINE","LHB12BTH",1.44,1.17,4138.02
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,3144.51
"202","ACSON","WM20FR/LC20BR",2.1,1.7,6016.3
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,4391.3
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,9629.05
"206","PANASONIC","CW-A90AR",1.03,0.89,3115.49
"208","COOLINE","LHB20BRH",2.2,1.89,6622.3
"209","COOLINE","LHB24BRH",2.75,2.09,7479.45
"211","SANYO","SAP-KC241AHA",2.98,2.95,10112.64
"212","SANYO","SAP-KC181AHA",2.36,2.04,7140.68
"215","SANYO","SAP-KC121AHA",1.35,1.32,4533.15
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,6215.35
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,8118
"226","ACSON","WM25FR/LC25BR",2.72,2.51,8695.26
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,10777.24
"228","HYUNDAI","WSH-128BA",1.23,1.24,4239.59
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,7760.07
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,2200.58
"233","PANASONIC","CW-A170ER",1.72,1.35,4803.46
"234","PANASONIC","CW-A240ER",2.52,2,7102.36
"235","LG","LSK180H-1",1.85,2,6772.05
"236","LG","LSJ090H-1",0.93,0.87,3007.59
"237","LG","LSL120H-1",1.32,1.15,4020.26
"238","LG","LWN224RH-1",2.63,2.3,8035.59
"241","LG","LWG092RH-1",0.95,0.82,2870.95
"242","Haier","HSU-12HN04",1.35,1.33,4562.45
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,5270.3
"244","ELECTRA","KCR-25E",1.01,0.93,3222.83
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,3222.83
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,4312.98
"254","HEC","HSU-12H104",1.35,1.33,4562.45
"257","MHI","SRK35GZ-LI",1.24,1.52,5064.92
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,5301
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,7374.8
"263","AIRWELL","XLS12RC",1.16,1.21,4117.18
"264","AIRWELL","SX12RC",1.26,1.23,4225.08
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,5613.72
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,5613.72
"268","Teco","LA1200Y",1.4,1.16,4089
"269","Teco","LS1820Y",2.01,1.94,6675.13
"270","LG","LSL121N-1",1.3,1.61,5358.2
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,3012.8
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,4929.4
"274","ELECTRA","PRX600RC",2.65,2.62,8983.05
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,8983.05
"278","SPLENDID","CLIMA15HP",1.4,1.35,4645.7
"279","SANYO","SAP-KC91AHA",1.02,1.02,3491.46
"280","ELECTRA","WMF9RC",0.99,0.93,3212.97
"281","ATD","C24HS-1",2.6,2.7,9192.8
"284","ELECTRA","WMF12RC",1.16,1.21,4117.18
"285","AIRWELL","XLS7RC",0.75,0.7,2420.75
"286","ATD","S12HS-1",1.21,1.27,4317.63
"287","ELECTRA","WMN24RC",2.53,2.52,8630.89
"288","AIRWELL","XLS9RC",0.99,0.93,3212.97
"291","HOTPOINT","HPS-250R",2.6,2.43,8401.7
"292","CARRIER","VF175H",1.81,1.51,5316.63
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,8386.35
"294","HOTPOINT","HPS 150R",1.32,1.42,4811.36
"295","LG","LSK243H-1",2.67,2.66,9110.11
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,6494.12
"297","ADSAKA","KFR-27GW/B",1.12,1.11,3804.46
"298","WEATHERMAKER","S18HS-1",1.85,1.95,6625.55
"299","ATD","S18HS-1",1.85,1.95,6625.55
"301","ELECTRA","WMN18RCA",1.85,1.7,5893.05
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,4694.44
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,9383.95
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,6905.16
"306","ELECTRA","WMN12RCA",1.25,1.33,4513.15
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,4513.15
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,10777.24
"309","WEATHERMAKER","S12HS-1",1.21,1.27,4317.63
"310","ELECTRA","WMN16RCA",1.64,1.64,5613.72
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,5613.72
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,6435.24
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,3232.13
"314","ELECTRA","PRX500RC",2.2,1.99,6915.3
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,6915.3
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,5447.5
"317","ELECTRA","WMN9RCA",1,0.99,3393.7
"318","ELECTRA","WS/CWS026HA",1,0.99,3393.7
"321","SPLENDID","22000HP",2.9,2.9,9926.7
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,4107.32
"326","CARRIER","VF250H-1",2.7,2.4,8363.1
"327","CARRIER","VF225H-1",2.19,1.93,6734.57
"328","CARRIER","VF150H-1",1.49,1.2,4250.57
"329","CARRIER","53G250H",2.37,2.35,8053.91
"331","SPLENDID","18000HP",2.56,2.56,8762.88
"332","SPLENDID","12300HP",1.39,1.39,4757.97
"333","SPLENDID","18000HP",1.39,1.39,4757.97
"334","SPLENDID","23000HP",1.39,1.39,4757.97
"335","SUPRA","SS24F50A",2.35,2.56,8659.35
"336","GREE","KFR-60GW/E",2.5,2.5,8557.5
"337","LG","LV-B2464HL",2.8,2.69,9262.1
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,2787.42
"340","SPLENDID","8.5HP",1,1,3423
"341","ATD","S09X2HS-1",1.58,1.75,5906.44
"342","ATD","S24HS-1",2.55,2.65,9021.65
"343","ELECTRA","WMF7RC",0.75,0.7,2420.75
"344","MIDEA","KFR-32GW/Y",1.28,1.22,4205.64
"345","PANASONIC","CW-A200ER",2.16,1.68,5987.28
"346","LG","LSK182H-1",1.85,2,6772.05
"347","LG","LSK181N-1",2,2.2,7432
"348","NEC","RH240",2.63,2.3,8035.59
"351","ACSON","WM15FR/LC15BR",1.3,1.2,4156.9
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,9316.05
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,3149.16
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,4279.03
"361","KIA","KSH-128BA",1.23,1.24,4239.59
"362","LG","LS-K1860HL",2.01,2.01,6880.23
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,3325.52
"365","HYUNDAI","WSH-120BA",1.23,1.24,4239.59
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,6592.44
"367","Haier","HSU-09HE04",1.02,1.16,3901.66
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,6812.05
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,4743.46
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,3530.34
"373","CHUNLAN","KFR-40GW",1.5,1.54,5251.7
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,3804.46
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,4894.05
"376","Teco","LS2220Y",2.05,2.15,7310.15
"378","Teco","LA1800Y",1.8,1.5,5282.4
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,6323.25
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3677.4
"381","ATD","S18HS-1",1.96,2.1,7119.28
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,6865.72
"386","KELVINATOR","KR08WR",0.75,0.64,2244.95
"387","LG","LWC1262PHG",1.35,1.15,4035.05
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,6141.68
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,6543.14
"395","MIDEA","KFR-53GW/Y",2,1.92,6611.6
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,3696.84
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,8710.33
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,9276.89
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,5774.45
"402","HYUNDAI","WSH-098BA",0.87,0.88,3007.31
"403","HYUNDAI","WSH-098BA",0.87,0.88,3007.31
"406","LG","LWM1861BHG",1.64,1.33,4705.42
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,8861.48
"410","TECOAIR","LS-LT2422YPS",3,3.05,10415.5
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,3183.39
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,2264.11
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,7149.14
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,6057.31
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,4684.58
"426","LG","LWG0760AHG",0.75,0.64,2244.95
"429","LG","LS-L1260HL",1.28,1.15,4000.54
"431","LG","LS-J0962HL",0.93,0.87,3007.59
"434","KELVINATOR","KSR35F",3.28,3.08,10641.44
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,8656.1
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,9144.9
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,6063.36
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,7427.91
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,4390.74
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,2811.79
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,6592.44
"453","LG","LS-K2460HL",2.73,2.69,9227.59
"454","LG","LS-K1862HL",2.01,2.01,6880.23
"455","LG","LWM1560BHG",1.55,1.31,4602.45
"457","KIA","KSH-188BA",1.9,1.88,6445.1
"458","HYUNDAI","WSH-128BA",1.23,1.24,4239.59
"459","KIA","KSH-229BA",2.57,2.54,8709.21
"462","LG","LWC1260AHG",1.33,1.19,4142.39
"465","PANASONIC","CW-A200SR",2.05,1.72,6050.25
"466","PANASONIC","CW-A120FR",1.5,1.27,4460.6
"467","PANASONIC","CW-A170SR",1.6,1.3,4597.8
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,8983.05
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,8983.05
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,5893.05
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,6915.3
"472","EMAILAIR","WS/CWS066H",2.53,2.52,8630.89
"475","ELECTRA","WMN18RCB",1.94,1.89,6494.12
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,6494.12
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,2190.72
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,3266.64
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,3364.4
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,4513.71
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,5398.76
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,7828.25
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,9042.21
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,8729.49
"493","AIRTEMP","HAY324N6G",2.75,2.74,9383.95
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,2264.11
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,8861.48
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,6905.16
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,2200.58
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,4220.15
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,7188.86
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,4004.07
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,4391.3
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,9174.48
"515","CARRIER","RAC-22LH-A",2.7,2.4,8363.1
"516","CARRIER","VF125H",1,0.83,2924.9
"517","ELECTRA","PXD24RC",2.71,2.49,8631.73
"518","ELECTRA","PXD18RC",2.3,2.13,7374.8
"519","ELECTRA","PXD12RC",1.26,1.23,4225.08
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,3398.91
"522","MHI","WR188PENF-S8A",2.06,1.75,6143.08
"523","MHI","SRK25GZ-LI",0.96,1.17,3901.38
"524","Haier","HW-18HA04",2.1,2.1,7188.3
"525","COOLINE","LHB09BTH",1.07,0.85,3018.01
"526","WEATHERMAKER","S24HS-1",2.5,2.65,8997
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,3144.51
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,8870.5
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,4362
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,2249.6
"535","NEC","RSH2425",2.67,2.66,9110.11
"536","LG","LSK244H-1",2.67,2.66,9110.11
"539","Haier","HSU-09HG04",1.02,1.16,3901.66
"542","Haier","HSU-12HM04",1.35,1.33,4562.45
"543","LG","LSL120T-1",1.32,1.15,4020.26
"544","WINIA","WSH-120BA",1.23,1.24,4239.59
"545","SANYO","SAP-KC182AH",2.29,1.99,6959.67
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,9201.09
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,16377.57
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,13257.15
"549","COOLINE","Z-D48",5.27,3.95,14171.61
"550","AGEAN","FR125/S",4.9,4.5,15600.7
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,15529.55
"552","LG","LK-1080BH",12,9.8,34630
"553","ROWA","RAS-180ACH",1.95,1.98,6762.75
"554","Haier","HDU-42H03/H",5,4.8,16529
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,30041.612
"556","APAC","S032IHC9AA",10.324,8.516,30041.612
"557","APAC","S032OVC9AA",10.324,8.516,30041.612
"558","ECLIPSE","EV20 - EP20",5.9,4.9,17265.7
"559","TRANE","TWE030/TWA030",3.159,2.73,9556.287
"560","ROWA","RAS-120ABH",1.15,1.22,4141.55
"562","BENSON","THM-56MSH",5.75,4.9,17191.75
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,14820.3
"564","OAC","OAC06VCU",5.1,4.2,14820.3
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,11493.1
"566","OAC","OAC03VCU",3.7,3.3,11493.1
"567","TEMPERZONE","OPA410",14.5,12.2,42894.5
"568","TEMPERZONE","OPA210",7.25,6,21154.25
"569","PHILLIPS","40H-3",3.915,3.915,13401.045
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,5226.666
"571","PHILLIPS","70H-3",6.7,6.7,22934.1
"572","HYUNDAI","HFH-4401BA",5.2,4.8,16627.6
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,25008.57
"574","MIDEA","KFR-32GW/Y",1.28,1.22,4205.64
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,14256.15
"577","OAC","OAC03 PACKAGED",3.7,3.3,11493.1
"578","OAC","OAC03VCU",3.7,3.3,11493.1
"579","MIDEA","MSC-09HR",0.9,0.95,3227.2
"580","MIDEA","MSB-18HR",1.9,2.05,6943.2
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,23183.4
"582","OAC","OAC075VCU",7.8,6.6,23183.4
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,17216.4
"584","OAC","OAC065VCU",5.8,4.9,17216.4
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,12717.2
"586","OAC","OAC04VCU",4.4,3.6,12717.2
"587","MIDEA","MWH-09HR",0.96,0.76,2700.08
"588","OAC","OAC065 PACKAGED",5.8,4.9,17216.4
"589","OAC","OAC065VCU",5.8,4.9,17216.4
"590","OAC","OAC04 PACKAGED",4.4,3.6,12717.2
"591","OAC","OAC04VCU",4.4,3.6,12717.2
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,13256.7
"593","OAC","OAC05VCU",4.9,3.7,13256.7
"594","OAC","OAC05 PAKAGED",4.9,3.7,13256.7
"595","OAC","OAC05VCU",4.9,3.7,13256.7
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,17425.517
"597","POPE","SAC36 / WM36",3.387,2.417,8751.601
"598","DAIKIN","UATY15K",14.26,12.96,45002.98
"599","PIONEER","SQ12/DC12",5.5,5.6,19119.5
"600","PIONEER","DC12",5.5,5.6,19119.5
"601","POPE","RTP9",3.14,2.747,9596.73
"602","ACCENT AIR","AA60-2",21.38,19.56,67851.14
"603","TEMPERZONE","OPA390",13.9,11.8,41426.7
"604","POPE","SAC44 / DFC44",4.285,3.428,12156.545
"606","POPE","SAC40 / DFC40",3.836,3.094,10956.568
"607","POPE","SAC25 / DFC25",2.613,1.971,7063.239
"608","AIRA","CP*50/DXC14-35",4.271,3.454,12225.823
"609","AIRA","CP*60/DXC14-43",5.103,3.96,14118.579
"611","Teco","LE6016H/LU60K1MAH",6,5.9,20245
"612","Teco","LE7019H/LU70K1MAH",7.2,7,24059.6
"613","ACCENT AIR","AA45-2",16.6,14.96,52016.6
"614","UNIAIRE","FC12/ACD12",3.915,3.915,13401.045
"615","UNIAIRE","RT12",3.915,3.915,13401.045
"616","MHI","FDC406",3.95,3.66,12671.15
"617","MHI","FDEN408HES",3.95,3.66,12671.15
"618","MHI","FDR408HES",3.95,3.66,12671.15
"619","MHI","FDT(N)408HES",3.95,3.66,12671.15
"620","MHI","FDUR408HES",3.95,3.66,12671.15
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,11709.712
"623","DAIKIN","UATY08K",6.83,6.13,21328.09
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,7978.11
"625","UNIAIRE","FC16/ACD16",5.565,5.565,19048.995
"626","UNIAIRE","RT16",5.565,5.565,19048.995
