"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"47","EMAILAIR","ELECTRA KCR-25E",1.01,0.93,1407.06
"48","KIA","KSH-098BA",0.87,0.88,1300.56
"49","HISENSE","KFR-25GWE",1.04,1.33,1866.66
"50","LG","LWC0960AHG",1,0.92,1392.24
"51","LG","LSL1260NL",1.33,1.83,2532.06
"52","LG","LS-K2463HL",2.73,2.69,4000.98
"53","LG","LV-B2461HL",2.8,2.69,4026.18
"55","AIRTEMP","HAY212N6G",1.41,1.38,2055.96
"59","LG","LWC1260PHG",1.33,1.19,1813.98
"60","HYUNDAI","WSH-229BA",2.57,2.54,3775.08
"61","LG","LS-K2464HL",2.73,2.69,4000.98
"62","ELECTRA","WMN24RCB",2.45,2.45,3630.9
"63","ELECTRA","EMAILAIR WS/CWS066HB",2.45,2.45,3630.9
"67","ADSAKA","KFR-60GW",2.48,2.35,3529.5
"68","EMAILAIR","WS/CWS026HA",1,0.99,1470.78
"69","EMAILAIR","ELECTRA WMN9RCA",1,0.99,1470.78
"70","EMAILAIR","WS/CWS034HA",1.25,1.33,1942.26
"71","EMAILAIR","ELECTRA WMN12RCA",1.25,1.33,1942.26
"72","AIRWELL","SX18RC",2.3,2.13,3217.86
"73","ADSAKA","KFR-50GW",1.9,2,2928
"74","AIRWELL","SX24RC",2.71,2.49,3769.38
"75","TOSHIBA","RAS-10YKH-E / 10YAH-E",1.02,0.95,1433.1
"76","TOSHIBA","RAS-24UKH-E / 24UAH-EA",2.6,2.59,3841.98
"77","TOSHIBA","RAS-18UKH-E / 18UAH-EA",2.04,2,2978.4
"83","FUJITSU GENERAL","AUT25RLC-W/AOT25RZCL",2.8,2.6,3925.2
"84","FUJITSU GENERAL","ABT18RGA-W/AOT18RZAL",2.24,2.12,3185.04
"87","FUJITSU GENERAL","ART25RLA/AOT25RZAL",2.86,2.65,4002.9
"90","FUJITSU GENERAL","AUT18RGA/AOT18RZCL",2.01,2.01,2978.82
"92","MIDEA","KFR-23GW/I1Y",0.88,0.93,1360.26
"93","MIDEA","KFR-53GW/Y",2,1.92,2874.24
"94","MIDEA","KFR-36GWY",1.5,1.65,2391.3
"99","AIRTEMP","HAY318N6G",2.08,2.09,3093.78
"100","AIRTEMP","HAY109N6G",1.07,1.07,1585.74
"101","AIRTEMP","HAE418N6E/HAC418N6G",2.08,1.9,2880.6
"102","AIRTEMP","HAE109N6E/HAC109N6B",0.93,0.93,1378.26
"104","FUJITSU","AST20RGA-W/AOT20RZAL",2.28,1.96,3019.92
"105","MITSUBISHI ELECTRIC","MWH-17KV",2.8,2.6,3925.2
"112","MITSUBISHI ELECTRIC","MSH-24RV/MUH-24RV",2.73,2.69,4000.98
"114","FUJITSU","AST7RSCCW/AOT7RSCC",0.77,0.72,1085.04
"115","GENERAL ELECTRIC","ASIAH18EWI",1.84,1.87,2760.54
"116","MITSUBISHI ELECTRIC","MWH-12KV",1.72,1.56,2369.52
"117","MITSUBISHI ELECTRIC","MSZ-G12SV/MUZ-G12SV",1.36,1.63,2318.46
"119","HOTPOINT","HPS 125R",1.1,1.07,1596.54
"120","FUJITSU GENERAL","AST24RGB-W/AOT24RNAL/AOT24RNCLST24RGB-W/A",2.61,2.7,3969
"122","MITSUBISHI ELECTRIC","MSH-12RV/MUH-12RV",1.32,1.4,2046
"124","MITSUBISHI ELECTRIC","MSH-09RV/MUH-09RV",0.95,0.97,1430.34
"125","AIRTEMP","HAY107N6G",0.82,0.82,1215.24
"127","MITSUBISHI ELECTRIC","MWH-08MV",1.02,0.87,1343.34
"128","MHI","SRT403HENF-L",1.38,1.39,2056.38
"132","CARRIER","53G150H",1.32,1.35,1989.9
"137","CARRIER","53G225H",1.88,1.8,2696.4
"138","CARRIER","53G100H",0.96,0.96,1422.72
"141","HEC","HSU-09HEO4",1.02,1.16,1668.72
"142","MHI","SRK561HENF-A",2.18,2.18,3230.76
"143","MHI","SRK388HENF-A",1.32,1.33,1967.46
"144","MHI","SRK408HENF-A",1.51,1.54,2271.48
"145","MHI","SRK288HENF-A",1.07,0.91,1406.22
"146","MHI","SRK458HENF-A",1.7,1.84,2676.48
"147","MHI","FDKN208H",1.8,1.82,2690.04
"148","MHI","FDKN308H",3.08,2.83,4284.06
"150","MHI","SRK502Z-L",2.22,2.5,3604.2
"151","MHI","FDKN258H",2.11,2.08,3093.36
"153","MHI","SRK208HENF-A",0.77,0.71,1073.82
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,2850.9
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,1916.4
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,1378.26
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,3865.92
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,2112.9
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,1693.5
"161","Haier","HSU-12H104",1.35,1.33,1978.26
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,1867.32
"164","HEC","HW-09HA04",1.08,0.98,1488.36
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,3587.7
"167","MIDEA","KFR-61GW/Y",2.56,2.31,3513.42
"168","Teco","LA2300Y",2.76,2.5,3798.6
"169","Haier","HW-09HA04",1.08,0.98,1488.36
"170","MIDEA","KFR-45GWY",1.7,2,2856
"171","HEC","HW-24H04",2.9,2.4,3736.8
"172","Haier","HW-12HA04",1.38,1.2,1843.2
"173","HEC","HW-18HA04",2.1,2.1,3112.2
"174","Haier","HW-12HA04",1.38,1.2,1843.2
"175","Haier","HW-24H04",2.9,2.4,3736.8
"179","LG","LWN2262RHG",2.63,2.3,3527.4
"180","LG","LWN2262CHG",2.63,2.3,3527.4
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,1814.4
"185","GREE","KFR-45GW/E",2.05,2.64,3700.08
"186","COOLINE","LHB15BRH",1.82,1.57,2416.74
"187","PANASONIC","CW-A241SR",3.15,2.8,4275.6
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,1862.88
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,4364.7
"195","PANASONIC","CW-A120AR",1.4,1.18,1827.96
"196","PANASONIC","CW-A90FR",1.14,1.07,1610.94
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,2683.5
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,2038.8
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,3346.56
"200","COOLINE","LHB12BTH",1.44,1.17,1831.14
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,1370.22
"202","ACSON","WM20FR/LC20BR",2.1,1.7,2663.4
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,1904.16
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,4192.38
"206","PANASONIC","CW-A90AR",1.03,0.89,1369.38
"208","COOLINE","LHB20BRH",2.2,1.89,2912.58
"209","COOLINE","LHB24BRH",2.75,2.09,3334.98
"211","SANYO","SAP-KC241AHA",2.98,2.95,4382.7
"212","SANYO","SAP-KC181AHA",2.36,2.04,3138.48
"215","SANYO","SAP-KC121AHA",1.35,1.32,1967.04
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,2696.82
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,3536.7
"226","ACSON","WM25FR/LC25BR",2.72,2.51,3795.42
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,4654.32
"228","HYUNDAI","WSH-128BA",1.23,1.24,1834.08
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,3346.56
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,955.68
"233","PANASONIC","CW-A170ER",1.72,1.35,2133.9
"234","PANASONIC","CW-A240ER",2.52,2,3151.2
"235","LG","LSK180H-1",1.85,2,2910
"236","LG","LSJ090H-1",0.93,0.87,1310.94
"237","LG","LSL120H-1",1.32,1.15,1765.5
"238","LG","LWN224RH-1",2.63,2.3,3527.4
"241","LG","LWG092RH-1",0.95,0.82,1262.04
"242","Haier","HSU-12HN04",1.35,1.33,1978.26
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,2240.76
"244","ELECTRA","KCR-25E",1.01,0.93,1407.06
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,1407.06
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,1867.32
"254","HEC","HSU-12H104",1.35,1.33,1978.26
"257","MHI","SRK35GZ-LI",1.24,1.52,2151.84
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,2303.88
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,3217.86
"263","AIRWELL","XLS12RC",1.16,1.21,1775.22
"264","AIRWELL","SX12RC",1.26,1.23,1833.66
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,2430.48
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,2430.48
"268","Teco","LA1200Y",1.4,1.16,1805.52
"269","Teco","LS1820Y",2.01,1.94,2900.28
"270","LG","LSL121N-1",1.3,1.61,2274.42
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,1324.92
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,2144.46
"274","ELECTRA","PRX600RC",2.65,2.62,3893.64
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,3893.64
"278","SPLENDID","CLIMA15HP",1.4,1.35,2018.7
"279","SANYO","SAP-KC91AHA",1.02,1.02,1511.64
"280","ELECTRA","WMF9RC",0.99,0.93,1399.86
"281","ATD","C24HS-1",2.6,2.7,3965.4
"284","ELECTRA","WMF12RC",1.16,1.21,1775.22
"285","AIRWELL","XLS7RC",0.75,0.7,1055.4
"286","ATD","S12HS-1",1.21,1.27,1860.54
"287","ELECTRA","WMN24RC",2.53,2.52,3738.24
"288","AIRWELL","XLS9RC",0.99,0.93,1399.86
"291","HOTPOINT","HPS-250R",2.6,2.43,3662.46
"292","CARRIER","VF175H",1.81,1.51,2345.82
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,3630.9
"294","HOTPOINT","HPS 150R",1.32,1.42,2068.44
"295","LG","LSK243H-1",2.67,2.66,3945.72
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,2818.98
"297","ADSAKA","KFR-27GW/B",1.12,1.11,1648.62
"298","WEATHERMAKER","S18HS-1",1.85,1.95,2853.9
"299","ATD","S18HS-1",1.85,1.95,2853.9
"301","ELECTRA","WMN18RCA",1.85,1.7,2573.4
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,2033.94
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,4064.28
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,3007.2
"306","ELECTRA","WMN12RCA",1.25,1.33,1942.26
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,1942.26
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,4654.32
"309","WEATHERMAKER","S12HS-1",1.21,1.27,1860.54
"310","ELECTRA","WMN16RCA",1.64,1.64,2430.48
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,2430.48
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,2786.16
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,1393.5
"314","ELECTRA","PRX500RC",2.2,1.99,3024.78
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,3024.78
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,2359.98
"317","ELECTRA","WMN9RCA",1,0.99,1470.78
"318","ELECTRA","WS/CWS026HA",1,0.99,1470.78
"321","SPLENDID","22000HP",2.9,2.9,4297.8
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,1768.02
"326","CARRIER","VF250H-1",2.7,2.4,3664.8
"327","CARRIER","VF225H-1",2.19,1.93,2953.86
"328","CARRIER","VF150H-1",1.49,1.2,1882.8
"329","CARRIER","53G250H",2.37,2.35,3489.9
"331","SPLENDID","18000HP",2.56,2.56,3793.92
"332","SPLENDID","12300HP",1.39,1.39,2059.98
"333","SPLENDID","18000HP",1.39,1.39,2059.98
"334","SPLENDID","23000HP",1.39,1.39,2059.98
"335","SUPRA","SS24F50A",2.35,2.56,3718.32
"336","GREE","KFR-60GW/E",2.5,2.5,3705
"337","LG","LV-B2464HL",2.8,2.69,4026.18
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,1211.22
"340","SPLENDID","8.5HP",1,1,1482
"341","ATD","S09X2HS-1",1.58,1.75,2532.3
"342","ATD","S24HS-1",2.55,2.65,3891.3
"343","ELECTRA","WMF7RC",0.75,0.7,1055.4
"344","MIDEA","KFR-32GW/Y",1.28,1.22,1829.64
"345","PANASONIC","CW-A200ER",2.16,1.68,2662.56
"346","LG","LSK182H-1",1.85,2,2910
"347","LG","LSK181N-1",2,2.2,3188.4
"348","NEC","RH240",2.63,2.3,3527.4
"351","ACSON","WM15FR/LC15BR",1.3,1.2,1814.4
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,4055.4
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,1363.44
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,1862.88
"361","KIA","KSH-128BA",1.23,1.24,1834.08
"362","LG","LS-K1860HL",2.01,2.01,2978.82
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,1451.52
"365","HYUNDAI","WSH-120BA",1.23,1.24,1834.08
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,2880.6
"367","Haier","HSU-09HE04",1.02,1.16,1668.72
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,2959.56
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,2059.56
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,1519.68
"373","CHUNLAN","KFR-40GW",1.5,1.54,2267.88
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,1648.62
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,2088.12
"376","Teco","LS2220Y",2.05,2.15,3150.3
"378","Teco","LA1800Y",1.8,1.5,2331
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,2755.26
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,1596.54
"381","ATD","S18HS-1",1.96,2.1,3061.8
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,2978.4
"386","KELVINATOR","KR08WR",0.75,0.64,988.08
"387","LG","LWC1262PHG",1.35,1.15,1776.3
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,2653.2
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,2844.6
"395","MIDEA","KFR-53GW/Y",2,1.92,2874.24
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,1600.56
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,3816.6
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,4036.98
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,2476.62
"402","HYUNDAI","WSH-098BA",0.87,0.88,1300.56
"403","HYUNDAI","WSH-098BA",0.87,0.88,1300.56
"406","LG","LWM1861BHG",1.64,1.33,2082.66
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,3865.92
"410","TECOAIR","LS-LT2422YPS",3,3.05,4502.1
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,1378.26
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,981.72
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,3093.78
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,2571.24
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,2026.74
"426","LG","LWG0760AHG",0.75,0.64,988.08
"429","LG","LS-L1260HL",1.28,1.15,1751.1
"431","LG","LS-J0962HL",0.93,0.87,1310.94
"434","KELVINATOR","KSR35F",3.28,3.08,4636.56
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,3777
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,3981.3
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,2616.36
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,3215.94
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,1883.4
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,1218.84
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,2880.6
"453","LG","LS-K2460HL",2.73,2.69,4000.98
"454","LG","LS-K1862HL",2.01,2.01,2978.82
"455","LG","LWM1560BHG",1.55,1.31,2027.82
"457","KIA","KSH-188BA",1.9,1.88,2793.36
"458","HYUNDAI","WSH-128BA",1.23,1.24,1834.08
"459","KIA","KSH-229BA",2.57,2.54,3775.08
"462","LG","LWC1260AHG",1.33,1.19,1813.98
"465","PANASONIC","CW-A200SR",2.05,1.72,2667.84
"466","PANASONIC","CW-A120FR",1.5,1.27,1964.94
"467","PANASONIC","CW-A170SR",1.6,1.3,2034.6
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,3893.64
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,3893.64
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,2573.4
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,3024.78
"472","EMAILAIR","WS/CWS066H",2.53,2.52,3738.24
"475","ELECTRA","WMN18RCB",1.94,1.89,2818.98
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,2818.98
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,948.48
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,1418.7
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,1459.56
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,1963.02
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,2344.74
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,3365.82
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,3936.84
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,3810.24
"493","AIRTEMP","HAY324N6G",2.75,2.74,4064.28
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,981.72
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,3865.92
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,3007.2
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,955.68
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,1830.06
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,3132.96
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,1702.8
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,1904.16
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,4002.9
"515","CARRIER","RAC-22LH-A",2.7,2.4,3664.8
"516","CARRIER","VF125H",1,0.83,1291.26
"517","ELECTRA","PXD24RC",2.71,2.49,3769.38
"518","ELECTRA","PXD18RC",2.3,2.13,3217.86
"519","ELECTRA","PXD12RC",1.26,1.23,1833.66
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,1484.76
"522","MHI","WR188PENF-S8A",2.06,1.75,2705.1
"523","MHI","SRK25GZ-LI",0.96,1.17,1658.34
"524","Haier","HW-18HA04",2.1,2.1,3112.2
"525","COOLINE","LHB09BTH",1.07,0.85,1338.9
"526","WEATHERMAKER","S24HS-1",2.5,2.65,3873.3
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,1370.22
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,3841.98
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,1892.94
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,981.3
"535","NEC","RSH2425",2.67,2.66,3945.72
"536","LG","LSK244H-1",2.67,2.66,3945.72
"539","Haier","HSU-09HG04",1.02,1.16,1668.72
"542","Haier","HSU-12HM04",1.35,1.33,1978.26
"543","LG","LSL120T-1",1.32,1.15,1765.5
"544","WINIA","WSH-120BA",1.23,1.24,1834.08
"545","SANYO","SAP-KC182AH",2.29,1.99,3057.18
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,4093.56
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,7125.9
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,5752.92
"549","COOLINE","Z-D48",5.27,3.95,6329.1
"550","AGEAN","FR125/S",4.9,4.5,6813
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,6862.8
"552","LG","LK-1080BH",12,9.8,15315.6
"553","ROWA","RAS-180ACH",1.95,1.98,2923.56
"554","Haier","HDU-42H03/H",5,4.8,7185.6
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,13271.592
"556","APAC","S032IHC9AA",10.324,8.516,13271.592
"557","APAC","S032OVC9AA",10.324,8.516,13271.592
"558","ECLIPSE","EV20 - EP20",5.9,4.9,7621.8
"559","TRANE","TWE030/TWA030",3.159,2.73,4200.3
"560","ROWA","RAS-120ABH",1.15,1.22,1782.84
"562","BENSON","THM-56MSH",5.75,4.9,7567.8
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,6548.4
"564","OAC","OAC06VCU",5.1,4.2,6548.4
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,5034.6
"566","OAC","OAC03VCU",3.7,3.3,5034.6
"567","TEMPERZONE","OPA410",14.5,12.2,18908.4
"568","TEMPERZONE","OPA210",7.25,6,9342
"569","PHILLIPS","40H-3",3.915,3.915,5802.03
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,2522.304
"571","PHILLIPS","70H-3",6.7,6.7,9929.4
"572","HYUNDAI","HFH-4401BA",5.2,4.8,7257.6
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,11047.38
"574","MIDEA","KFR-32GW/Y",1.28,1.22,1829.64
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,6238.2
"577","OAC","OAC03 PACKAGED",3.7,3.3,5034.6
"578","OAC","OAC03VCU",3.7,3.3,5034.6
"579","MIDEA","MSC-09HR",0.9,0.95,1389.9
"580","MIDEA","MSB-18HR",1.9,2.05,2984.1
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,10213.2
"582","OAC","OAC075VCU",7.8,6.6,10213.2
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,7585.8
"584","OAC","OAC065VCU",5.8,4.9,7585.8
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,5623.2
"586","OAC","OAC04VCU",4.4,3.6,5623.2
"587","MIDEA","MWH-09HR",0.96,0.76,1198.32
"588","OAC","OAC065 PACKAGED",5.8,4.9,7585.8
"589","OAC","OAC065VCU",5.8,4.9,7585.8
"590","OAC","OAC04 PACKAGED",4.4,3.6,5623.2
"591","OAC","OAC04VCU",4.4,3.6,5623.2
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,5915.4
"593","OAC","OAC05VCU",4.9,3.7,5915.4
"594","OAC","OAC05 PAKAGED",4.9,3.7,5915.4
"595","OAC","OAC05VCU",4.9,3.7,5915.4
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,7652.01
"597","POPE","SAC36 / WM36",3.387,2.417,3931.194
"598","DAIKIN","UATY15K",14.26,12.96,19674.72
"599","PIONEER","SQ12/DC12",5.5,5.6,8263.2
"600","PIONEER","DC12",5.5,5.6,8263.2
"601","POPE","RTP9",3.14,2.747,4212.534
"602","ACCENT AIR","AA60-2",21.38,19.56,29643.12
"603","TEMPERZONE","OPA390",13.9,11.8,18243.6
"604","POPE","SAC44 / DFC44",4.285,3.428,5388.816
"606","POPE","SAC40 / DFC40",3.836,3.094,4852.428
"607","POPE","SAC25 / DFC25",2.613,1.971,3152.142
"608","AIRA","CP*50/DXC14-35",4.271,3.454,5412.948
"609","AIRA","CP*60/DXC14-43",5.103,3.96,6280.2
"611","Teco","LE6016H/LU60K1MAH",6,5.9,8779.8
"612","Teco","LE7019H/LU70K1MAH",7.2,7,10446
"613","ACCENT AIR","AA45-2",16.6,14.96,22761.12
"614","UNIAIRE","FC12/ACD12",3.915,3.915,5802.03
"615","UNIAIRE","RT12",3.915,3.915,5802.03
"616","MHI","FDC406",3.95,3.66,5528.52
"617","MHI","FDEN408HES",3.95,3.66,5528.52
"618","MHI","FDR408HES",3.95,3.66,5528.52
"619","MHI","FDT(N)408HES",3.95,3.66,5528.52
"620","MHI","FDUR408HES",3.95,3.66,5528.52
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,5181.582
"623","DAIKIN","UATY08K",6.83,6.13,9336.66
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,3546.48
"625","UNIAIRE","FC16/ACD16",5.565,5.565,8247.33
"626","UNIAIRE","RT16",5.565,5.565,8247.33
