"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"215","SANYO","SAP-KC121AHA",1.35,1.32,2582.28
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,3539.19
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,4738.65
"226","ACSON","WM25FR/LC25BR",2.72,2.51,5134.17
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,5959.56
"228","HYUNDAI","WSH-128BA",1.23,1.24,2369.88
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,4252.68
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,1260
"233","PANASONIC","CW-A170ER",1.72,1.35,3137.73
"234","PANASONIC","CW-A240ER",2.52,2,4607.28
"235","LG","LSK180H-1",1.85,2,3626.4
"236","LG","LSJ090H-1",0.93,0.87,1760.85
"237","LG","LSL120H-1",1.32,1.15,2460.33
"238","LG","LWN224RH-1",2.63,2.3,4906.02
"241","LG","LWG092RH-1",0.95,0.82,1767.18
"242","Haier","HSU-12HN04",1.35,1.33,2586.87
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,2628.42
"244","ELECTRA","KCR-25E",1.01,0.93,1905.51
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,1905.51
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,2422.98
"254","HEC","HSU-12H104",1.35,1.33,2586.87
"257","MHI","SRK35GZ-LI",1.24,1.52,2513.04
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,3049.26
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,4344.87
"263","AIRWELL","XLS12RC",1.16,1.21,2253.63
"264","AIRWELL","SX12RC",1.26,1.23,2409.21
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,3153.72
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,3153.72
"268","Teco","LA1200Y",1.4,1.16,2582.04
"269","Teco","LS1820Y",2.01,1.94,3833.1
"270","LG","LSL121N-1",1.3,1.61,2642.19
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,1858.74
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,2852.37
"274","ELECTRA","PRX600RC",2.65,2.62,5082.18
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,5082.18
"278","SPLENDID","CLIMA15HP",1.4,1.35,2669.25
"279","SANYO","SAP-KC91AHA",1.02,1.02,1961.46
"280","ELECTRA","WMF9RC",0.99,0.93,1876.23
"281","ATD","C24HS-1",2.6,2.7,5045.7
"284","ELECTRA","WMF12RC",1.16,1.21,2253.63
"285","AIRWELL","XLS7RC",0.75,0.7,1419.3
"286","ATD","S12HS-1",1.21,1.27,2354.37
"287","ELECTRA","WMN24RC",2.53,2.52,4860.6
"288","AIRWELL","XLS9RC",0.99,0.93,1876.23
"291","HOTPOINT","HPS-250R",2.6,2.43,4921.77
"292","CARRIER","VF175H",1.81,1.51,3342.93
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,4711.35
"294","HOTPOINT","HPS 150R",1.32,1.42,2584.26
"295","LG","LSK243H-1",2.67,2.66,5129.82
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,3707.67
"297","ADSAKA","KFR-27GW/B",1.12,1.11,2149.17
"298","WEATHERMAKER","S18HS-1",1.85,1.95,3603.45
"299","ATD","S18HS-1",1.85,1.95,3603.45
"301","ELECTRA","WMN18RCA",1.85,1.7,3488.7
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,2649.15
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,5283.66
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,4021.68
"306","ELECTRA","WMN12RCA",1.25,1.33,2440.47
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,2440.47
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,5959.56
"309","WEATHERMAKER","S12HS-1",1.21,1.27,2354.37
"310","ELECTRA","WMN16RCA",1.64,1.64,3153.72
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,3153.72
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,3615.24
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,1768.29
"314","ELECTRA","PRX500RC",2.2,1.99,4134.21
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,4134.21
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,3072.21
"317","ELECTRA","WMN9RCA",1,0.99,1918.41
"318","ELECTRA","WS/CWS026HA",1,0.99,1918.41
"321","SPLENDID","22000HP",2.9,2.9,5576.7
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,2224.35
"326","CARRIER","VF250H-1",2.7,2.4,5054.4
"327","CARRIER","VF225H-1",2.19,1.93,4092.03
"328","CARRIER","VF150H-1",1.49,1.2,2732.16
"329","CARRIER","53G250H",2.37,2.35,4548.33
"331","SPLENDID","18000HP",2.56,2.56,4922.88
"332","SPLENDID","12300HP",1.39,1.39,2672.97
"333","SPLENDID","18000HP",1.39,1.39,2672.97
"334","SPLENDID","23000HP",1.39,1.39,2672.97
"335","SUPRA","SS24F50A",2.35,2.56,4615.44
"336","GREE","KFR-60GW/E",2.5,2.5,4807.5
"337","LG","LV-B2464HL",2.8,2.69,5333.91
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,1601.55
"340","SPLENDID","8.5HP",1,1,1923
"341","ATD","S09X2HS-1",1.58,1.75,3116.37
"342","ATD","S24HS-1",2.55,2.65,4949.55
"343","ELECTRA","WMF7RC",0.75,0.7,1419.3
"344","MIDEA","KFR-32GW/Y",1.28,1.22,2433.9
"345","PANASONIC","CW-A200ER",2.16,1.68,3933.36
"346","LG","LSK182H-1",1.85,2,3626.4
"347","LG","LSK181N-1",2,2.2,3937.8
"348","NEC","RH240",2.63,2.3,4906.02
"351","ACSON","WM15FR/LC15BR",1.3,1.2,2454
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,5411.7
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,1769.16
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,2487
"361","KIA","KSH-128BA",1.23,1.24,2369.88
"362","LG","LS-K1860HL",2.01,2.01,3865.23
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,1963.2
"365","HYUNDAI","WSH-120BA",1.23,1.24,2369.88
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,3917.22
"367","Haier","HSU-09HE04",1.02,1.16,2025.72
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,3910.02
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,2712.3
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,1912.08
"373","CHUNLAN","KFR-40GW",1.5,1.54,2902.86
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,2149.17
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,2500.14
"376","Teco","LS2220Y",2.05,2.15,3988.05
"378","Teco","LA1800Y",1.8,1.5,3323.7
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,3694.77
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,2101.53
"381","ATD","S18HS-1",1.96,2.1,3833.34
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,3904.56
"386","KELVINATOR","KR08WR",0.75,0.64,1391.76
"387","LG","LWC1262PHG",1.35,1.15,2504.25
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,3402.84
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,3770.82
"395","MIDEA","KFR-53GW/Y",2,1.92,3809.28
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,2076.84
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,5261.34
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,5377.83
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,3054.09
"402","HYUNDAI","WSH-098BA",0.87,0.88,1677.6
"403","HYUNDAI","WSH-098BA",0.87,0.88,1677.6
"406","LG","LWM1861BHG",1.64,1.33,3011.43
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,5215.68
"410","TECOAIR","LS-LT2422YPS",3,3.05,5791.95
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,1788.39
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,1283.82
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,4004.43
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,2987.46
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,2619.87
"426","LG","LWG0760AHG",0.75,0.64,1391.76
"429","LG","LS-L1260HL",1.28,1.15,2401.77
"431","LG","LS-J0962HL",0.93,0.87,1760.85
"434","KELVINATOR","KSR35F",3.28,3.08,6215.64
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,5100.3
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,5315.55
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,3335.1
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,4172.91
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,2324.22
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,1591.5
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,3917.22
"453","LG","LS-K2460HL",2.73,2.69,5231.43
"454","LG","LS-K1862HL",2.01,2.01,3865.23
"455","LG","LWM1560BHG",1.55,1.31,2870.49
"457","KIA","KSH-188BA",1.9,1.88,3644.52
"458","HYUNDAI","WSH-128BA",1.23,1.24,2369.88
"459","KIA","KSH-229BA",2.57,2.54,4928.34
"462","LG","LWC1260AHG",1.33,1.19,2493.33
"465","PANASONIC","CW-A200SR",2.05,1.72,3790.68
"466","PANASONIC","CW-A120FR",1.5,1.27,2778.93
"467","PANASONIC","CW-A170SR",1.6,1.3,2939.1
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,5082.18
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,5082.18
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,3488.7
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,4134.21
"472","EMAILAIR","WS/CWS066H",2.53,2.52,4860.6
"475","ELECTRA","WMN18RCB",1.94,1.89,3707.67
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,3707.67
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,1230.72
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,1870.77
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,1913.82
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,2606.97
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,3092.31
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,4207.89
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,5257.86
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,5153.4
"493","AIRTEMP","HAY324N6G",2.75,2.74,5283.66
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,1283.82
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,5215.68
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,4021.68
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,1260
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,2394.57
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,4204.8
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,2000.16
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,2490.72
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,5403.39
"515","CARRIER","RAC-22LH-A",2.7,2.4,5054.4
"516","CARRIER","VF125H",1,0.83,1844.97
"517","ELECTRA","PXD24RC",2.71,2.49,5110.35
"518","ELECTRA","PXD18RC",2.3,2.13,4344.87
"519","ELECTRA","PXD12RC",1.26,1.23,2409.21
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,2016.3
"522","MHI","WR188PENF-S8A",2.06,1.75,3819.09
"523","MHI","SRK25GZ-LI",0.96,1.17,1942.47
"524","Haier","HW-18HA04",2.1,2.1,4038.3
"525","COOLINE","LHB09BTH",1.07,0.85,1956.63
"526","WEATHERMAKER","S24HS-1",2.5,2.65,4876.35
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,1837.77
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,4995.21
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,2486.13
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,1323.15
"535","NEC","RSH2425",2.67,2.66,5129.82
"536","LG","LSK244H-1",2.67,2.66,5129.82
"539","Haier","HSU-09HG04",1.02,1.16,2025.72
"542","Haier","HSU-12HM04",1.35,1.33,2586.87
"543","LG","LSL120T-1",1.32,1.15,2460.33
"544","WINIA","WSH-120BA",1.23,1.24,2369.88
"545","SANYO","SAP-KC182AH",2.29,1.99,4265.97
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,6059.34
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,9485.61
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,7554.54
"549","COOLINE","Z-D48",5.27,3.95,9528.33
"550","AGEAN","FR125/S",4.9,4.5,9239.1
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,9852
"552","LG","LK-1080BH",12,9.8,22066.2
"553","ROWA","RAS-180ACH",1.95,1.98,3763.62
"554","Haier","HDU-42H03/H",5,4.8,9523.2
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,19023.18
"556","APAC","S032IHC9AA",10.324,8.516,19023.18
"557","APAC","S032OVC9AA",10.324,8.516,19023.18
"558","ECLIPSE","EV20 - EP20",5.9,4.9,10886.7
"559","TRANE","TWE030/TWA030",3.159,2.73,5877.846
"560","ROWA","RAS-120ABH",1.15,1.22,2243.58
"562","BENSON","THM-56MSH",5.75,4.9,10667.1
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,9394.2
"564","OAC","OAC06VCU",5.1,4.2,9394.2
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,6931.5
"566","OAC","OAC03VCU",3.7,3.3,6931.5
"567","TEMPERZONE","OPA410",14.5,12.2,26827.8
"568","TEMPERZONE","OPA210",7.25,6,13368
"569","PHILLIPS","40H-3",3.915,3.915,7528.545
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,5037.336
"571","PHILLIPS","70H-3",6.7,6.7,12884.1
"572","HYUNDAI","HFH-4401BA",5.2,4.8,9816
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,15830.07
"574","MIDEA","KFR-32GW/Y",1.28,1.22,2433.9
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,8543.1
"577","OAC","OAC03 PACKAGED",3.7,3.3,6931.5
"578","OAC","OAC03VCU",3.7,3.3,6931.5
"579","MIDEA","MSC-09HR",0.9,0.95,1753.65
"580","MIDEA","MSB-18HR",1.9,2.05,3722.55
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,14448.6
"582","OAC","OAC075VCU",7.8,6.6,14448.6
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,10740.3
"584","OAC","OAC065VCU",5.8,4.9,10740.3
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,8094
"586","OAC","OAC04VCU",4.4,3.6,8094
"587","MIDEA","MWH-09HR",0.96,0.76,1754.28
"588","OAC","OAC065 PACKAGED",5.8,4.9,10740.3
"589","OAC","OAC065VCU",5.8,4.9,10740.3
"590","OAC","OAC04 PACKAGED",4.4,3.6,8094
"591","OAC","OAC04VCU",4.4,3.6,8094
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,8871.9
"593","OAC","OAC05VCU",4.9,3.7,8871.9
"594","OAC","OAC05 PAKAGED",4.9,3.7,8871.9
"595","OAC","OAC05VCU",4.9,3.7,8871.9
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,10660.731
"597","POPE","SAC36 / WM36",3.387,2.417,6067.971
"598","DAIKIN","UATY15K",14.26,12.96,26825.28
"599","PIONEER","SQ12/DC12",5.5,5.6,10622.4
"600","PIONEER","DC12",5.5,5.6,10622.4
"601","POPE","RTP9",3.14,2.747,5857.833
"602","ACCENT AIR","AA60-2",21.38,19.56,40278.36
"603","TEMPERZONE","OPA390",13.9,11.8,25765.8
"604","POPE","SAC44 / DFC44",4.285,3.428,7846.692
"606","POPE","SAC40 / DFC40",3.836,3.094,7036.05
"607","POPE","SAC25 / DFC25",2.613,1.971,4730.121
"608","AIRA","CP*50/DXC14-35",4.271,3.454,7838.13
"609","AIRA","CP*60/DXC14-43",5.103,3.96,9288.432
"611","Teco","LE6016H/LU60K1MAH",6,5.9,11492.1
"612","Teco","LE7019H/LU70K1MAH",7.2,7,13753.8
"613","ACCENT AIR","AA45-2",16.6,14.96,31169.04
"614","UNIAIRE","FC12/ACD12",3.915,3.915,7528.545
"615","UNIAIRE","RT12",3.915,3.915,7528.545
"616","MHI","FDC406",3.95,3.66,7462.74
"617","MHI","FDEN408HES",3.95,3.66,7462.74
"618","MHI","FDR408HES",3.95,3.66,7462.74
"619","MHI","FDT(N)408HES",3.95,3.66,7462.74
"620","MHI","FDUR408HES",3.95,3.66,7462.74
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,7484.085
"623","DAIKIN","UATY08K",6.83,6.13,12812.79
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,5229.84
"625","UNIAIRE","FC16/ACD16",5.565,5.565,10701.495
"626","UNIAIRE","RT16",5.565,5.565,10701.495
