"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"1","MIDEA","KFR-61GW/Y",2.65,2.4,11538.1
"2","MIDEA","KFR-26GW/Y",0.93,0.9,4049.22
"3","MIDEA","KFR-70GW/Y",3.03,2.9,13192.62
"4","MIDEA","KFR-26GW/Y",0.93,0.89,4049.22
"6","HYUNDAI","WSH-188BA",1.9,1.88,8272.6
"7","DAIKIN","FTY60G***+ RY60G***",2.46,2.47,10710.84
"8","DAIKIN","FVY353C***+RY353***",1.63,1.51,7097.02
"10","DAIKIN","FVY453C***+RY453***",2.1,2.01,9143.4
"11","DAIKIN","FTY50G***+RY50G***",2.08,1.92,9056.32
"12","DAIKIN","FTX50H***+RX50H***",2.12,2.5,9230.48
"13","DAIKIN","FTX25Hxxx/RX25Hxxx",0.96,1.04,4179.84
"14","CHUNLAN","KFR-32GW",1.2,1.22,5224.8
"16","CHUNLAN","KFR-27GW",1.12,1.14,4876.48
"18","CHUNLAN","KFR-50GW",1.9,2,8272.6
"19","DAIKIN","FLX60J***/RXD60J***",1.99,2,8664.46
"20","CHUNLAN","KFR-35GW",1.28,1.33,5573.12
"21","DAIKIN","FTXD50J***/RXD50J***",1.73,1.91,7532.42
"23","DAIKIN","FTXD60J***/RXD60J***",2.21,2.12,9622.34
"24","SPLENDID","11-0HP",1.35,1.35,5877.9
"25","CHUNLAN","KFR-70GW",2.75,2.75,11973.5
"26","CHUNLAN","STARWAY",2.75,2.75,11973.5
"28","NEC","RH129",1.35,1.15,5877.9
"29","LG","LWC1262AHG",1.35,1.15,5877.9
"30","CHUNLAN","KFR-22GW",0.85,0.88,3700.9
"31","LG","LWC122RH-1",1.35,1.15,5877.9
"32","SHARP","AY-A249J/AE-A249J",3,3.05,13062
"33","SHARP","AY-A184J/AE-A184J",2.22,2.21,9665.88
"34","SHARP","AY-A099J/AE-A099J",0.98,0.93,4266.92
"36","CHUNLAN","KFR-60GW",2.48,2.35,10797.92
"38","FUJITSU","AST14RSH-W/AOT14RNA",1.7,1.8,7401.8
"39","MITSUBISHI ELECTRIC","MSH-07RV/MUH-07RV",0.75,0.72,3265.5
"41","MIDEA","KFR-26GW/I1Y",0.97,0.97,4223.38
"42","MITSUBISHI ELECTRIC","MCFH-13NV/MUCFH-13NV",1.42,1.25,6182.68
"46","EMAILAIR","MAY90RCE",1.01,0.93,4397.54
"47","EMAILAIR","ELECTRA KCR-25E",1.01,0.93,4397.54
"48","KIA","KSH-098BA",0.87,0.88,3787.98
"49","HISENSE","KFR-25GWE",1.04,1.33,4528.16
"50","LG","LWC0960AHG",1,0.92,4354
"51","LG","LSL1260NL",1.33,1.83,5790.82
"52","LG","LS-K2463HL",2.73,2.69,11886.42
"53","LG","LV-B2461HL",2.8,2.69,12191.2
"55","AIRTEMP","HAY212N6G",1.41,1.38,6139.14
"59","LG","LWC1260PHG",1.33,1.19,5790.82
"60","HYUNDAI","WSH-229BA",2.57,2.54,11189.78
"61","LG","LS-K2464HL",2.73,2.69,11886.42
"62","ELECTRA","WMN24RCB",2.45,2.45,10667.3
"63","ELECTRA","EMAILAIR WS/CWS066HB",2.45,2.45,10667.3
"67","ADSAKA","KFR-60GW",2.48,2.35,10797.92
"68","EMAILAIR","WS/CWS026HA",1,0.99,4354
"69","EMAILAIR","ELECTRA WMN9RCA",1,0.99,4354
"70","EMAILAIR","WS/CWS034HA",1.25,1.33,5442.5
"71","EMAILAIR","ELECTRA WMN12RCA",1.25,1.33,5442.5
"72","AIRWELL","SX18RC",2.3,2.13,10014.2
"73","ADSAKA","KFR-50GW",1.9,2,8272.6
"74","AIRWELL","SX24RC",2.71,2.49,11799.34
"75","TOSHIBA","RAS-10YKH-E / 10YAH-E",1.02,0.95,4441.08
"76","TOSHIBA","RAS-24UKH-E / 24UAH-EA",2.6,2.59,11320.4
"77","TOSHIBA","RAS-18UKH-E / 18UAH-EA",2.04,2,8882.16
"83","FUJITSU GENERAL","AUT25RLC-W/AOT25RZCL",2.8,2.6,12191.2
"84","FUJITSU GENERAL","ABT18RGA-W/AOT18RZAL",2.24,2.12,9752.96
"87","FUJITSU GENERAL","ART25RLA/AOT25RZAL",2.86,2.65,12452.44
"90","FUJITSU GENERAL","AUT18RGA/AOT18RZCL",2.01,2.01,8751.54
"92","MIDEA","KFR-23GW/I1Y",0.88,0.93,3831.52
"93","MIDEA","KFR-53GW/Y",2,1.92,8708
"94","MIDEA","KFR-36GWY",1.5,1.65,6531
"99","AIRTEMP","HAY318N6G",2.08,2.09,9056.32
"100","AIRTEMP","HAY109N6G",1.07,1.07,4658.78
"101","AIRTEMP","HAE418N6E/HAC418N6G",2.08,1.9,9056.32
"102","AIRTEMP","HAE109N6E/HAC109N6B",0.93,0.93,4049.22
"104","FUJITSU","AST20RGA-W/AOT20RZAL",2.28,1.96,9927.12
"105","MITSUBISHI ELECTRIC","MWH-17KV",2.8,2.6,12191.2
