"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"143","MHI","SRK388HENF-A",1.32,1.33,4649.31
"144","MHI","SRK408HENF-A",1.51,1.54,5321.48
"145","MHI","SRK288HENF-A",1.07,0.91,3742.03
"146","MHI","SRK458HENF-A",1.7,1.84,6007.96
"147","MHI","FDKN208H",1.8,1.82,6340.98
"148","MHI","FDKN308H",3.08,2.83,10804.93
"150","MHI","SRK502Z-L",2.22,2.5,7861.14
"151","MHI","FDKN258H",2.11,2.08,7424.54
"153","MHI","SRK208HENF-A",0.77,0.71,2701.63
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,5469.81
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,3450.12
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,3274.53
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,9686.16
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,4769.25
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,3948.29
"161","Haier","HSU-12H104",1.35,1.33,4750.17
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,4436.46
"164","HEC","HW-09HA04",1.08,0.98,3786.78
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,8223.01
"167","MIDEA","KFR-61GW/Y",2.56,2.31,8974.01
"168","Teco","LA2300Y",2.76,2.5,9676.62
"169","Haier","HW-09HA04",1.08,0.98,3786.78
"170","MIDEA","KFR-45GWY",1.7,2,6033.4
"171","HEC","HW-24H04",2.9,2.4,10131.4
"172","Haier","HW-12HA04",1.38,1.2,4830.36
"173","HEC","HW-18HA04",2.1,2.1,7394.1
"174","Haier","HW-12HA04",1.38,1.2,4830.36
"175","Haier","HW-24H04",2.9,2.4,10131.4
"179","LG","LWN2262RHG",2.63,2.3,9207.76
"180","LG","LWN2262CHG",2.63,2.3,9207.76
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,4561.4
"185","GREE","KFR-45GW/E",2.05,2.64,7311.86
"186","COOLINE","LHB15BRH",1.82,1.57,6368.47
"187","PANASONIC","CW-A241SR",3.15,2.8,11035.5
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,4601.38
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,10319.71
"195","PANASONIC","CW-A120AR",1.4,1.18,4894.42
"196","PANASONIC","CW-A90FR",1.14,1.07,4002.81
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,7002.25
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,4593.2
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,7725.3
"200","COOLINE","LHB12BTH",1.44,1.17,5027.31
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,3405.83
"202","ACSON","WM20FR/LC20BR",2.1,1.7,7330.5
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,4574.12
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,10361.51
"206","PANASONIC","CW-A90AR",1.03,0.89,3604.37
"208","COOLINE","LHB20BRH",2.2,1.89,7696.91
"209","COOLINE","LHB24BRH",2.75,2.09,9577.81
"211","SANYO","SAP-KC241AHA",2.98,2.95,10487.81
"212","SANYO","SAP-KC181AHA",2.36,2.04,8258.68
"215","SANYO","SAP-KC121AHA",1.35,1.32,4748.58
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,6507.49
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,8778.65
"226","ACSON","WM25FR/LC25BR",2.72,2.51,9543.73
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,10857.4
"228","HYUNDAI","WSH-128BA",1.23,1.24,4332.42
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,7725.3
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,2320.68
"233","PANASONIC","CW-A170ER",1.72,1.35,5997.29
"234","PANASONIC","CW-A240ER",2.52,2,8790.24
"235","LG","LSK180H-1",1.85,2,6537.7
"236","LG","LSJ090H-1",0.93,0.87,3264.99
"237","LG","LSL120H-1",1.32,1.15,4620.69
"238","LG","LWN224RH-1",2.63,2.3,9207.76
"241","LG","LWG092RH-1",0.95,0.82,3324.28
"242","Haier","HSU-12HN04",1.35,1.33,4750.17
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,4621.82
"244","ELECTRA","KCR-25E",1.01,0.93,3543.49
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,3543.49
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,4436.46
"254","HEC","HSU-12H104",1.35,1.33,4750.17
"257","MHI","SRK35GZ-LI",1.24,1.52,4410.56
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,5624.06
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,8071.27
"263","AIRWELL","XLS12RC",1.16,1.21,4092.31
"264","AIRWELL","SX12RC",1.26,1.23,4431.69
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,5774.44
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,5774.44
"268","Teco","LA1200Y",1.4,1.16,4891.24
"269","Teco","LS1820Y",2.01,1.94,7066.08
"270","LG","LSL121N-1",1.3,1.61,4626.59
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,3498.74
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,5270.37
"274","ELECTRA","PRX600RC",2.65,2.62,9325.88
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,9325.88
"278","SPLENDID","CLIMA15HP",1.4,1.35,4921.45
"279","SANYO","SAP-KC91AHA",1.02,1.02,3591.42
"280","ELECTRA","WMF9RC",0.99,0.93,3476.25
"281","ATD","C24HS-1",2.6,2.7,9170.5
"284","ELECTRA","WMF12RC",1.16,1.21,4092.31
"285","AIRWELL","XLS7RC",0.75,0.7,2632.8
"286","ATD","S12HS-1",1.21,1.27,4269.95
"287","ELECTRA","WMN24RC",2.53,2.52,8906.54
"288","AIRWELL","XLS9RC",0.99,0.93,3476.25
"291","HOTPOINT","HPS-250R",2.6,2.43,9127.57
"292","CARRIER","VF175H",1.81,1.51,6325.31
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,8626.45
"294","HOTPOINT","HPS 150R",1.32,1.42,4663.62
"295","LG","LSK243H-1",2.67,2.66,9399.48
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,6822.79
"297","ADSAKA","KFR-27GW/B",1.12,1.11,3941.93
"298","WEATHERMAKER","S18HS-1",1.85,1.95,6529.75
"299","ATD","S18HS-1",1.85,1.95,6529.75
"301","ELECTRA","WMN18RCA",1.85,1.7,6490
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,4857.39
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,9681.16
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,7445.44
"306","ELECTRA","WMN12RCA",1.25,1.33,4413.97
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,4413.97
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,10857.4
"309","WEATHERMAKER","S12HS-1",1.21,1.27,4269.95
"310","ELECTRA","WMN16RCA",1.64,1.64,5774.44
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,5774.44
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,6619.48
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,3210.47
"314","ELECTRA","PRX500RC",2.2,1.99,7712.81
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,7712.81
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,5632.01
"317","ELECTRA","WMN9RCA",1,0.99,3519.41
"318","ELECTRA","WS/CWS026HA",1,0.99,3519.41
"321","SPLENDID","22000HP",2.9,2.9,10210.9
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,4025.07
"326","CARRIER","VF250H-1",2.7,2.4,9459
"327","CARRIER","VF225H-1",2.19,1.93,7669.65
"328","CARRIER","VF150H-1",1.49,1.2,5200.18
"329","CARRIER","53G250H",2.37,2.35,8341.59
"331","SPLENDID","18000HP",2.56,2.56,9013.76
"332","SPLENDID","12300HP",1.39,1.39,4894.19
"333","SPLENDID","18000HP",1.39,1.39,4894.19
"334","SPLENDID","23000HP",1.39,1.39,4894.19
"335","SUPRA","SS24F50A",2.35,2.56,8307.74
"336","GREE","KFR-60GW/E",2.5,2.5,8802.5
"337","LG","LV-B2464HL",2.8,2.69,9841.31
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,2952.87
"340","SPLENDID","8.5HP",1,1,3521
"341","ATD","S09X2HS-1",1.58,1.75,5590.21
"342","ATD","S24HS-1",2.55,2.65,8994.45
"343","ELECTRA","WMF7RC",0.75,0.7,2632.8
"344","MIDEA","KFR-32GW/Y",1.28,1.22,4497.34
"345","PANASONIC","CW-A200ER",2.16,1.68,7529.04
"346","LG","LSK182H-1",1.85,2,6537.7
"347","LG","LSK181N-1",2,2.2,7073.8
"348","NEC","RH240",2.63,2.3,9207.76
"351","ACSON","WM15FR/LC15BR",1.3,1.2,4561.4
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,10011
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,3239.32
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,4601.38
"361","KIA","KSH-128BA",1.23,1.24,4332.42
"362","LG","LS-K1860HL",2.01,2.01,7077.21
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,3649.12
"365","HYUNDAI","WSH-120BA",1.23,1.24,4332.42
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,7295.06
"367","Haier","HSU-09HE04",1.02,1.16,3613.68
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,7206.92
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,4993.46
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,3460.12
"373","CHUNLAN","KFR-40GW",1.5,1.54,5287.86
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,3941.93
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,4434.64
"376","Teco","LS2220Y",2.05,2.15,7233.95
"378","Teco","LA1800Y",1.8,1.5,6290.1
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,6846.87
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3868.33
"381","ATD","S18HS-1",1.96,2.1,6923.42
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,7176.48
"386","KELVINATOR","KR08WR",0.75,0.64,2623.26
"387","LG","LWC1262PHG",1.35,1.15,4721.55
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,6203.32
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,6958.86
"395","MIDEA","KFR-53GW/Y",2,1.92,7029.28
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,3802.68
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,9844.72
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,9942.17
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,5482.99
"402","HYUNDAI","WSH-098BA",0.87,0.88,3064.86
"403","HYUNDAI","WSH-098BA",0.87,0.88,3064.86
"406","LG","LWM1861BHG",1.64,1.33,5725.15
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,9686.16
"410","TECOAIR","LS-LT2422YPS",3,3.05,10570.95
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,3274.53
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,2357.48
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,7325.27
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,5231.52
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,4790.15
"426","LG","LWG0760AHG",0.75,0.64,2623.26
"429","LG","LS-L1260HL",1.28,1.15,4486.21
"431","LG","LS-J0962HL",0.93,0.87,3264.99
"434","KELVINATOR","KSR35F",3.28,3.08,11517.08
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,9474.9
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,9834.95
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,6065.66
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,7640.57
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,4173.86
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,2920.84
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,7295.06
"453","LG","LS-K2460HL",2.73,2.69,9605.97
"454","LG","LS-K1862HL",2.01,2.01,7077.21
"455","LG","LWM1560BHG",1.55,1.31,5419.39
"457","KIA","KSH-188BA",1.9,1.88,6686.72
"458","HYUNDAI","WSH-128BA",1.23,1.24,4332.42
"459","KIA","KSH-229BA",2.57,2.54,9044.2
"462","LG","LWC1260AHG",1.33,1.19,4660.67
"465","PANASONIC","CW-A200SR",2.05,1.72,7165.58
"466","PANASONIC","CW-A120FR",1.5,1.27,5244.93
"467","PANASONIC","CW-A170SR",1.6,1.3,5585.9
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,9325.88
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,9325.88
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,6490
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,7712.81
"472","EMAILAIR","WS/CWS066H",2.53,2.52,8906.54
"475","ELECTRA","WMN18RCB",1.94,1.89,6822.79
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,6822.79
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,2253.44
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,3445.81
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,3517.82
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,4814.23
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,5696.07
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,7595.59
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,9729.32
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,9578.94
"493","AIRTEMP","HAY324N6G",2.75,2.74,9681.16
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,2357.48
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,9686.16
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,7445.44
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,2320.68
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,4398.07
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,7794.36
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,3519.18
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,4574.12
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,10036.67
"515","CARRIER","RAC-22LH-A",2.7,2.4,9459
"516","CARRIER","VF125H",1,0.83,3493.97
"517","ELECTRA","PXD24RC",2.71,2.49,9506.93
"518","ELECTRA","PXD18RC",2.3,2.13,8071.27
"519","ELECTRA","PXD12RC",1.26,1.23,4431.69
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,3753.16
"522","MHI","WR188PENF-S8A",2.06,1.75,7203.97
"523","MHI","SRK25GZ-LI",0.96,1.17,3413.55
"524","Haier","HW-18HA04",2.1,2.1,7394.1
"525","COOLINE","LHB09BTH",1.07,0.85,3732.49
"526","WEATHERMAKER","S24HS-1",2.5,2.65,8826.35
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,3405.83
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,9153.01
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,4572.53
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,2456.75
"535","NEC","RSH2425",2.67,2.66,9399.48
"536","LG","LSK244H-1",2.67,2.66,9399.48
"539","Haier","HSU-09HG04",1.02,1.16,3613.68
"542","Haier","HSU-12HM04",1.35,1.33,4750.17
"543","LG","LSL120T-1",1.32,1.15,4620.69
"544","WINIA","WSH-120BA",1.23,1.24,4332.42
"545","SANYO","SAP-KC182AH",2.29,1.99,8015.39
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,11605.68
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,17531.63
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,13893.64
"549","COOLINE","Z-D48",5.27,3.95,18345.79
"550","AGEAN","FR125/S",4.9,4.5,17189.3
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,18686.3
"552","LG","LK-1080BH",12,9.8,41902.2
"553","ROWA","RAS-180ACH",1.95,1.98,6870.72
"554","Haier","HDU-42H03/H",5,4.8,17573.2
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,36063.332
"556","APAC","S032IHC9AA",10.324,8.516,36063.332
"557","APAC","S032OVC9AA",10.324,8.516,36063.332
"558","ECLIPSE","EV20 - EP20",5.9,4.9,20614.9
"559","TRANE","TWE030/TWA030",3.159,2.73,11054.628
"560","ROWA","RAS-120ABH",1.15,1.22,4060.28
"562","BENSON","THM-56MSH",5.75,4.9,20110.6
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,17814
"564","OAC","OAC06VCU",5.1,4.2,17814
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,12964.1
"566","OAC","OAC03VCU",3.7,3.3,12964.1
"567","TEMPERZONE","OPA410",14.5,12.2,50688.8
"568","TEMPERZONE","OPA210",7.25,6,25328.5
"569","PHILLIPS","40H-3",3.915,3.915,13784.715
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,10429.452
"571","PHILLIPS","70H-3",6.7,6.7,23590.7
"572","HYUNDAI","HFH-4401BA",5.2,4.8,18245.6
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,30006.89
"574","MIDEA","KFR-32GW/Y",1.28,1.22,4497.34
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,15949
"577","OAC","OAC03 PACKAGED",3.7,3.3,12964.1
"578","OAC","OAC03VCU",3.7,3.3,12964.1
"579","MIDEA","MSC-09HR",0.9,0.95,3176.85
"580","MIDEA","MSB-18HR",1.9,2.05,6713.75
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,27273
"582","OAC","OAC075VCU",7.8,6.6,27273
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,20278.7
"584","OAC","OAC065VCU",5.8,4.9,20278.7
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,15365.2
"586","OAC","OAC04VCU",4.4,3.6,15365.2
"587","MIDEA","MWH-09HR",0.96,0.76,3348.36
"588","OAC","OAC065 PACKAGED",5.8,4.9,20278.7
"589","OAC","OAC065VCU",5.8,4.9,20278.7
"590","OAC","OAC04 PACKAGED",4.4,3.6,15365.2
"591","OAC","OAC04VCU",4.4,3.6,15365.2
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,17062.1
"593","OAC","OAC05VCU",4.9,3.7,17062.1
"594","OAC","OAC05 PAKAGED",4.9,3.7,17062.1
"595","OAC","OAC05VCU",4.9,3.7,17062.1
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,20019.893
"597","POPE","SAC36 / WM36",3.387,2.417,11771.397
"598","DAIKIN","UATY15K",14.26,12.96,50002.76
"599","PIONEER","SQ12/DC12",5.5,5.6,19381.4
"600","PIONEER","DC12",5.5,5.6,19381.4
"601","POPE","RTP9",3.14,2.747,10993.453
"602","ACCENT AIR","AA60-2",21.38,19.56,74989.6
"603","TEMPERZONE","OPA390",13.9,11.8,48608
"604","POPE","SAC44 / DFC44",4.285,3.428,14951.222
"606","POPE","SAC40 / DFC40",3.836,3.094,13388.578
"607","POPE","SAC25 / DFC25",2.613,1.971,9098.295
"608","AIRA","CP*50/DXC14-35",4.271,3.454,14908.288
"609","AIRA","CP*60/DXC14-43",5.103,3.96,17785.926
"611","Teco","LE6016H/LU60K1MAH",6,5.9,21110.1
"612","Teco","LE7019H/LU70K1MAH",7.2,7,25319.4
"613","ACCENT AIR","AA45-2",16.6,14.96,58187.84
"614","UNIAIRE","FC12/ACD12",3.915,3.915,13784.715
"615","UNIAIRE","RT12",3.915,3.915,13784.715
"616","MHI","FDC406",3.95,3.66,13861.84
"617","MHI","FDEN408HES",3.95,3.66,13861.84
"618","MHI","FDR408HES",3.95,3.66,13861.84
"619","MHI","FDT(N)408HES",3.95,3.66,13861.84
"620","MHI","FDUR408HES",3.95,3.66,13861.84
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,14223.237
"623","DAIKIN","UATY08K",6.83,6.13,23937.13
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,10005.1
"625","UNIAIRE","FC16/ACD16",5.565,5.565,19594.365
"626","UNIAIRE","RT16",5.565,5.565,19594.365
