"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"116","MITSUBISHI ELECTRIC","MWH-12KV",1.72,1.56,3891.72
"117","MITSUBISHI ELECTRIC","MSZ-G12SV/MUZ-G12SV",1.36,1.63,3095.81
"119","HOTPOINT","HPS 125R",1.1,1.07,2492.29
"120","FUJITSU GENERAL","AST24RGB-W/AOT24RNAL/AOT24RNCLST24RGB-W/A",2.61,2.7,5921.1
"122","MITSUBISHI ELECTRIC","MSH-12RV/MUH-12RV",1.32,1.4,2996.2
"124","MITSUBISHI ELECTRIC","MSH-09RV/MUH-09RV",0.95,0.97,2154.59
"125","AIRTEMP","HAY107N6G",0.82,0.82,1858.94
"127","MITSUBISHI ELECTRIC","MWH-08MV",1.02,0.87,2305.29
"128","MHI","SRT403HENF-L",1.38,1.39,3128.93
"132","CARRIER","53G150H",1.32,1.35,2993.85
"137","CARRIER","53G225H",1.88,1.8,4258.2
"138","CARRIER","53G100H",0.96,0.96,2176.32
"141","HEC","HSU-09HEO4",1.02,1.16,2318.92
"142","MHI","SRK561HENF-A",2.18,2.18,4942.06
"143","MHI","SRK388HENF-A",1.32,1.33,2992.91
"144","MHI","SRK408HENF-A",1.51,1.54,3424.58
"145","MHI","SRK288HENF-A",1.07,0.91,2418.17
"146","MHI","SRK458HENF-A",1.7,1.84,3860.48
"147","MHI","FDKN208H",1.8,1.82,4081.54
"148","MHI","FDKN308H",3.08,2.83,6970.61
"150","MHI","SRK502Z-L",2.22,2.5,5045.9
"151","MHI","FDKN258H",2.11,2.08,4781.96
"153","MHI","SRK208HENF-A",0.77,0.71,1742.77
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,3492.95
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,2197
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,2108.31
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,6247.52
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,3065.15
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,2540.45
"161","Haier","HSU-12H104",1.35,1.33,3059.51
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,2856.42
"164","HEC","HW-09HA04",1.08,0.98,2443.66
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,5287.75
"167","MIDEA","KFR-61GW/Y",2.56,2.31,5791.77
"168","Teco","LA2300Y",2.76,2.5,6244.7
"169","Haier","HW-09HA04",1.08,0.98,2443.66
"170","MIDEA","KFR-45GWY",1.7,2,3868
"171","HEC","HW-24H04",2.9,2.4,6550.8
"172","Haier","HW-12HA04",1.38,1.2,3120
"173","HEC","HW-18HA04",2.1,2.1,4760.7
"174","Haier","HW-12HA04",1.38,1.2,3120
"175","Haier","HW-24H04",2.9,2.4,6550.8
"179","LG","LWN2262RHG",2.63,2.3,5946.7
"180","LG","LWN2262CHG",2.63,2.3,5946.7
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,2942.4
"185","GREE","KFR-45GW/E",2.05,2.64,4675.08
"186","COOLINE","LHB15BRH",1.82,1.57,4114.19
"187","PANASONIC","CW-A241SR",3.15,2.8,7124.6
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,2966.48
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,6643.25
"195","PANASONIC","CW-A120AR",1.4,1.18,3163.46
"196","PANASONIC","CW-A90FR",1.14,1.07,2581.09
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,4522.25
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,2951.8
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,4968.96
"200","COOLINE","LHB12BTH",1.44,1.17,3251.79
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,2196.17
"202","ACSON","WM20FR/LC20BR",2.1,1.7,4741.9
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,2946.16
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,6680.13
"206","PANASONIC","CW-A90AR",1.03,0.89,2328.43
"208","COOLINE","LHB20BRH",2.2,1.89,4972.83
"209","COOLINE","LHB24BRH",2.75,2.09,6203.23
"211","SANYO","SAP-KC241AHA",2.98,2.95,6754.25
"212","SANYO","SAP-KC181AHA",2.36,2.04,5335.08
"215","SANYO","SAP-KC121AHA",1.35,1.32,3059.04
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,4192.07
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,5660.45
"226","ACSON","WM25FR/LC25BR",2.72,2.51,6156.37
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,6986.12
"228","HYUNDAI","WSH-128BA",1.23,1.24,2788.88
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,4968.96
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,1495.28
"233","PANASONIC","CW-A170ER",1.72,1.35,3881.85
"234","PANASONIC","CW-A240ER",2.52,2,5688.4
"235","LG","LSK180H-1",1.85,2,4201
"236","LG","LSJ090H-1",0.93,0.87,2105.49
"237","LG","LSL120H-1",1.32,1.15,2984.45
"238","LG","LWN224RH-1",2.63,2.3,5946.7
"241","LG","LWG092RH-1",0.95,0.82,2147.54
"242","Haier","HSU-12HN04",1.35,1.33,3059.51
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,2960.26
"244","ELECTRA","KCR-25E",1.01,0.93,2285.91
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,2285.91
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,2856.42
"254","HEC","HSU-12H104",1.35,1.33,3059.51
"257","MHI","SRK35GZ-LI",1.24,1.52,2824.24
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,3624.38
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,5206.11
"263","AIRWELL","XLS12RC",1.16,1.21,2632.07
"264","AIRWELL","SX12RC",1.26,1.23,2855.01
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,3717.88
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,3717.88
"268","Teco","LA1200Y",1.4,1.16,3162.52
"269","Teco","LS1820Y",2.01,1.94,4553.38
"270","LG","LSL121N-1",1.3,1.61,2961.67
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,2260.42
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,3397.21
"274","ELECTRA","PRX600RC",2.65,2.62,6006.14
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,6006.14
"278","SPLENDID","CLIMA15HP",1.4,1.35,3171.45
"279","SANYO","SAP-KC91AHA",1.02,1.02,2312.34
"280","ELECTRA","WMF9RC",0.99,0.93,2241.51
"281","ATD","C24HS-1",2.6,2.7,5898.9
"284","ELECTRA","WMF12RC",1.16,1.21,2632.07
"285","AIRWELL","XLS7RC",0.75,0.7,1697.9
"286","ATD","S12HS-1",1.21,1.27,2745.89
"287","ELECTRA","WMN24RC",2.53,2.52,5735.04
"288","AIRWELL","XLS9RC",0.99,0.93,2241.51
"291","HOTPOINT","HPS-250R",2.6,2.43,5886.21
"292","CARRIER","VF175H",1.81,1.51,4089.17
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,5554.15
"294","HOTPOINT","HPS 150R",1.32,1.42,2997.14
"295","LG","LSK243H-1",2.67,2.66,6052.42
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,4395.63
"297","ADSAKA","KFR-27GW/B",1.12,1.11,2538.57
"298","WEATHERMAKER","S18HS-1",1.85,1.95,4198.65
"299","ATD","S18HS-1",1.85,1.95,4198.65
"301","ELECTRA","WMN18RCA",1.85,1.7,4186.9
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,3127.99
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,6233.78
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,4800.4
"306","ELECTRA","WMN12RCA",1.25,1.33,2837.51
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,2837.51
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,6986.12
"309","WEATHERMAKER","S12HS-1",1.21,1.27,2745.89
"310","ELECTRA","WMN16RCA",1.64,1.64,3717.88
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,3717.88
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,4261.96
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,2064.85
"314","ELECTRA","PRX500RC",2.2,1.99,4977.53
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,4977.53
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,3626.73
"317","ELECTRA","WMN9RCA",1,0.99,2266.53
"318","ELECTRA","WS/CWS026HA",1,0.99,2266.53
"321","SPLENDID","22000HP",2.9,2.9,6574.3
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,2587.67
"326","CARRIER","VF250H-1",2.7,2.4,6106.8
"327","CARRIER","VF225H-1",2.19,1.93,4952.51
"328","CARRIER","VF150H-1",1.49,1.2,3364.2
"329","CARRIER","53G250H",2.37,2.35,5371.85
"331","SPLENDID","18000HP",2.56,2.56,5803.52
"332","SPLENDID","12300HP",1.39,1.39,3151.13
"333","SPLENDID","18000HP",1.39,1.39,3151.13
"334","SPLENDID","23000HP",1.39,1.39,3151.13
"335","SUPRA","SS24F50A",2.35,2.56,5337.32
"336","GREE","KFR-60GW/E",2.5,2.5,5667.5
"337","LG","LV-B2464HL",2.8,2.69,6342.43
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,1902.87
"340","SPLENDID","8.5HP",1,1,2267
"341","ATD","S09X2HS-1",1.58,1.75,3589.85
"342","ATD","S24HS-1",2.55,2.65,5785.55
"343","ELECTRA","WMF7RC",0.75,0.7,1697.9
"344","MIDEA","KFR-32GW/Y",1.28,1.22,2898.94
"345","PANASONIC","CW-A200ER",2.16,1.68,4874.16
"346","LG","LSK182H-1",1.85,2,4201
"347","LG","LSK181N-1",2,2.2,4543.4
"348","NEC","RH240",2.63,2.3,5946.7
"351","ACSON","WM15FR/LC15BR",1.3,1.2,2942.4
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,6453.9
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,2085.64
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,2966.48
"361","KIA","KSH-128BA",1.23,1.24,2788.88
"362","LG","LS-K1860HL",2.01,2.01,4556.67
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,2353.92
"365","HYUNDAI","WSH-120BA",1.23,1.24,2788.88
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,4706.9
"367","Haier","HSU-09HE04",1.02,1.16,2318.92
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,4644.06
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,3217.26
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,2224.48
"373","CHUNLAN","KFR-40GW",1.5,1.54,3402.38
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,2538.57
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,2843.62
"376","Teco","LS2220Y",2.05,2.15,4652.05
"378","Teco","LA1800Y",1.8,1.5,4066.5
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,4415.01
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,2492.29
"381","ATD","S18HS-1",1.96,2.1,4449.9
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,4622.8
"386","KELVINATOR","KR08WR",0.75,0.64,1695.08
"387","LG","LWC1262PHG",1.35,1.15,3051.05
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,3991.8
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,4484.9
"395","MIDEA","KFR-53GW/Y",2,1.92,4530.24
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,2448.36
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,6355.7
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,6409.03
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,3521.37
"402","HYUNDAI","WSH-098BA",0.87,0.88,1972.76
"403","HYUNDAI","WSH-098BA",0.87,0.88,1972.76
"406","LG","LWM1861BHG",1.64,1.33,3703.31
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,6247.52
"410","TECOAIR","LS-LT2422YPS",3,3.05,6803.35
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,2108.31
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,1518.42
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,4715.83
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,3348.94
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,3083.59
"426","LG","LWG0760AHG",0.75,0.64,1695.08
"429","LG","LS-L1260HL",1.28,1.15,2895.65
"431","LG","LS-J0962HL",0.93,0.87,2105.49
"434","KELVINATOR","KSR35F",3.28,3.08,7426.36
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,6111.5
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,6340.55
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,3902.06
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,4919.39
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,2680.7
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,1881.14
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,4706.9
"453","LG","LS-K2460HL",2.73,2.69,6187.03
"454","LG","LS-K1862HL",2.01,2.01,4556.67
"455","LG","LWM1560BHG",1.55,1.31,3502.57
"457","KIA","KSH-188BA",1.9,1.88,4306.36
"458","HYUNDAI","WSH-128BA",1.23,1.24,2788.88
"459","KIA","KSH-229BA",2.57,2.54,5824.78
"462","LG","LWC1260AHG",1.33,1.19,3008.53
"465","PANASONIC","CW-A200SR",2.05,1.72,4631.84
"466","PANASONIC","CW-A120FR",1.5,1.27,3389.69
"467","PANASONIC","CW-A170SR",1.6,1.3,3613.1
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,6006.14
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,6006.14
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,4186.9
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,4977.53
"472","EMAILAIR","WS/CWS066H",2.53,2.52,5735.04
"475","ELECTRA","WMN18RCB",1.94,1.89,4395.63
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,4395.63
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,1450.88
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,2220.25
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,2266.06
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,3102.97
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,3670.19
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,4881.57
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,6272.54
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,6179.04
"493","AIRTEMP","HAY324N6G",2.75,2.74,6233.78
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,1518.42
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,6247.52
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,4800.4
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,1495.28
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,2832.81
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,5026.16
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,2254.2
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,2946.16
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,6473.75
"515","CARRIER","RAC-22LH-A",2.7,2.4,6106.8
"516","CARRIER","VF125H",1,0.83,2259.01
"517","ELECTRA","PXD24RC",2.71,2.49,6133.23
"518","ELECTRA","PXD18RC",2.3,2.13,5206.11
"519","ELECTRA","PXD12RC",1.26,1.23,2855.01
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,2421.46
"522","MHI","WR188PENF-S8A",2.06,1.75,4655.45
"523","MHI","SRK25GZ-LI",0.96,1.17,2186.19
"524","Haier","HW-18HA04",2.1,2.1,4760.7
"525","COOLINE","LHB09BTH",1.07,0.85,2415.35
"526","WEATHERMAKER","S24HS-1",2.5,2.65,5674.55
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,2196.17
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,5893.73
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,2945.69
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,1584.55
"535","NEC","RSH2425",2.67,2.66,6052.42
"536","LG","LSK244H-1",2.67,2.66,6052.42
"539","Haier","HSU-09HG04",1.02,1.16,2318.92
"542","Haier","HSU-12HM04",1.35,1.33,3059.51
"543","LG","LSL120T-1",1.32,1.15,2984.45
"544","WINIA","WSH-120BA",1.23,1.24,2788.88
"545","SANYO","SAP-KC182AH",2.29,1.99,5177.33
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,7513.86
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,11301.05
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,8950.42
"549","COOLINE","Z-D48",5.27,3.95,11885.05
"550","AGEAN","FR125/S",4.9,4.5,11089.5
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,12083.8
"552","LG","LK-1080BH",12,9.8,27100.6
"553","ROWA","RAS-180ACH",1.95,1.98,4422.06
"554","Haier","HDU-42H03/H",5,4.8,11325.6
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,23319.532
"556","APAC","S032IHC9AA",10.324,8.516,23319.532
"557","APAC","S032OVC9AA",10.324,8.516,23319.532
"558","ECLIPSE","EV20 - EP20",5.9,4.9,13328.3
"559","TRANE","TWE030/TWA030",3.159,2.73,7141.29
"560","ROWA","RAS-120ABH",1.15,1.22,2610.34
"562","BENSON","THM-56MSH",5.75,4.9,12995.3
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,11519.4
"564","OAC","OAC06VCU",5.1,4.2,11519.4
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,8369.1
"566","OAC","OAC03VCU",3.7,3.3,8369.1
"567","TEMPERZONE","OPA410",14.5,12.2,32763.4
"568","TEMPERZONE","OPA210",7.25,6,16377
"569","PHILLIPS","40H-3",3.915,3.915,8875.305
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,6813.024
"571","PHILLIPS","70H-3",6.7,6.7,15188.9
"572","HYUNDAI","HFH-4401BA",5.2,4.8,11769.6
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,19403.03
"574","MIDEA","KFR-32GW/Y",1.28,1.22,2898.94
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,10293.7
"577","OAC","OAC03 PACKAGED",3.7,3.3,8369.1
"578","OAC","OAC03VCU",3.7,3.3,8369.1
"579","MIDEA","MSC-09HR",0.9,0.95,2042.65
"580","MIDEA","MSB-18HR",1.9,2.05,4314.35
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,17626.2
"582","OAC","OAC075VCU",7.8,6.6,17626.2
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,13106.3
"584","OAC","OAC065VCU",5.8,4.9,13106.3
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,9937.2
"586","OAC","OAC04VCU",4.4,3.6,9937.2
"587","MIDEA","MWH-09HR",0.96,0.76,2166.92
"588","OAC","OAC065 PACKAGED",5.8,4.9,13106.3
"589","OAC","OAC065VCU",5.8,4.9,13106.3
"590","OAC","OAC04 PACKAGED",4.4,3.6,9937.2
"591","OAC","OAC04VCU",4.4,3.6,9937.2
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,11051.9
"593","OAC","OAC05VCU",4.9,3.7,11051.9
"594","OAC","OAC05 PAKAGED",4.9,3.7,11051.9
"595","OAC","OAC05VCU",4.9,3.7,11051.9
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,12930.475
"597","POPE","SAC36 / WM36",3.387,2.417,7632.739
"598","DAIKIN","UATY15K",14.26,12.96,32266.32
"599","PIONEER","SQ12/DC12",5.5,5.6,12473.2
"600","PIONEER","DC12",5.5,5.6,12473.2
"601","POPE","RTP9",3.14,2.747,7099.909
"602","ACCENT AIR","AA60-2",21.38,19.56,48382.92
"603","TEMPERZONE","OPA390",13.9,11.8,31412.6
"604","POPE","SAC44 / DFC44",4.285,3.428,9673.816
"606","POPE","SAC40 / DFC40",3.836,3.094,8661.338
"607","POPE","SAC25 / DFC25",2.613,1.971,5893.497
"608","AIRA","CP*50/DXC14-35",4.271,3.454,9643.958
"609","AIRA","CP*60/DXC14-43",5.103,3.96,11514.78
"611","Teco","LE6016H/LU60K1MAH",6,5.9,13597.3
"612","Teco","LE7019H/LU70K1MAH",7.2,7,16313
"613","ACCENT AIR","AA45-2",16.6,14.96,37555.12
"614","UNIAIRE","FC12/ACD12",3.915,3.915,8875.305
"615","UNIAIRE","RT12",3.915,3.915,8875.305
"616","MHI","FDC406",3.95,3.66,8941.02
"617","MHI","FDEN408HES",3.95,3.66,8941.02
"618","MHI","FDR408HES",3.95,3.66,8941.02
"619","MHI","FDT(N)408HES",3.95,3.66,8941.02
"620","MHI","FDUR408HES",3.95,3.66,8941.02
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,9199.897
"623","DAIKIN","UATY08K",6.83,6.13,15450.71
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,6476.68
"625","UNIAIRE","FC16/ACD16",5.565,5.565,12615.855
"626","UNIAIRE","RT16",5.565,5.565,12615.855
