"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"53","LG","LV-B2461HL",2.8,2.69,5742.49
"55","AIRTEMP","HAY212N6G",1.41,1.38,2917.68
"59","LG","LWC1260PHG",1.33,1.19,2638.09
"60","HYUNDAI","WSH-229BA",2.57,2.54,5343.24
"61","LG","LS-K2464HL",2.73,2.69,5667.59
"62","ELECTRA","WMN24RCB",2.45,2.45,5122.95
"63","ELECTRA","EMAILAIR WS/CWS066HB",2.45,2.45,5122.95
"67","ADSAKA","KFR-60GW",2.48,2.35,5052.95
"68","EMAILAIR","WS/CWS026HA",1,0.99,2080.79
"69","EMAILAIR","ELECTRA WMN9RCA",1,0.99,2080.79
"70","EMAILAIR","WS/CWS034HA",1.25,1.33,2695.43
"71","EMAILAIR","ELECTRA WMN12RCA",1.25,1.33,2695.43
"72","AIRWELL","SX18RC",2.3,2.13,4635.73
"73","ADSAKA","KFR-50GW",1.9,2,4075
"74","AIRWELL","SX24RC",2.71,2.49,5441.99
"75","TOSHIBA","RAS-10YKH-E / 10YAH-E",1.02,0.95,2061.35
"76","TOSHIBA","RAS-24UKH-E / 24UAH-EA",2.6,2.59,5426.39
"77","TOSHIBA","RAS-18UKH-E / 18UAH-EA",2.04,2,4224.8
"83","FUJITSU GENERAL","AUT25RLC-W/AOT25RZCL",2.8,2.6,5650.6
"84","FUJITSU GENERAL","ABT18RGA-W/AOT18RZAL",2.24,2.12,4561.32
"87","FUJITSU GENERAL","ART25RLA/AOT25RZAL",2.86,2.65,5765.85
"90","FUJITSU GENERAL","AUT18RGA/AOT18RZCL",2.01,2.01,4202.91
"92","MIDEA","KFR-23GW/I1Y",0.88,0.93,1891.13
"93","MIDEA","KFR-53GW/Y",2,1.92,4100.32
"94","MIDEA","KFR-36GWY",1.5,1.65,3289.65
"99","AIRTEMP","HAY318N6G",2.08,2.09,4359.49
"100","AIRTEMP","HAY109N6G",1.07,1.07,2237.37
"101","AIRTEMP","HAE418N6E/HAC418N6G",2.08,1.9,4165.5
"102","AIRTEMP","HAE109N6E/HAC109N6B",0.93,0.93,1944.63
"104","FUJITSU","AST20RGA-W/AOT20RZAL",2.28,1.96,4440.76
"105","MITSUBISHI ELECTRIC","MWH-17KV",2.8,2.6,5650.6
"112","MITSUBISHI ELECTRIC","MSH-24RV/MUH-24RV",2.73,2.69,5667.59
"114","FUJITSU","AST7RSCCW/AOT7RSCC",0.77,0.72,1559.02
"115","GENERAL ELECTRIC","ASIAH18EWI",1.84,1.87,3878.07
"116","MITSUBISHI ELECTRIC","MWH-12KV",1.72,1.56,3433.16
"117","MITSUBISHI ELECTRIC","MSZ-G12SV/MUZ-G12SV",1.36,1.63,3119.43
"119","HOTPOINT","HPS 125R",1.1,1.07,2269.47
"120","FUJITSU GENERAL","AST24RGB-W/AOT24RNAL/AOT24RNCLST24RGB-W/A",2.61,2.7,5549.4
"122","MITSUBISHI ELECTRIC","MSH-12RV/MUH-12RV",1.32,1.4,2841.8
"124","MITSUBISHI ELECTRIC","MSH-09RV/MUH-09RV",0.95,0.97,2006.87
"125","AIRTEMP","HAY107N6G",0.82,0.82,1714.62
"127","MITSUBISHI ELECTRIC","MWH-08MV",1.02,0.87,1979.67
"128","MHI","SRT403HENF-L",1.38,1.39,2895.79
"132","CARRIER","53G150H",1.32,1.35,2790.75
"137","CARRIER","53G225H",1.88,1.8,3849.4
"138","CARRIER","53G100H",0.96,0.96,2007.36
"141","HEC","HSU-09HEO4",1.02,1.16,2275.76
"142","MHI","SRK561HENF-A",2.18,2.18,4558.38
"143","MHI","SRK388HENF-A",1.32,1.33,2770.33
"144","MHI","SRK408HENF-A",1.51,1.54,3188.04
"145","MHI","SRK288HENF-A",1.07,0.91,2074.01
"146","MHI","SRK458HENF-A",1.7,1.84,3697.64
"147","MHI","FDKN208H",1.8,1.82,3784.22
"148","MHI","FDKN308H",3.08,2.83,6185.03
"150","MHI","SRK502Z-L",2.22,2.5,4927.9
"151","MHI","FDKN258H",2.11,2.08,4381.38
"153","MHI","SRK208HENF-A",0.77,0.71,1548.81
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,3730.15
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,2456.6
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,1944.63
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,5566.96
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,2924.95
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,2372.55
"161","Haier","HSU-12H104",1.35,1.33,2802.43
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,2634.66
"164","HEC","HW-09HA04",1.08,0.98,2156.18
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,4994.55
"167","MIDEA","KFR-61GW/Y",2.56,2.31,5097.71
"168","Teco","LA2300Y",2.76,2.5,5505.7
"169","Haier","HW-09HA04",1.08,0.98,2156.18
"170","MIDEA","KFR-45GWY",1.7,2,3861
"171","HEC","HW-24H04",2.9,2.4,5553.4
"172","Haier","HW-12HA04",1.38,1.2,2701.8
"173","HEC","HW-18HA04",2.1,2.1,4391.1
"174","Haier","HW-12HA04",1.38,1.2,2701.8
"175","Haier","HW-24H04",2.9,2.4,5553.4
"179","LG","LWN2262RHG",2.63,2.3,5162.4
"180","LG","LWN2262CHG",2.63,2.3,5162.4
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,2616.2
"185","GREE","KFR-45GW/E",2.05,2.64,4888.94
"186","COOLINE","LHB15BRH",1.82,1.57,3550.37
"187","PANASONIC","CW-A241SR",3.15,2.8,6229.3
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,2667.74
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,6147.05
"195","PANASONIC","CW-A120AR",1.4,1.18,2702.78
"196","PANASONIC","CW-A90FR",1.14,1.07,2312.27
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,3926.75
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,2820.4
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,4671.18
"200","COOLINE","LHB12BTH",1.44,1.17,2735.37
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,1967.01
"202","ACSON","WM20FR/LC20BR",2.1,1.7,3982.7
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,2697.88
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,6005.09
"206","PANASONIC","CW-A90AR",1.03,0.89,2010.79
"208","COOLINE","LHB20BRH",2.2,1.89,4283.69
"209","COOLINE","LHB24BRH",2.75,2.09,5076.39
"211","SANYO","SAP-KC241AHA",2.98,2.95,6200.55
"212","SANYO","SAP-KC181AHA",2.36,2.04,4608.04
"215","SANYO","SAP-KC121AHA",1.35,1.32,2792.22
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,3827.51
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,5074.35
"226","ACSON","WM25FR/LC25BR",2.72,2.51,5473.11
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,6521.96
"228","HYUNDAI","WSH-128BA",1.23,1.24,2582.14
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,4671.18
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,1359.64
"233","PANASONIC","CW-A170ER",1.72,1.35,3218.75
"234","PANASONIC","CW-A240ER",2.52,2,4738.4
"235","LG","LSK180H-1",1.85,2,4021.5
"236","LG","LSJ090H-1",0.93,0.87,1883.37
"237","LG","LSL120H-1",1.32,1.15,2586.55
"238","LG","LWN224RH-1",2.63,2.3,5162.4
"241","LG","LWG092RH-1",0.95,0.82,1853.72
"242","Haier","HSU-12HN04",1.35,1.33,2802.43
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,3004.18
"244","ELECTRA","KCR-25E",1.01,0.93,2030.23
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,2030.23
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,2634.66
"254","HEC","HSU-12H104",1.35,1.33,2802.43
"257","MHI","SRK35GZ-LI",1.24,1.52,2878.72
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,3284.34
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,4635.73
"263","AIRWELL","XLS12RC",1.16,1.21,2476.61
"264","AIRWELL","SX12RC",1.26,1.23,2604.03
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,3429.24
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,3429.24
"268","Teco","LA1200Y",1.4,1.16,2682.36
"269","Teco","LS1820Y",2.01,1.94,4131.44
"270","LG","LSL121N-1",1.3,1.61,3034.81
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,1948.06
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,3065.03
"274","ELECTRA","PRX600RC",2.65,2.62,5510.52
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,5510.52
"278","SPLENDID","CLIMA15HP",1.4,1.35,2876.35
"279","SANYO","SAP-KC91AHA",1.02,1.02,2132.82
"280","ELECTRA","WMF9RC",0.99,0.93,2008.83
"281","ATD","C24HS-1",2.6,2.7,5538.7
"284","ELECTRA","WMF12RC",1.16,1.21,2476.61
"285","AIRWELL","XLS7RC",0.75,0.7,1517.2
"286","ATD","S12HS-1",1.21,1.27,2591.37
"287","ELECTRA","WMN24RC",2.53,2.52,5280.02
"288","AIRWELL","XLS9RC",0.99,0.93,2008.83
"291","HOTPOINT","HPS-250R",2.6,2.43,5263.03
"292","CARRIER","VF175H",1.81,1.51,3478.41
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,5122.95
"294","HOTPOINT","HPS 150R",1.32,1.42,2862.22
"295","LG","LSK243H-1",2.67,2.66,5572.76
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,4005.49
"297","ADSAKA","KFR-27GW/B",1.12,1.11,2331.71
"298","WEATHERMAKER","S18HS-1",1.85,1.95,3970.45
"299","ATD","S18HS-1",1.85,1.95,3970.45
"301","ELECTRA","WMN18RCA",1.85,1.7,3715.2
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,2875.37
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,5740.04
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,4310.4
"306","ELECTRA","WMN12RCA",1.25,1.33,2695.43
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,2695.43
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,6521.96
"309","WEATHERMAKER","S12HS-1",1.21,1.27,2591.37
"310","ELECTRA","WMN16RCA",1.64,1.64,3429.24
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,3429.24
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,3931.08
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,1943.65
"314","ELECTRA","PRX500RC",2.2,1.99,4385.79
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,4385.79
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,3335.39
"317","ELECTRA","WMN9RCA",1,0.99,2080.79
"318","ELECTRA","WS/CWS026HA",1,0.99,2080.79
"321","SPLENDID","22000HP",2.9,2.9,6063.9
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,2455.21
"326","CARRIER","VF250H-1",2.7,2.4,5339.4
"327","CARRIER","VF225H-1",2.19,1.93,4313.83
"328","CARRIER","VF150H-1",1.49,1.2,2819.5
"329","CARRIER","53G250H",2.37,2.35,4935.25
"331","SPLENDID","18000HP",2.56,2.56,5352.96
"332","SPLENDID","12300HP",1.39,1.39,2906.49
"333","SPLENDID","18000HP",1.39,1.39,2906.49
"334","SPLENDID","23000HP",1.39,1.39,2906.49
"335","SUPRA","SS24F50A",2.35,2.56,5128.26
"336","GREE","KFR-60GW/E",2.5,2.5,5227.5
"337","LG","LV-B2464HL",2.8,2.69,5742.49
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,1725.81
"340","SPLENDID","8.5HP",1,1,2091
"341","ATD","S09X2HS-1",1.58,1.75,3477.35
"342","ATD","S24HS-1",2.55,2.65,5434.15
"343","ELECTRA","WMF7RC",0.75,0.7,1517.2
"344","MIDEA","KFR-32GW/Y",1.28,1.22,2615.22
"345","PANASONIC","CW-A200ER",2.16,1.68,4026.48
"346","LG","LSK182H-1",1.85,2,4021.5
"347","LG","LSK181N-1",2,2.2,4386.2
"348","NEC","RH240",2.63,2.3,5162.4
"351","ACSON","WM15FR/LC15BR",1.3,1.2,2616.2
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,5806.2
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,1923.72
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,2667.74
"361","KIA","KSH-128BA",1.23,1.24,2582.14
"362","LG","LS-K1860HL",2.01,2.01,4202.91
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,2092.96
"365","HYUNDAI","WSH-120BA",1.23,1.24,2582.14
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,4165.5
"367","Haier","HSU-09HE04",1.02,1.16,2275.76
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,4215.08
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,2928.38
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,2110.44
"373","CHUNLAN","KFR-40GW",1.5,1.54,3177.34
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,2331.71
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,2828.16
"376","Teco","LS2220Y",2.05,2.15,4388.65
"378","Teco","LA1800Y",1.8,1.5,3457.5
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,3954.93
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,2269.47
"381","ATD","S18HS-1",1.96,2.1,4241.3
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,4224.8
"386","KELVINATOR","KR08WR",0.75,0.64,1455.94
"387","LG","LWC1262PHG",1.35,1.15,2618.65
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,3721
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,4058.5
"395","MIDEA","KFR-53GW/Y",2,1.92,4100.32
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,2258.28
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,5559.2
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,5774.59
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,3404.41
"402","HYUNDAI","WSH-098BA",0.87,0.88,1829.38
"403","HYUNDAI","WSH-098BA",0.87,0.88,1829.38
"406","LG","LWM1861BHG",1.64,1.33,3112.73
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,5566.96
"410","TECOAIR","LS-LT2422YPS",3,3.05,6324.05
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,1944.63
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,1390.76
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,4359.49
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,3431.12
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,2853.97
"426","LG","LWG0760AHG",0.75,0.64,1455.94
"429","LG","LS-L1260HL",1.28,1.15,2543.75
"431","LG","LS-J0962HL",0.93,0.87,1883.37
"434","KELVINATOR","KSR35F",3.28,3.08,6654.28
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,5441.5
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,5701.65
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,3657.78
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,4537.47
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,2589.9
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,1725.32
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,4165.5
"453","LG","LS-K2460HL",2.73,2.69,5667.59
"454","LG","LS-K1862HL",2.01,2.01,4202.91
"455","LG","LWM1560BHG",1.55,1.31,2996.01
"457","KIA","KSH-188BA",1.9,1.88,3952.48
"458","HYUNDAI","WSH-128BA",1.23,1.24,2582.14
"459","KIA","KSH-229BA",2.57,2.54,5343.24
"462","LG","LWC1260AHG",1.33,1.19,2638.09
"465","PANASONIC","CW-A200SR",2.05,1.72,3949.62
"466","PANASONIC","CW-A120FR",1.5,1.27,2901.67
"467","PANASONIC","CW-A170SR",1.6,1.3,3039.3
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,5510.52
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,5510.52
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,3715.2
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,4385.79
"472","EMAILAIR","WS/CWS066H",2.53,2.52,5280.02
"475","ELECTRA","WMN18RCB",1.94,1.89,4005.49
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,4005.49
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,1338.24
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,2018.55
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,2070.58
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,2803.41
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,3336.37
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,4659.01
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,5638.92
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,5494.02
"493","AIRTEMP","HAY324N6G",2.75,2.74,5740.04
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,1390.76
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,5566.96
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,4310.4
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,1359.64
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,2593.33
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,4499.08
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,2284.5
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,2697.88
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,5765.85
"515","CARRIER","RAC-22LH-A",2.7,2.4,5339.4
"516","CARRIER","VF125H",1,0.83,1917.43
"517","ELECTRA","PXD24RC",2.71,2.49,5441.99
"518","ELECTRA","PXD18RC",2.3,2.13,4635.73
"519","ELECTRA","PXD12RC",1.26,1.23,2604.03
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,2145.48
"522","MHI","WR188PENF-S8A",2.06,1.75,3990.95
"523","MHI","SRK25GZ-LI",0.96,1.17,2221.77
"524","Haier","HW-18HA04",2.1,2.1,4391.1
"525","COOLINE","LHB09BTH",1.07,0.85,2012.75
"526","WEATHERMAKER","S24HS-1",2.5,2.65,5380.65
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,1967.01
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,5426.39
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,2687.67
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,1412.65
"535","NEC","RSH2425",2.67,2.66,5572.76
"536","LG","LSK244H-1",2.67,2.66,5572.76
"539","Haier","HSU-09HG04",1.02,1.16,2275.76
"542","Haier","HSU-12HM04",1.35,1.33,2802.43
"543","LG","LSL120T-1",1.32,1.15,2586.55
"544","WINIA","WSH-120BA",1.23,1.24,2582.14
"545","SANYO","SAP-KC182AH",2.29,1.99,4482.09
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,6197.28
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,10189.05
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,8167.56
"549","COOLINE","Z-D48",5.27,3.95,9671.85
"550","AGEAN","FR125/S",4.9,4.5,9837.5
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,10216.9
"552","LG","LK-1080BH",12,9.8,22845.8
"553","ROWA","RAS-180ACH",1.95,1.98,4108.08
"554","Haier","HDU-42H03/H",5,4.8,10250.8
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,19741.516
"556","APAC","S032IHC9AA",10.324,8.516,19741.516
"557","APAC","S032OVC9AA",10.324,8.516,19741.516
"558","ECLIPSE","EV20 - EP20",5.9,4.9,11315.9
"559","TRANE","TWE030/TWA030",3.159,2.73,6167.46
"560","ROWA","RAS-120ABH",1.15,1.22,2476.12
"562","BENSON","THM-56MSH",5.75,4.9,11155.4
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,9745.2
"564","OAC","OAC06VCU",5.1,4.2,9745.2
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,7328.3
"566","OAC","OAC03VCU",3.7,3.3,7328.3
"567","TEMPERZONE","OPA410",14.5,12.2,27971.2
"568","TEMPERZONE","OPA210",7.25,6,13883.5
"569","PHILLIPS","40H-3",3.915,3.915,8186.265
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,4553.652
"571","PHILLIPS","70H-3",6.7,6.7,14009.7
"572","HYUNDAI","HFH-4401BA",5.2,4.8,10464.8
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,16430.19
"574","MIDEA","KFR-32GW/Y",1.28,1.22,2615.22
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,9054.6
"577","OAC","OAC03 PACKAGED",3.7,3.3,7328.3
"578","OAC","OAC03VCU",3.7,3.3,7328.3
"579","MIDEA","MSC-09HR",0.9,0.95,1932.95
"580","MIDEA","MSB-18HR",1.9,2.05,4126.05
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,15084.6
"582","OAC","OAC075VCU",7.8,6.6,15084.6
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,11208.9
"584","OAC","OAC065VCU",5.8,4.9,11208.9
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,8383.6
"586","OAC","OAC04VCU",4.4,3.6,8383.6
"587","MIDEA","MWH-09HR",0.96,0.76,1803.16
"588","OAC","OAC065 PACKAGED",5.8,4.9,11208.9
"589","OAC","OAC065VCU",5.8,4.9,11208.9
"590","OAC","OAC04 PACKAGED",4.4,3.6,8383.6
"591","OAC","OAC04VCU",4.4,3.6,8383.6
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,9020.7
"593","OAC","OAC05VCU",4.9,3.7,9020.7
"594","OAC","OAC05 PAKAGED",4.9,3.7,9020.7
"595","OAC","OAC05VCU",4.9,3.7,9020.7
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,11209.015
"597","POPE","SAC36 / WM36",3.387,2.417,6091.847
"598","DAIKIN","UATY15K",14.26,12.96,28490.36
"599","PIONEER","SQ12/DC12",5.5,5.6,11602.6
"600","PIONEER","DC12",5.5,5.6,11602.6
"601","POPE","RTP9",3.14,2.747,6164.487
"602","ACCENT AIR","AA60-2",21.38,19.56,42847.36
"603","TEMPERZONE","OPA390",13.9,11.8,26920.8
"604","POPE","SAC44 / DFC44",4.285,3.428,8084.938
"606","POPE","SAC40 / DFC40",3.836,3.094,7263.494
"607","POPE","SAC25 / DFC25",2.613,1.971,4808.301
"608","AIRA","CP*50/DXC14-35",4.271,3.454,8096.504
"609","AIRA","CP*60/DXC14-43",5.103,3.96,9503.37
"611","Teco","LE6016H/LU60K1MAH",6,5.9,12443.9
"612","Teco","LE7019H/LU70K1MAH",7.2,7,14851
"613","ACCENT AIR","AA45-2",16.6,14.96,33036.16
"614","UNIAIRE","FC12/ACD12",3.915,3.915,8186.265
"615","UNIAIRE","RT12",3.915,3.915,8186.265
"616","MHI","FDC406",3.95,3.66,7963.36
"617","MHI","FDEN408HES",3.95,3.66,7963.36
"618","MHI","FDR408HES",3.95,3.66,7963.36
"619","MHI","FDT(N)408HES",3.95,3.66,7963.36
"620","MHI","FDUR408HES",3.95,3.66,7963.36
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,7739.711
"623","DAIKIN","UATY08K",6.83,6.13,13566.83
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,5357.94
"625","UNIAIRE","FC16/ACD16",5.565,5.565,11636.415
"626","UNIAIRE","RT16",5.565,5.565,11636.415
