"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"99","AIRTEMP","HAY318N6G",2.08,2.09,9009.74
"100","AIRTEMP","HAY109N6G",1.07,1.07,4634.17
"101","AIRTEMP","HAE418N6E/HAC418N6G",2.08,1.9,8985.8
"102","AIRTEMP","HAE109N6E/HAC109N6B",0.93,0.93,4027.83
"104","FUJITSU","AST20RGA-W/AOT20RZAL",2.28,1.96,9834.36
"105","MITSUBISHI ELECTRIC","MWH-17KV",2.8,2.6,12101.6
"112","MITSUBISHI ELECTRIC","MSH-24RV/MUH-24RV",2.73,2.69,11818.59
"114","FUJITSU","AST7RSCCW/AOT7RSCC",0.77,0.72,3328.57
"115","GENERAL ELECTRIC","ASIAH18EWI",1.84,1.87,7972.82
"116","MITSUBISHI ELECTRIC","MWH-12KV",1.72,1.56,7429.16
"117","MITSUBISHI ELECTRIC","MSZ-G12SV/MUZ-G12SV",1.36,1.63,5924.18
"119","HOTPOINT","HPS 125R",1.1,1.07,4760.32
"120","FUJITSU GENERAL","AST24RGB-W/AOT24RNAL/AOT24RNCLST24RGB-W/A",2.61,2.7,11315.25
"122","MITSUBISHI ELECTRIC","MSH-12RV/MUH-12RV",1.32,1.4,5727
"124","MITSUBISHI ELECTRIC","MSH-09RV/MUH-09RV",0.95,0.97,4116.97
"125","AIRTEMP","HAY107N6G",0.82,0.82,3551.42
"127","MITSUBISHI ELECTRIC","MWH-08MV",1.02,0.87,4398.72
"128","MHI","SRT403HENF-L",1.38,1.39,5978.04
"132","CARRIER","53G150H",1.32,1.35,5720.7
"137","CARRIER","53G225H",1.88,1.8,8132.2
"138","CARRIER","53G100H",0.96,0.96,4157.76
"141","HEC","HSU-09HEO4",1.02,1.16,4435.26
"142","MHI","SRK561HENF-A",2.18,2.18,9441.58
"143","MHI","SRK388HENF-A",1.32,1.33,5718.18
"144","MHI","SRK408HENF-A",1.51,1.54,6543.59
"145","MHI","SRK288HENF-A",1.07,0.91,4614.01
"146","MHI","SRK458HENF-A",1.7,1.84,7380.34
"147","MHI","FDKN208H",1.8,1.82,7798.32
"148","MHI","FDKN308H",3.08,2.83,13307.98
"150","MHI","SRK502Z-L",2.22,2.5,9650.1
"151","MHI","FDKN258H",2.11,2.08,9134.63
"153","MHI","SRK208HENF-A",0.77,0.71,3327.31
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,6691.95
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,4213.2
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,4027.83
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,11928.36
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,5859.45
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,4854.5
"161","Haier","HSU-12H104",1.35,1.33,5844.33
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,5457.06
"164","HEC","HW-09HA04",1.08,0.98,4664.88
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,10106.35
"167","MIDEA","KFR-61GW/Y",2.56,2.31,11055.86
"168","Teco","LA2300Y",2.76,2.5,11920.8
"169","Haier","HW-09HA04",1.08,0.98,4664.88
"170","MIDEA","KFR-45GWY",1.7,2,7400.5
"171","HEC","HW-24H04",2.9,2.4,12496.9
"172","Haier","HW-12HA04",1.38,1.2,5954.1
"173","HEC","HW-18HA04",2.1,2.1,9095.1
"174","Haier","HW-12HA04",1.38,1.2,5954.1
"175","Haier","HW-24H04",2.9,2.4,12496.9
"179","LG","LWN2262RHG",2.63,2.3,11348.95
"180","LG","LWN2262CHG",2.63,2.3,11348.95
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,5617.7
"185","GREE","KFR-45GW/E",2.05,2.64,8952.89
"186","COOLINE","LHB15BRH",1.82,1.57,7850.92
"187","PANASONIC","CW-A241SR",3.15,2.8,13598.55
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,5664.79
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,12692.35
"195","PANASONIC","CW-A120AR",1.4,1.18,6035.68
"196","PANASONIC","CW-A90FR",1.14,1.07,4928.52
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,8630.5
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,5642.9
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,9496.23
"200","COOLINE","LHB12BTH",1.44,1.17,6202.62
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,4193.51
"202","ACSON","WM20FR/LC20BR",2.1,1.7,9044.7
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,5627.78
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,12756.29
"206","PANASONIC","CW-A90AR",1.03,0.89,4443.29
"208","COOLINE","LHB20BRH",2.2,1.89,9489.14
"209","COOLINE","LHB24BRH",2.75,2.09,11827.09
"211","SANYO","SAP-KC241AHA",2.98,2.95,12902.6
"212","SANYO","SAP-KC181AHA",2.36,2.04,10180.84
"215","SANYO","SAP-KC121AHA",1.35,1.32,5843.07
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,8007.31
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,10808.6
"226","ACSON","WM25FR/LC25BR",2.72,2.51,11753.86
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,13349.56
"228","HYUNDAI","WSH-128BA",1.23,1.24,5328.39
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,9496.23
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,2855.94
"233","PANASONIC","CW-A170ER",1.72,1.35,7402.7
"234","PANASONIC","CW-A240ER",2.52,2,10848.6
"235","LG","LSK180H-1",1.85,2,8031.25
"236","LG","LSJ090H-1",0.93,0.87,4020.27
"237","LG","LSL120H-1",1.32,1.15,5695.5
"238","LG","LWN224RH-1",2.63,2.3,11348.95
"241","LG","LWG092RH-1",0.95,0.82,4098.07
"242","Haier","HSU-12HN04",1.35,1.33,5844.33
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,5665.58
"244","ELECTRA","KCR-25E",1.01,0.93,4364.23
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,4364.23
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,5457.06
"254","HEC","HSU-12H104",1.35,1.33,5844.33
"257","MHI","SRK35GZ-LI",1.24,1.52,5405.72
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,6922.04
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,9939.88
"263","AIRWELL","XLS12RC",1.16,1.21,5030.26
"264","AIRWELL","SX12RC",1.26,1.23,5453.28
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,7102.84
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,7102.84
"268","Teco","LA1200Y",1.4,1.16,6033.16
"269","Teco","LS1820Y",2.01,1.94,8696.49
"270","LG","LSL121N-1",1.3,1.61,5669.36
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,4313.36
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,6487.68
"274","ELECTRA","PRX600RC",2.65,2.62,11473.37
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,11473.37
"278","SPLENDID","CLIMA15HP",1.4,1.35,6057.1
"279","SANYO","SAP-KC91AHA",1.02,1.02,4417.62
"280","ELECTRA","WMF9RC",0.99,0.93,4280.13
"281","ATD","C24HS-1",2.6,2.7,11273.2
"284","ELECTRA","WMF12RC",1.16,1.21,5030.26
"285","AIRWELL","XLS7RC",0.75,0.7,3241.95
"286","ATD","S12HS-1",1.21,1.27,5248.07
"287","ELECTRA","WMN24RC",2.53,2.52,10956.17
"288","AIRWELL","XLS9RC",0.99,0.93,4280.13
"291","HOTPOINT","HPS-250R",2.6,2.43,11239.18
"292","CARRIER","VF175H",1.81,1.51,7801.31
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,10610.95
"294","HOTPOINT","HPS 150R",1.32,1.42,5729.52
"295","LG","LSK243H-1",2.67,2.66,11562.51
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,8395.84
"297","ADSAKA","KFR-27GW/B",1.12,1.11,4849.46
"298","WEATHERMAKER","S18HS-1",1.85,1.95,8024.95
"299","ATD","S18HS-1",1.85,1.95,8024.95
"301","ELECTRA","WMN18RCA",1.85,1.7,7993.45
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,5975.52
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,11908.99
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,9166.6
"306","ELECTRA","WMN12RCA",1.25,1.33,5423.83
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,5423.83
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,13349.56
"309","WEATHERMAKER","S12HS-1",1.21,1.27,5248.07
"310","ELECTRA","WMN16RCA",1.64,1.64,7102.84
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,7102.84
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,8142.28
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,3946.25
"314","ELECTRA","PRX500RC",2.2,1.99,9501.74
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,9501.74
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,6928.34
"317","ELECTRA","WMN9RCA",1,0.99,4329.74
"318","ELECTRA","WS/CWS026HA",1,0.99,4329.74
"321","SPLENDID","22000HP",2.9,2.9,12559.9
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,4946.16
"326","CARRIER","VF250H-1",2.7,2.4,11655.9
"327","CARRIER","VF225H-1",2.19,1.93,9452.13
"328","CARRIER","VF150H-1",1.49,1.2,6416.65
"329","CARRIER","53G250H",2.37,2.35,10261.95
"331","SPLENDID","18000HP",2.56,2.56,11087.36
"332","SPLENDID","12300HP",1.39,1.39,6020.09
"333","SPLENDID","18000HP",1.39,1.39,6020.09
"334","SPLENDID","23000HP",1.39,1.39,6020.09
"335","SUPRA","SS24F50A",2.35,2.56,10204.31
"336","GREE","KFR-60GW/E",2.5,2.5,10827.5
"337","LG","LV-B2464HL",2.8,2.69,12112.94
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,3634.26
"340","SPLENDID","8.5HP",1,1,4331
"341","ATD","S09X2HS-1",1.58,1.75,6864.4
"342","ATD","S24HS-1",2.55,2.65,11056.65
"343","ELECTRA","WMF7RC",0.75,0.7,3241.95
"344","MIDEA","KFR-32GW/Y",1.28,1.22,5536.12
"345","PANASONIC","CW-A200ER",2.16,1.68,9294.48
"346","LG","LSK182H-1",1.85,2,8031.25
"347","LG","LSK181N-1",2,2.2,8687.2
"348","NEC","RH240",2.63,2.3,11348.95
"351","ACSON","WM15FR/LC15BR",1.3,1.2,5617.7
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,12324.45
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,3984.52
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,5664.79
"361","KIA","KSH-128BA",1.23,1.24,5328.39
"362","LG","LS-K1860HL",2.01,2.01,8705.31
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,4494.16
"365","HYUNDAI","WSH-120BA",1.23,1.24,5328.39
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,8985.8
"367","Haier","HSU-09HE04",1.02,1.16,4435.26
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,8869.73
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,6144.98
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,4251.94
"373","CHUNLAN","KFR-40GW",1.5,1.54,6501.54
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,4849.46
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,5440.21
"376","Teco","LS2220Y",2.05,2.15,8891.15
"378","Teco","LA1800Y",1.8,1.5,7758
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,8430.33
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,4760.32
"381","ATD","S18HS-1",1.96,2.1,8506.4
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,8830.2
"386","KELVINATOR","KR08WR",0.75,0.64,3234.39
"387","LG","LWC1262PHG",1.35,1.15,5821.65
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,7627.6
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,8565.3
"395","MIDEA","KFR-53GW/Y",2,1.92,8651.92
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,4677.48
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,12131.05
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,12239.09
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,6733.21
"402","HYUNDAI","WSH-098BA",0.87,0.88,3769.23
"403","HYUNDAI","WSH-098BA",0.87,0.88,3769.23
"406","LG","LWM1861BHG",1.64,1.33,7063.78
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,11928.36
"410","TECOAIR","LS-LT2422YPS",3,3.05,12999.3
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,4027.83
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,2900.51
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,9009.74
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,6410.67
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,5891.42
"426","LG","LWG0760AHG",0.75,0.64,3234.39
"429","LG","LS-L1260HL",1.28,1.15,5527.3
"431","LG","LS-J0962HL",0.93,0.87,4020.27
"434","KELVINATOR","KSR35F",3.28,3.08,14180.48
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,11668.5
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,12107.9
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,7456.88
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,9398.27
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,5125.7
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,3593.47
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,8985.8
"453","LG","LS-K2460HL",2.73,2.69,11818.59
"454","LG","LS-K1862HL",2.01,2.01,8705.31
"455","LG","LWM1560BHG",1.55,1.31,6682.81
"457","KIA","KSH-188BA",1.9,1.88,8226.38
"458","HYUNDAI","WSH-128BA",1.23,1.24,5328.39
"459","KIA","KSH-229BA",2.57,2.54,11126.89
"462","LG","LWC1260AHG",1.33,1.19,5742.59
"465","PANASONIC","CW-A200SR",2.05,1.72,8836.97
"466","PANASONIC","CW-A120FR",1.5,1.27,6467.52
"467","PANASONIC","CW-A170SR",1.6,1.3,6891.8
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,11473.37
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,11473.37
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,7993.45
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,9501.74
"472","EMAILAIR","WS/CWS066H",2.53,2.52,10956.17
"475","ELECTRA","WMN18RCB",1.94,1.89,8395.84
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,8395.84
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,2771.84
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,4240.6
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,4328.48
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,5925.91
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,7009.92
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,9331.81
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,11977.97
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,11797.17
"493","AIRTEMP","HAY324N6G",2.75,2.74,11908.99
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,2900.51
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,11928.36
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,9166.6
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,2855.94
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,5411.23
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,9597.18
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,4314.15
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,5627.78
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,12360.2
"515","CARRIER","RAC-22LH-A",2.7,2.4,11655.9
"516","CARRIER","VF125H",1,0.83,4309.58
"517","ELECTRA","PXD24RC",2.71,2.49,11709.29
"518","ELECTRA","PXD18RC",2.3,2.13,9939.88
"519","ELECTRA","PXD12RC",1.26,1.23,5453.28
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,4622.83
"522","MHI","WR188PENF-S8A",2.06,1.75,8882.8
"523","MHI","SRK25GZ-LI",0.96,1.17,4184.22
"524","Haier","HW-18HA04",2.1,2.1,9095.1
"525","COOLINE","LHB09BTH",1.07,0.85,4606.45
"526","WEATHERMAKER","S24HS-1",2.5,2.65,10846.4
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,4193.51
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,11259.34
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,5626.52
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,3025.4
"535","NEC","RSH2425",2.67,2.66,11562.51
"536","LG","LSK244H-1",2.67,2.66,11562.51
"539","Haier","HSU-09HG04",1.02,1.16,4435.26
"542","Haier","HSU-12HM04",1.35,1.33,5844.33
"543","LG","LSL120T-1",1.32,1.15,5695.5
"544","WINIA","WSH-120BA",1.23,1.24,5328.39
"545","SANYO","SAP-KC182AH",2.29,1.99,9880.19
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,14327.73
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,21581.45
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,17096.11
"549","COOLINE","Z-D48",5.27,3.95,22658.05
"550","AGEAN","FR125/S",4.9,4.5,21171.5
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,23051.15
"552","LG","LK-1080BH",12,9.8,51694.8
"553","ROWA","RAS-180ACH",1.95,1.98,8449.23
"554","Haier","HDU-42H03/H",5,4.8,21629.8
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,44485.436
"556","APAC","S032IHC9AA",10.324,8.516,44485.436
"557","APAC","S032OVC9AA",10.324,8.516,44485.436
"558","ECLIPSE","EV20 - EP20",5.9,4.9,25426.9
"559","TRANE","TWE030/TWA030",3.159,2.73,13627.575
"560","ROWA","RAS-120ABH",1.15,1.22,4989.47
"562","BENSON","THM-56MSH",5.75,4.9,24796.15
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,21974.7
"564","OAC","OAC06VCU",5.1,4.2,21974.7
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,15974.3
"566","OAC","OAC03VCU",3.7,3.3,15974.3
"567","TEMPERZONE","OPA410",14.5,12.2,62509.7
"568","TEMPERZONE","OPA210",7.25,6,31242.25
"569","PHILLIPS","40H-3",3.915,3.915,16955.865
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,12951.882
"571","PHILLIPS","70H-3",6.7,6.7,29017.7
"572","HYUNDAI","HFH-4401BA",5.2,4.8,22470.8
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,37014.29
"574","MIDEA","KFR-32GW/Y",1.28,1.22,5536.12
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,19649.35
"577","OAC","OAC03 PACKAGED",3.7,3.3,15974.3
"578","OAC","OAC03VCU",3.7,3.3,15974.3
"579","MIDEA","MSC-09HR",0.9,0.95,3904.2
"580","MIDEA","MSB-18HR",1.9,2.05,8247.8
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,33630.6
"582","OAC","OAC075VCU",7.8,6.6,33630.6
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,25006.4
"584","OAC","OAC065VCU",5.8,4.9,25006.4
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,18955.6
"586","OAC","OAC04VCU",4.4,3.6,18955.6
"587","MIDEA","MWH-09HR",0.96,0.76,4132.56
"588","OAC","OAC065 PACKAGED",5.8,4.9,25006.4
"589","OAC","OAC065VCU",5.8,4.9,25006.4
"590","OAC","OAC04 PACKAGED",4.4,3.6,18955.6
"591","OAC","OAC04VCU",4.4,3.6,18955.6
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,21070.7
"593","OAC","OAC05VCU",4.9,3.7,21070.7
"594","OAC","OAC05 PAKAGED",4.9,3.7,21070.7
"595","OAC","OAC05VCU",4.9,3.7,21070.7
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,24676.505
"597","POPE","SAC36 / WM36",3.387,2.417,14546.877
"598","DAIKIN","UATY15K",14.26,12.96,61596.26
"599","PIONEER","SQ12/DC12",5.5,5.6,23833.1
"600","PIONEER","DC12",5.5,5.6,23833.1
"601","POPE","RTP9",3.14,2.747,13549.822
"602","ACCENT AIR","AA60-2",21.38,19.56,92367.46
"603","TEMPERZONE","OPA390",13.9,11.8,59936.3
"604","POPE","SAC44 / DFC44",4.285,3.428,18450.353
"606","POPE","SAC40 / DFC40",3.836,3.094,16520.224
"607","POPE","SAC25 / DFC25",2.613,1.971,11236.011
"608","AIRA","CP*50/DXC14-35",4.271,3.454,18394.759
"609","AIRA","CP*60/DXC14-43",5.103,3.96,21957.075
"611","Teco","LE6016H/LU60K1MAH",6,5.9,25973.4
"612","Teco","LE7019H/LU70K1MAH",7.2,7,31158
"613","ACCENT AIR","AA45-2",16.6,14.96,71687.96
"614","UNIAIRE","FC12/ACD12",3.915,3.915,16955.865
"615","UNIAIRE","RT12",3.915,3.915,16955.865
"616","MHI","FDC406",3.95,3.66,17070.91
"617","MHI","FDEN408HES",3.95,3.66,17070.91
"618","MHI","FDR408HES",3.95,3.66,17070.91
"619","MHI","FDT(N)408HES",3.95,3.66,17070.91
"620","MHI","FDUR408HES",3.95,3.66,17070.91
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,17548.356
"623","DAIKIN","UATY08K",6.83,6.13,29492.53
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,12350.59
"625","UNIAIRE","FC16/ACD16",5.565,5.565,24102.015
"626","UNIAIRE","RT16",5.565,5.565,24102.015
