"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"151","MHI","FDKN258H",2.11,2.08,7670.05
"153","MHI","SRK208HENF-A",0.77,0.71,2751.05
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,6091.53
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,3933.36
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,3393.57
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,9875.64
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,5023.95
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,4116.22
"161","Haier","HSU-12H104",1.35,1.33,4906.59
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,4597.74
"164","HEC","HW-09HA04",1.08,0.98,3843.12
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,8619.53
"167","MIDEA","KFR-61GW/Y",2.56,2.31,9096.94
"168","Teco","LA2300Y",2.76,2.5,9816.96
"169","Haier","HW-09HA04",1.08,0.98,3843.12
"170","MIDEA","KFR-45GWY",1.7,2,6496.7
"171","HEC","HW-24H04",2.9,2.4,10093.1
"172","Haier","HW-12HA04",1.38,1.2,4859.58
"173","HEC","HW-18HA04",2.1,2.1,7662.9
"174","Haier","HW-12HA04",1.38,1.2,4859.58
"175","Haier","HW-24H04",2.9,2.4,10093.1
"179","LG","LWN2262RHG",2.63,2.3,9274.13
"180","LG","LWN2262CHG",2.63,2.3,9274.13
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,4645.9
"185","GREE","KFR-45GW/E",2.05,2.64,8057.47
"186","COOLINE","LHB15BRH",1.82,1.57,6396.68
"187","PANASONIC","CW-A241SR",3.15,2.8,11152.05
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,4711.73
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,10711.13
"195","PANASONIC","CW-A120AR",1.4,1.18,4893.44
"196","PANASONIC","CW-A90FR",1.14,1.07,4091.4
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,7053.5
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,4841.5
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,8079.33
"200","COOLINE","LHB12BTH",1.44,1.17,4990.5
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,3480.85
"202","ACSON","WM20FR/LC20BR",2.1,1.7,7271.7
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,4724.14
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,10608.07
"206","PANASONIC","CW-A90AR",1.03,0.89,3621.55
"208","COOLINE","LHB20BRH",2.2,1.89,7724.62
"209","COOLINE","LHB24BRH",2.75,2.09,9389.27
"211","SANYO","SAP-KC241AHA",2.98,2.95,10844.68
"212","SANYO","SAP-KC181AHA",2.36,2.04,8298.68
"215","SANYO","SAP-KC121AHA",1.35,1.32,4896.81
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,6711.53
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,8975.8
"226","ACSON","WM25FR/LC25BR",2.72,2.51,9719.9
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,11317.16
"228","HYUNDAI","WSH-128BA",1.23,1.24,4498.05
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,8079.33
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,2388.78
"233","PANASONIC","CW-A170ER",1.72,1.35,5914.42
"234","PANASONIC","CW-A240ER",2.52,2,8686.92
"235","LG","LSK180H-1",1.85,2,6897.35
"236","LG","LSJ090H-1",0.93,0.87,3334.89
"237","LG","LSL120H-1",1.32,1.15,4650.42
"238","LG","LWN224RH-1",2.63,2.3,9274.13
"241","LG","LWG092RH-1",0.95,0.82,3339.41
"242","Haier","HSU-12HN04",1.35,1.33,4906.59
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,5017.54
"244","ELECTRA","KCR-25E",1.01,0.93,3607.25
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,3607.25
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,4597.74
"254","HEC","HSU-12H104",1.35,1.33,4906.59
"257","MHI","SRK35GZ-LI",1.24,1.52,4798.6
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,5779.72
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,8226.44
"263","AIRWELL","XLS12RC",1.16,1.21,4281.74
"264","AIRWELL","SX12RC",1.26,1.23,4568.4
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,5984.36
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,5984.36
"268","Teco","LA1200Y",1.4,1.16,4873.88
"269","Teco","LS1820Y",2.01,1.94,7266.03
"270","LG","LSL121N-1",1.3,1.61,5046.88
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,3512.08
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,5405.04
"274","ELECTRA","PRX600RC",2.65,2.62,9640.51
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,9640.51
"278","SPLENDID","CLIMA15HP",1.4,1.35,5059.7
"279","SANYO","SAP-KC91AHA",1.02,1.02,3721.98
"280","ELECTRA","WMF9RC",0.99,0.93,3553.83
"281","ATD","C24HS-1",2.6,2.7,9585.2
"284","ELECTRA","WMF12RC",1.16,1.21,4281.74
"285","AIRWELL","XLS7RC",0.75,0.7,2687.85
"286","ATD","S12HS-1",1.21,1.27,4473.97
"287","ELECTRA","WMN24RC",2.53,2.52,9222.19
"288","AIRWELL","XLS9RC",0.99,0.93,3553.83
"291","HOTPOINT","HPS-250R",2.6,2.43,9321.14
"292","CARRIER","VF175H",1.81,1.51,6311.29
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,8940.05
"294","HOTPOINT","HPS 150R",1.32,1.42,4914.48
"295","LG","LSK243H-1",2.67,2.66,9733.05
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,7030.16
"297","ADSAKA","KFR-27GW/B",1.12,1.11,4077.1
"298","WEATHERMAKER","S18HS-1",1.85,1.95,6848.45
"299","ATD","S18HS-1",1.85,1.95,6848.45
"301","ELECTRA","WMN18RCA",1.85,1.7,6603.95
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,5025.84
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,10024.97
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,7618.52
"306","ELECTRA","WMN12RCA",1.25,1.33,4639.49
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,4639.49
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,11317.16
"309","WEATHERMAKER","S12HS-1",1.21,1.27,4473.97
"310","ELECTRA","WMN16RCA",1.64,1.64,5984.36
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,5984.36
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,6860.12
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,3359.71
"314","ELECTRA","PRX500RC",2.2,1.99,7822.42
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,7822.42
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,5828.62
"317","ELECTRA","WMN9RCA",1,0.99,3639.22
"318","ELECTRA","WS/CWS026HA",1,0.99,3639.22
"321","SPLENDID","22000HP",2.9,2.9,10582.1
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,4228.32
"326","CARRIER","VF250H-1",2.7,2.4,9558.9
"327","CARRIER","VF225H-1",2.19,1.93,7737.03
"328","CARRIER","VF150H-1",1.49,1.2,5153.39
"329","CARRIER","53G250H",2.37,2.35,8628.57
"331","SPLENDID","18000HP",2.56,2.56,9341.44
"332","SPLENDID","12300HP",1.39,1.39,5072.11
"333","SPLENDID","18000HP",1.39,1.39,5072.11
"334","SPLENDID","23000HP",1.39,1.39,5072.11
"335","SUPRA","SS24F50A",2.35,2.56,8780.53
"336","GREE","KFR-60GW/E",2.5,2.5,9122.5
"337","LG","LV-B2464HL",2.8,2.69,10109.62
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,3035.82
"340","SPLENDID","8.5HP",1,1,3649
"341","ATD","S09X2HS-1",1.58,1.75,5931.68
"342","ATD","S24HS-1",2.55,2.65,9402.75
"343","ELECTRA","WMF7RC",0.75,0.7,2687.85
"344","MIDEA","KFR-32GW/Y",1.28,1.22,4612.04
"345","PANASONIC","CW-A200ER",2.16,1.68,7412.4
"346","LG","LSK182H-1",1.85,2,6897.35
"347","LG","LSK181N-1",2,2.2,7493.6
"348","NEC","RH240",2.63,2.3,9274.13
"351","ACSON","WM15FR/LC15BR",1.3,1.2,4645.9
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,10252.95
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,3357.08
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,4711.73
"361","KIA","KSH-128BA",1.23,1.24,4498.05
"362","LG","LS-K1860HL",2.01,2.01,7334.49
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,3716.72
"365","HYUNDAI","WSH-120BA",1.23,1.24,4498.05
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,7413.88
"367","Haier","HSU-09HE04",1.02,1.16,3858.9
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,7411.99
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,5142.46
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,3634.7
"373","CHUNLAN","KFR-40GW",1.5,1.54,5512.62
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,4077.1
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,4766.63
"376","Teco","LS2220Y",2.05,2.15,7578.25
"378","Teco","LA1800Y",1.8,1.5,6274.8
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,6998.19
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3984.56
"381","ATD","S18HS-1",1.96,2.1,7288.96
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,7404.84
"386","KELVINATOR","KR08WR",0.75,0.64,2629.17
"387","LG","LWC1262PHG",1.35,1.15,4730.55
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,6461.36
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,7146.78
"395","MIDEA","KFR-53GW/Y",2,1.92,7219.76
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,3940.92
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,9950.51
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,10189.75
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,5812.43
"402","HYUNDAI","WSH-098BA",0.87,0.88,3184.41
"403","HYUNDAI","WSH-098BA",0.87,0.88,3184.41
"406","LG","LWM1861BHG",1.64,1.33,5681.18
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,9875.64
"410","TECOAIR","LS-LT2422YPS",3,3.05,10995.9
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,3393.57
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,2435.05
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,7599.7
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,5706.33
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,4972.42
"426","LG","LWG0760AHG",0.75,0.64,2629.17
"429","LG","LS-L1260HL",1.28,1.15,4543.58
"431","LG","LS-J0962HL",0.93,0.87,3334.89
"434","KELVINATOR","KSR35F",3.28,3.08,11773.12
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,9656.7
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,10070.5
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,6334.96
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,7918.33
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,4423.18
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,3018.89
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,7413.88
"453","LG","LS-K2460HL",2.73,2.69,9922.65
"454","LG","LS-K1862HL",2.01,2.01,7334.49
"455","LG","LWM1560BHG",1.55,1.31,5421.23
"457","KIA","KSH-188BA",1.9,1.88,6913.54
"458","HYUNDAI","WSH-128BA",1.23,1.24,4498.05
"459","KIA","KSH-229BA",2.57,2.54,9348.59
"462","LG","LWC1260AHG",1.33,1.19,4716.25
"465","PANASONIC","CW-A200SR",2.05,1.72,7157.71
"466","PANASONIC","CW-A120FR",1.5,1.27,5248.56
"467","PANASONIC","CW-A170SR",1.6,1.3,5545
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,9640.51
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,9640.51
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,6603.95
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,7822.42
"472","EMAILAIR","WS/CWS066H",2.53,2.52,9222.19
"475","ELECTRA","WMN18RCB",1.94,1.89,7030.16
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,7030.16
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,2335.36
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,3546.68
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,3629.44
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,4940.45
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,5862.48
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,8001.83
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,9961.03
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,9756.39
"493","AIRTEMP","HAY324N6G",2.75,2.74,10024.97
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,2435.05
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,9875.64
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,7618.52
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,2388.78
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,4541.69
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,7963.86
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,3817.89
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,4724.14
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,10230.76
"515","CARRIER","RAC-22LH-A",2.7,2.4,9558.9
"516","CARRIER","VF125H",1,0.83,3482.74
"517","ELECTRA","PXD24RC",2.71,2.49,9673.63
"518","ELECTRA","PXD18RC",2.3,2.13,8226.44
"519","ELECTRA","PXD12RC",1.26,1.23,4568.4
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,3816.41
"522","MHI","WR188PENF-S8A",2.06,1.75,7213.76
"523","MHI","SRK25GZ-LI",0.96,1.17,3708.42
"524","Haier","HW-18HA04",2.1,2.1,7662.9
"525","COOLINE","LHB09BTH",1.07,0.85,3689.27
"526","WEATHERMAKER","S24HS-1",2.5,2.65,9269.2
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,3480.85
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,9477.62
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,4714.36
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,2505.4
"535","NEC","RSH2425",2.67,2.66,9733.05
"536","LG","LSK244H-1",2.67,2.66,9733.05
"539","Haier","HSU-09HG04",1.02,1.16,3858.9
"542","Haier","HSU-12HM04",1.35,1.33,4906.59
"543","LG","LSL120T-1",1.32,1.15,4650.42
"544","WINIA","WSH-120BA",1.23,1.24,4498.05
"545","SANYO","SAP-KC182AH",2.29,1.99,8062.81
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,11417.67
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,17973.79
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,14325.53
"549","COOLINE","Z-D48",5.27,3.95,17939.27
"550","AGEAN","FR125/S",4.9,4.5,17488.9
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,18593.05
"552","LG","LK-1080BH",12,9.8,41636.4
"553","ROWA","RAS-180ACH",1.95,1.98,7144.89
"554","Haier","HDU-42H03/H",5,4.8,18049.4
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,35904.052
"556","APAC","S032IHC9AA",10.324,8.516,35904.052
"557","APAC","S032OVC9AA",10.324,8.516,35904.052
"558","ECLIPSE","EV20 - EP20",5.9,4.9,20551.1
"559","TRANE","TWE030/TWA030",3.159,2.73,11107.629
"560","ROWA","RAS-120ABH",1.15,1.22,4264.81
"562","BENSON","THM-56MSH",5.75,4.9,20150.45
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,17729.7
"564","OAC","OAC06VCU",5.1,4.2,17729.7
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,13110.1
"566","OAC","OAC03VCU",3.7,3.3,13110.1
"567","TEMPERZONE","OPA410",14.5,12.2,50661.1
"568","TEMPERZONE","OPA210",7.25,6,25232.75
"569","PHILLIPS","40H-3",3.915,3.915,14285.835
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,9369.198
"571","PHILLIPS","70H-3",6.7,6.7,24448.3
"572","HYUNDAI","HFH-4401BA",5.2,4.8,18583.6
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,29877.91
"574","MIDEA","KFR-32GW/Y",1.28,1.22,4612.04
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,16162.85
"577","OAC","OAC03 PACKAGED",3.7,3.3,13110.1
"578","OAC","OAC03VCU",3.7,3.3,13110.1
"579","MIDEA","MSC-09HR",0.9,0.95,3333
"580","MIDEA","MSB-18HR",1.9,2.05,7079.8
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,27288.6
"582","OAC","OAC075VCU",7.8,6.6,27288.6
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,20284
"584","OAC","OAC065VCU",5.8,4.9,20284
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,15273.2
"586","OAC","OAC04VCU",4.4,3.6,15273.2
"587","MIDEA","MWH-09HR",0.96,0.76,3307.44
"588","OAC","OAC065 PACKAGED",5.8,4.9,20284
"589","OAC","OAC065VCU",5.8,4.9,20284
"590","OAC","OAC04 PACKAGED",4.4,3.6,15273.2
"591","OAC","OAC04VCU",4.4,3.6,15273.2
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,16706.5
"593","OAC","OAC05VCU",4.9,3.7,16706.5
"594","OAC","OAC05 PAKAGED",4.9,3.7,16706.5
"595","OAC","OAC05VCU",4.9,3.7,16706.5
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,20150.779
"597","POPE","SAC36 / WM36",3.387,2.417,11410.503
"598","DAIKIN","UATY15K",14.26,12.96,50763.34
"599","PIONEER","SQ12/DC12",5.5,5.6,20167.3
"600","PIONEER","DC12",5.5,5.6,20167.3
"601","POPE","RTP9",3.14,2.747,11073.506
"602","ACCENT AIR","AA60-2",21.38,19.56,76235.66
"603","TEMPERZONE","OPA390",13.9,11.8,48667.3
"604","POPE","SAC44 / DFC44",4.285,3.428,14797.819
"606","POPE","SAC40 / DFC40",3.836,3.094,13271.888
"607","POPE","SAC25 / DFC25",2.613,1.971,8906.961
"608","AIRA","CP*50/DXC14-35",4.271,3.454,14785.853
"609","AIRA","CP*60/DXC14-43",5.103,3.96,17502.993
"611","Teco","LE6016H/LU60K1MAH",6,5.9,21796.2
"612","Teco","LE7019H/LU70K1MAH",7.2,7,26077.2
"613","ACCENT AIR","AA45-2",16.6,14.96,58969.48
"614","UNIAIRE","FC12/ACD12",3.915,3.915,14285.835
"615","UNIAIRE","RT12",3.915,3.915,14285.835
"616","MHI","FDC406",3.95,3.66,14129.93
"617","MHI","FDEN408HES",3.95,3.66,14129.93
"618","MHI","FDR408HES",3.95,3.66,14129.93
"619","MHI","FDT(N)408HES",3.95,3.66,14129.93
"620","MHI","FDUR408HES",3.95,3.66,14129.93
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,14119.812
"623","DAIKIN","UATY08K",6.83,6.13,24238.07
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,9856.49
"625","UNIAIRE","FC16/ACD16",5.565,5.565,20306.685
"626","UNIAIRE","RT16",5.565,5.565,20306.685
