"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"59","LG","LWC1260PHG",1.33,1.19,3618.37
"60","HYUNDAI","WSH-229BA",2.57,2.54,7047.69
"61","LG","LS-K2464HL",2.73,2.69,7484.57
"62","ELECTRA","WMN24RCB",2.45,2.45,6725.25
"63","ELECTRA","EMAILAIR WS/CWS066HB",2.45,2.45,6725.25
"67","ADSAKA","KFR-60GW",2.48,2.35,6777.44
"68","EMAILAIR","WS/CWS026HA",1,0.99,2742.68
"69","EMAILAIR","ELECTRA WMN9RCA",1,0.99,2742.68
"70","EMAILAIR","WS/CWS034HA",1.25,1.33,3449.81
"71","EMAILAIR","ELECTRA WMN12RCA",1.25,1.33,3449.81
"72","AIRWELL","SX18RC",2.3,2.13,6274.06
"73","ADSAKA","KFR-50GW",1.9,2,5238.7
"74","AIRWELL","SX24RC",2.71,2.49,7387.91
"75","TOSHIBA","RAS-10YKH-E / 10YAH-E",1.02,0.95,2783.66
"76","TOSHIBA","RAS-24UKH-E / 24UAH-EA",2.6,2.59,7134.68
"77","TOSHIBA","RAS-18UKH-E / 18UAH-EA",2.04,2,5590.52
"83","FUJITSU GENERAL","AUT25RLC-W/AOT25RZCL",2.8,2.6,7639.6
"84","FUJITSU GENERAL","ABT18RGA-W/AOT18RZAL",2.24,2.12,6120.96
"87","FUJITSU GENERAL","ART25RLA/AOT25RZAL",2.86,2.65,7801.98
"90","FUJITSU GENERAL","AUT18RGA/AOT18RZCL",2.01,2.01,5517.45
"92","MIDEA","KFR-23GW/I1Y",0.88,0.93,2427.2
"93","MIDEA","KFR-53GW/Y",2,1.92,5471.44
"94","MIDEA","KFR-36GWY",1.5,1.65,4152.3
"99","AIRTEMP","HAY318N6G",2.08,2.09,5711.92
"100","AIRTEMP","HAY109N6G",1.07,1.07,2937.15
"101","AIRTEMP","HAE418N6E/HAC418N6G",2.08,1.9,5667.84
"102","AIRTEMP","HAE109N6E/HAC109N6B",0.93,0.93,2552.85
"104","FUJITSU","AST20RGA-W/AOT20RZAL",2.28,1.96,6184.36
"105","MITSUBISHI ELECTRIC","MWH-17KV",2.8,2.6,7639.6
"112","MITSUBISHI ELECTRIC","MSH-24RV/MUH-24RV",2.73,2.69,7484.57
"114","FUJITSU","AST7RSCCW/AOT7RSCC",0.77,0.72,2102.05
"115","GENERAL ELECTRIC","ASIAH18EWI",1.84,1.87,5057.76
"116","MITSUBISHI ELECTRIC","MWH-12KV",1.72,1.56,4684.28
"117","MITSUBISHI ELECTRIC","MSZ-G12SV/MUZ-G12SV",1.36,1.63,3795.84
"119","HOTPOINT","HPS 125R",1.1,1.07,3012.54
"120","FUJITSU GENERAL","AST24RGB-W/AOT24RNAL/AOT24RNCLST24RGB-W/A",2.61,2.7,7185.33
"122","MITSUBISHI ELECTRIC","MSH-12RV/MUH-12RV",1.32,1.4,3641.96
"124","MITSUBISHI ELECTRIC","MSH-09RV/MUH-09RV",0.95,0.97,2612.39
"125","AIRTEMP","HAY107N6G",0.82,0.82,2250.9
"127","MITSUBISHI ELECTRIC","MWH-08MV",1.02,0.87,2765.1
"128","MHI","SRT403HENF-L",1.38,1.39,3790.42
"132","CARRIER","53G150H",1.32,1.35,3630.36
"137","CARRIER","53G225H",1.88,1.8,5142.04
"138","CARRIER","53G100H",0.96,0.96,2635.2
"141","HEC","HSU-09HEO4",1.02,1.16,2832.38
"142","MHI","SRK561HENF-A",2.18,2.18,5984.1
"143","MHI","SRK388HENF-A",1.32,1.33,3625.72
"144","MHI","SRK408HENF-A",1.51,1.54,4151.91
"145","MHI","SRK288HENF-A",1.07,0.91,2900.03
"146","MHI","SRK458HENF-A",1.7,1.84,4698.98
"147","MHI","FDKN208H",1.8,1.82,4945.64
"148","MHI","FDKN308H",3.08,2.83,8396.6
"150","MHI","SRK502Z-L",2.22,2.5,6158.86
"151","MHI","FDKN258H",2.11,2.08,5784.99
"153","MHI","SRK208HENF-A",0.77,0.71,2099.73
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,4320.49
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,2737.28
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,2552.85
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,7529.8
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,3728.95
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,3081.36
"161","Haier","HSU-12H104",1.35,1.33,3701.11
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,3458.7
"164","HEC","HW-09HA04",1.08,0.98,2941.4
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,6423.69
"167","MIDEA","KFR-61GW/Y",2.56,2.31,6969.2
"168","Teco","LA2300Y",2.76,2.5,7515.88
"169","Haier","HW-09HA04",1.08,0.98,2941.4
"170","MIDEA","KFR-45GWY",1.7,2,4736.1
"171","HEC","HW-24H04",2.9,2.4,7844.5
"172","Haier","HW-12HA04",1.38,1.2,3746.34
"173","HEC","HW-18HA04",2.1,2.1,5764.5
"174","Haier","HW-12HA04",1.38,1.2,3746.34
"175","Haier","HW-24H04",2.9,2.4,7844.5
"179","LG","LWN2262RHG",2.63,2.3,7142.79
"180","LG","LWN2262CHG",2.63,2.3,7142.79
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,3545.3
"185","GREE","KFR-45GW/E",2.05,2.64,5764.13
"186","COOLINE","LHB15BRH",1.82,1.57,4937.9
"187","PANASONIC","CW-A241SR",3.15,2.8,8565.55
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,3579.71
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,8047.49
"195","PANASONIC","CW-A120AR",1.4,1.18,3791.96
"196","PANASONIC","CW-A90FR",1.14,1.07,3113.06
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,5432
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,3591.7
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,6032.43
"200","COOLINE","LHB12BTH",1.44,1.17,3890.16
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,2648.73
"202","ACSON","WM20FR/LC20BR",2.1,1.7,5671.7
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,3563.86
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,8060.63
"206","PANASONIC","CW-A90AR",1.03,0.89,2794.87
"208","COOLINE","LHB20BRH",2.2,1.89,5967.08
"209","COOLINE","LHB24BRH",2.75,2.09,7395.63
"211","SANYO","SAP-KC241AHA",2.98,2.95,8173.14
"212","SANYO","SAP-KC181AHA",2.36,2.04,6403.96
"215","SANYO","SAP-KC121AHA",1.35,1.32,3698.79
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,5068.97
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,6827.7
"226","ACSON","WM25FR/LC25BR",2.72,2.51,7417.68
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,8473.16
"228","HYUNDAI","WSH-128BA",1.23,1.24,3378.67
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,6032.43
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,1807.06
"233","PANASONIC","CW-A170ER",1.72,1.35,4635.56
"234","PANASONIC","CW-A240ER",2.52,2,6796.76
"235","LG","LSK180H-1",1.85,2,5113.05
"236","LG","LSJ090H-1",0.93,0.87,2538.93
"237","LG","LSL120H-1",1.32,1.15,3583.96
"238","LG","LWN224RH-1",2.63,2.3,7142.79
"241","LG","LWG092RH-1",0.95,0.82,2577.59
"242","Haier","HSU-12HN04",1.35,1.33,3701.11
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,3633.46
"244","ELECTRA","KCR-25E",1.01,0.93,2753.89
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,2753.89
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,3458.7
"254","HEC","HSU-12H104",1.35,1.33,3701.11
"257","MHI","SRK35GZ-LI",1.24,1.52,3468.76
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,4378.08
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,6274.06
"263","AIRWELL","XLS12RC",1.16,1.21,3195.8
"264","AIRWELL","SX12RC",1.26,1.23,3451.74
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,4501.8
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,4501.8
"268","Teco","LA1200Y",1.4,1.16,3787.32
"269","Teco","LS1820Y",2.01,1.94,5501.21
"270","LG","LSL121N-1",1.3,1.61,3640.42
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,2712.52
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,4101.26
"274","ELECTRA","PRX600RC",2.65,2.62,7267.29
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,7267.29
"278","SPLENDID","CLIMA15HP",1.4,1.35,3831.4
"279","SANYO","SAP-KC91AHA",1.02,1.02,2799.9
"280","ELECTRA","WMF9RC",0.99,0.93,2703.63
"281","ATD","C24HS-1",2.6,2.7,7160.2
"284","ELECTRA","WMF12RC",1.16,1.21,3195.8
"285","AIRWELL","XLS7RC",0.75,0.7,2047.15
"286","ATD","S12HS-1",1.21,1.27,3335.37
"287","ELECTRA","WMN24RC",2.53,2.52,6942.53
"288","AIRWELL","XLS9RC",0.99,0.93,2703.63
"291","HOTPOINT","HPS-250R",2.6,2.43,7097.56
"292","CARRIER","VF175H",1.81,1.51,4898.85
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,6725.25
"294","HOTPOINT","HPS 150R",1.32,1.42,3646.6
"295","LG","LSK243H-1",2.67,2.66,7326.83
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,5313.7
"297","ADSAKA","KFR-27GW/B",1.12,1.11,3072.08
"298","WEATHERMAKER","S18HS-1",1.85,1.95,5101.45
"299","ATD","S18HS-1",1.85,1.95,5101.45
"301","ELECTRA","WMN18RCA",1.85,1.7,5043.45
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,3785.78
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,7546.43
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,5791.56
"306","ELECTRA","WMN12RCA",1.25,1.33,3449.81
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,3449.81
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,8473.16
"309","WEATHERMAKER","S12HS-1",1.21,1.27,3335.37
"310","ELECTRA","WMN16RCA",1.64,1.64,4501.8
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,4501.8
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,5160.6
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,2507.23
"314","ELECTRA","PRX500RC",2.2,1.99,5990.28
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,5990.28
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,4389.68
"317","ELECTRA","WMN9RCA",1,0.99,2742.68
"318","ELECTRA","WS/CWS026HA",1,0.99,2742.68
"321","SPLENDID","22000HP",2.9,2.9,7960.5
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,3145.54
"326","CARRIER","VF250H-1",2.7,2.4,7341.9
"327","CARRIER","VF225H-1",2.19,1.93,5951.23
"328","CARRIER","VF150H-1",1.49,1.2,4022.77
"329","CARRIER","53G250H",2.37,2.35,6501.01
"331","SPLENDID","18000HP",2.56,2.56,7027.2
"332","SPLENDID","12300HP",1.39,1.39,3815.55
"333","SPLENDID","18000HP",1.39,1.39,3815.55
"334","SPLENDID","23000HP",1.39,1.39,3815.55
"335","SUPRA","SS24F50A",2.35,2.56,6499.47
"336","GREE","KFR-60GW/E",2.5,2.5,6862.5
"337","LG","LV-B2464HL",2.8,2.69,7660.48
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,2298.84
"340","SPLENDID","8.5HP",1,1,2745
"341","ATD","S09X2HS-1",1.58,1.75,4376.54
"342","ATD","S24HS-1",2.55,2.65,7022.95
"343","ELECTRA","WMF7RC",0.75,0.7,2047.15
"344","MIDEA","KFR-32GW/Y",1.28,1.22,3499.68
"345","PANASONIC","CW-A200ER",2.16,1.68,5817.84
"346","LG","LSK182H-1",1.85,2,5113.05
"347","LG","LSK181N-1",2,2.2,5536.4
"348","NEC","RH240",2.63,2.3,7142.79
"351","ACSON","WM15FR/LC15BR",1.3,1.2,3545.3
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,7788.45
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,2525.4
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,3579.71
"361","KIA","KSH-128BA",1.23,1.24,3378.67
"362","LG","LS-K1860HL",2.01,2.01,5517.45
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,2836.24
"365","HYUNDAI","WSH-120BA",1.23,1.24,3378.67
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,5667.84
"367","Haier","HSU-09HE04",1.02,1.16,2832.38
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,5611.01
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,3888.62
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,2704.02
"373","CHUNLAN","KFR-40GW",1.5,1.54,4126.78
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,3072.08
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,3479.97
"376","Teco","LS2220Y",2.05,2.15,5650.45
"378","Teco","LA1800Y",1.8,1.5,4871.4
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,5324.91
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3012.54
"381","ATD","S18HS-1",1.96,2.1,5412.68
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,5590.52
"386","KELVINATOR","KR08WR",0.75,0.64,2033.23
"387","LG","LWC1262PHG",1.35,1.15,3659.35
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,4840.48
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,5416.54
"395","MIDEA","KFR-53GW/Y",2,1.92,5471.44
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,2964.6
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,7641.53
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,7735.87
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,4291.87
"402","HYUNDAI","WSH-098BA",0.87,0.88,2390.47
"403","HYUNDAI","WSH-098BA",0.87,0.88,2390.47
"406","LG","LWM1861BHG",1.64,1.33,4429.88
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,7529.8
"410","TECOAIR","LS-LT2422YPS",3,3.05,8246.6
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,2552.85
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,1836.83
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,5711.92
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,4116.35
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,3735.52
"426","LG","LWG0760AHG",0.75,0.64,2033.23
"429","LG","LS-L1260HL",1.28,1.15,3483.44
"431","LG","LS-J0962HL",0.93,0.87,2538.93
"434","KELVINATOR","KSR35F",3.28,3.08,8957.2
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,7365.1
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,7651.2
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,4735.32
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,5956.65
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,3266.94
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,2276.03
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,5667.84
"453","LG","LS-K2460HL",2.73,2.69,7484.57
"454","LG","LS-K1862HL",2.01,2.01,5517.45
"455","LG","LWM1560BHG",1.55,1.31,4199.07
"457","KIA","KSH-188BA",1.9,1.88,5210.86
"458","HYUNDAI","WSH-128BA",1.23,1.24,3378.67
"459","KIA","KSH-229BA",2.57,2.54,7047.69
"462","LG","LWC1260AHG",1.33,1.19,3618.37
"465","PANASONIC","CW-A200SR",2.05,1.72,5550.69
"466","PANASONIC","CW-A120FR",1.5,1.27,4064.14
"467","PANASONIC","CW-A170SR",1.6,1.3,4322.4
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,7267.29
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,7267.29
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,5043.45
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,5990.28
"472","EMAILAIR","WS/CWS066H",2.53,2.52,6942.53
"475","ELECTRA","WMN18RCB",1.94,1.89,5313.7
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,5313.7
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,1756.8
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,2683.14
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,2740.36
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,3746.73
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,4435.3
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,5938.87
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,7568.85
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,7445.13
"493","AIRTEMP","HAY324N6G",2.75,2.74,7546.43
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,1836.83
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,7529.8
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,5791.56
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,1807.06
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,3426.61
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,6061.42
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,2766.27
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,3563.86
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,7801.98
"515","CARRIER","RAC-22LH-A",2.7,2.4,7341.9
"516","CARRIER","VF125H",1,0.83,2705.56
"517","ELECTRA","PXD24RC",2.71,2.49,7387.91
"518","ELECTRA","PXD18RC",2.3,2.13,6274.06
"519","ELECTRA","PXD12RC",1.26,1.23,3451.74
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,2916.27
"522","MHI","WR188PENF-S8A",2.06,1.75,5582.78
"523","MHI","SRK25GZ-LI",0.96,1.17,2683.92
"524","Haier","HW-18HA04",2.1,2.1,5764.5
"525","COOLINE","LHB09BTH",1.07,0.85,2886.11
"526","WEATHERMAKER","S24HS-1",2.5,2.65,6897.3
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,2648.73
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,7134.68
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,3561.54
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,1909.9
"535","NEC","RSH2425",2.67,2.66,7326.83
"536","LG","LSK244H-1",2.67,2.66,7326.83
"539","Haier","HSU-09HG04",1.02,1.16,2832.38
"542","Haier","HSU-12HM04",1.35,1.33,3701.11
"543","LG","LSL120T-1",1.32,1.15,3583.96
"544","WINIA","WSH-120BA",1.23,1.24,3378.67
"545","SANYO","SAP-KC182AH",2.29,1.99,6216.45
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,8966.85
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,13641.87
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,10821.87
"549","COOLINE","Z-D48",5.27,3.95,14159.91
"550","AGEAN","FR125/S",4.9,4.5,13357.7
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,14465.35
"552","LG","LK-1080BH",12,9.8,32429.6
"553","ROWA","RAS-180ACH",1.95,1.98,5359.71
"554","Haier","HDU-42H03/H",5,4.8,13678.6
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,27919.924
"556","APAC","S032IHC9AA",10.324,8.516,27919.924
"557","APAC","S032OVC9AA",10.324,8.516,27919.924
"558","ECLIPSE","EV20 - EP20",5.9,4.9,15963.5
"559","TRANE","TWE030/TWA030",3.159,2.73,8571.927
"560","ROWA","RAS-120ABH",1.15,1.22,3172.99
"562","BENSON","THM-56MSH",5.75,4.9,15586.55
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,13790.7
"564","OAC","OAC06VCU",5.1,4.2,13790.7
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,10063.7
"566","OAC","OAC03VCU",3.7,3.3,10063.7
"567","TEMPERZONE","OPA410",14.5,12.2,39268.9
"568","TEMPERZONE","OPA210",7.25,6,19611.25
"569","PHILLIPS","40H-3",3.915,3.915,10746.675
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,7939.65
"571","PHILLIPS","70H-3",6.7,6.7,18391.5
"572","HYUNDAI","HFH-4401BA",5.2,4.8,14181.2
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,23231.55
"574","MIDEA","KFR-32GW/Y",1.28,1.22,3499.68
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,12385.35
"577","OAC","OAC03 PACKAGED",3.7,3.3,10063.7
"578","OAC","OAC03VCU",3.7,3.3,10063.7
"579","MIDEA","MSC-09HR",0.9,0.95,2482.1
"580","MIDEA","MSB-18HR",1.9,2.05,5250.3
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,21132.6
"582","OAC","OAC075VCU",7.8,6.6,21132.6
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,15712.2
"584","OAC","OAC065VCU",5.8,4.9,15712.2
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,11892.4
"586","OAC","OAC04VCU",4.4,3.6,11892.4
"587","MIDEA","MWH-09HR",0.96,0.76,2588.8
"588","OAC","OAC065 PACKAGED",5.8,4.9,15712.2
"589","OAC","OAC065VCU",5.8,4.9,15712.2
"590","OAC","OAC04 PACKAGED",4.4,3.6,11892.4
"591","OAC","OAC04VCU",4.4,3.6,11892.4
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,13172.1
"593","OAC","OAC05VCU",4.9,3.7,13172.1
"594","OAC","OAC05 PAKAGED",4.9,3.7,13172.1
"595","OAC","OAC05VCU",4.9,3.7,13172.1
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,15528.367
"597","POPE","SAC36 / WM36",3.387,2.417,9072.275
"598","DAIKIN","UATY15K",14.26,12.96,38842.1
"599","PIONEER","SQ12/DC12",5.5,5.6,15120.7
"600","PIONEER","DC12",5.5,5.6,15120.7
"601","POPE","RTP9",3.14,2.747,8528.124
"602","ACCENT AIR","AA60-2",21.38,19.56,58265.86
"603","TEMPERZONE","OPA390",13.9,11.8,37668.3
"604","POPE","SAC44 / DFC44",4.285,3.428,11563.501
"606","POPE","SAC40 / DFC40",3.836,3.094,10357.676
"607","POPE","SAC25 / DFC25",2.613,1.971,7023.741
"608","AIRA","CP*50/DXC14-35",4.271,3.454,11534.351
"609","AIRA","CP*60/DXC14-43",5.103,3.96,13742.559
"611","Teco","LE6016H/LU60K1MAH",6,5.9,16446.8
"612","Teco","LE7019H/LU70K1MAH",7.2,7,19717.6
"613","ACCENT AIR","AA45-2",16.6,14.96,45186.52
"614","UNIAIRE","FC12/ACD12",3.915,3.915,10746.675
"615","UNIAIRE","RT12",3.915,3.915,10746.675
"616","MHI","FDC406",3.95,3.66,10775.47
"617","MHI","FDEN408HES",3.95,3.66,10775.47
"618","MHI","FDR408HES",3.95,3.66,10775.47
"619","MHI","FDT(N)408HES",3.95,3.66,10775.47
"620","MHI","FDUR408HES",3.95,3.66,10775.47
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,11006.114
"623","DAIKIN","UATY08K",6.83,6.13,18585.95
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,7731.99
"625","UNIAIRE","FC16/ACD16",5.565,5.565,15275.925
"626","UNIAIRE","RT16",5.565,5.565,15275.925
