"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"117","MITSUBISHI ELECTRIC","MSZ-G12SV/MUZ-G12SV",1.36,1.63,4475.99
"119","HOTPOINT","HPS 125R",1.1,1.07,3209.71
"120","FUJITSU GENERAL","AST24RGB-W/AOT24RNAL/AOT24RNCLST24RGB-W/A",2.61,2.7,7882.2
"122","MITSUBISHI ELECTRIC","MSH-12RV/MUH-12RV",1.32,1.4,4043.4
"124","MITSUBISHI ELECTRIC","MSH-09RV/MUH-09RV",0.95,0.97,2847.91
"125","AIRTEMP","HAY107N6G",0.82,0.82,2429.66
"127","MITSUBISHI ELECTRIC","MWH-08MV",1.02,0.87,2774.31
"128","MHI","SRT403HENF-L",1.38,1.39,4105.47
"132","CARRIER","53G150H",1.32,1.35,3960.75
"137","CARRIER","53G225H",1.88,1.8,5438.2
"138","CARRIER","53G100H",0.96,0.96,2844.48
"141","HEC","HSU-09HEO4",1.02,1.16,3253.68
"142","MHI","SRK561HENF-A",2.18,2.18,6459.34
"143","MHI","SRK388HENF-A",1.32,1.33,3927.69
"144","MHI","SRK408HENF-A",1.51,1.54,4523.72
"145","MHI","SRK288HENF-A",1.07,0.91,2905.93
"146","MHI","SRK458HENF-A",1.7,1.84,5268.52
"147","MHI","FDKN208H",1.8,1.82,5366.46
"148","MHI","FDKN308H",3.08,2.83,8712.79
"150","MHI","SRK502Z-L",2.22,2.5,7040.7
"151","MHI","FDKN258H",2.11,2.08,6202.34
"153","MHI","SRK208HENF-A",0.77,0.71,2182.33
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,5392.95
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,3571.8
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,2755.59
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,7847.28
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,4165.35
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,3368.15
"161","Haier","HSU-12H104",1.35,1.33,3966.99
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,3733.38
"164","HEC","HW-09HA04",1.08,0.98,3034.74
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,7102.15
"167","MIDEA","KFR-61GW/Y",2.56,2.31,7172.03
"168","Teco","LA2300Y",2.76,2.5,7748.1
"169","Haier","HW-09HA04",1.08,0.98,3034.74
"170","MIDEA","KFR-45GWY",1.7,2,5533
"171","HEC","HW-24H04",2.9,2.4,7766.2
"172","Haier","HW-12HA04",1.38,1.2,3791.4
"173","HEC","HW-18HA04",2.1,2.1,6222.3
"174","Haier","HW-12HA04",1.38,1.2,3791.4
"175","Haier","HW-24H04",2.9,2.4,7766.2
"179","LG","LWN2262RHG",2.63,2.3,7247.2
"180","LG","LWN2262CHG",2.63,2.3,7247.2
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,3686.6
"185","GREE","KFR-45GW/E",2.05,2.64,7049.42
"186","COOLINE","LHB15BRH",1.82,1.57,4979.41
"187","PANASONIC","CW-A241SR",3.15,2.8,8754.9
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,3765.82
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,8714.65
"195","PANASONIC","CW-A120AR",1.4,1.18,3784.54
"196","PANASONIC","CW-A90FR",1.14,1.07,3262.11
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,5512.75
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,4017.2
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,6637.74
"200","COOLINE","LHB12BTH",1.44,1.17,3820.41
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,2774.93
"202","ACSON","WM20FR/LC20BR",2.1,1.7,5561.1
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,3818.84
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,8476.37
"206","PANASONIC","CW-A90AR",1.03,0.89,2820.47
"208","COOLINE","LHB20BRH",2.2,1.89,6006.17
"209","COOLINE","LHB24BRH",2.75,2.09,7057.27
"211","SANYO","SAP-KC241AHA",2.98,2.95,8780.15
"212","SANYO","SAP-KC181AHA",2.36,2.04,6463.72
"215","SANYO","SAP-KC121AHA",1.35,1.32,3950.46
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,5415.43
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,7159.55
"226","ACSON","WM25FR/LC25BR",2.72,2.51,7712.23
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,9258.28
"228","HYUNDAI","WSH-128BA",1.23,1.24,3661.02
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,6637.74
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,1922.52
"233","PANASONIC","CW-A170ER",1.72,1.35,4484.75
"234","PANASONIC","CW-A240ER",2.52,2,6607.2
"235","LG","LSK180H-1",1.85,2,5729.5
"236","LG","LSJ090H-1",0.93,0.87,2656.41
"237","LG","LSL120H-1",1.32,1.15,3630.15
"238","LG","LWN224RH-1",2.63,2.3,7247.2
"241","LG","LWG092RH-1",0.95,0.82,2599.96
"242","Haier","HSU-12HN04",1.35,1.33,3966.99
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,4314.74
"244","ELECTRA","KCR-25E",1.01,0.93,2860.39
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,2860.39
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,3733.38
"254","HEC","HSU-12H104",1.35,1.33,3966.99
"257","MHI","SRK35GZ-LI",1.24,1.52,4136.96
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,4641.62
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,6533.89
"263","AIRWELL","XLS12RC",1.16,1.21,3519.73
"264","AIRWELL","SX12RC",1.26,1.23,3683.79
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,4859.32
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,4859.32
"268","Teco","LA1200Y",1.4,1.16,3751.48
"269","Teco","LS1820Y",2.01,1.94,5839.92
"270","LG","LSL121N-1",1.3,1.61,4364.33
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,2731.58
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,4328.79
"274","ELECTRA","PRX600RC",2.65,2.62,7802.36
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,7802.36
"278","SPLENDID","CLIMA15HP",1.4,1.35,4065.55
"279","SANYO","SAP-KC91AHA",1.02,1.02,3022.26
"280","ELECTRA","WMF9RC",0.99,0.93,2834.19
"281","ATD","C24HS-1",2.6,2.7,7869.1
"284","ELECTRA","WMF12RC",1.16,1.21,3519.73
"285","AIRWELL","XLS7RC",0.75,0.7,2139.6
"286","ATD","S12HS-1",1.21,1.27,3684.41
"287","ELECTRA","WMN24RC",2.53,2.52,7479.86
"288","AIRWELL","XLS9RC",0.99,0.93,2834.19
"291","HOTPOINT","HPS-250R",2.6,2.43,7422.79
"292","CARRIER","VF175H",1.81,1.51,4867.13
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,7259.35
"294","HOTPOINT","HPS 150R",1.32,1.42,4076.46
"295","LG","LSK243H-1",2.67,2.66,7894.68
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,5665.57
"297","ADSAKA","KFR-27GW/B",1.12,1.11,3302.03
"298","WEATHERMAKER","S18HS-1",1.85,1.95,5646.85
"299","ATD","S18HS-1",1.85,1.95,5646.85
"301","ELECTRA","WMN18RCA",1.85,1.7,5233.6
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,4072.41
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,8131.72
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,6083.2
"306","ELECTRA","WMN12RCA",1.25,1.33,3835.99
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,3835.99
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,9258.28
"309","WEATHERMAKER","S12HS-1",1.21,1.27,3684.41
"310","ELECTRA","WMN16RCA",1.64,1.64,4859.32
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,4859.32
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,5570.44
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,2762.45
"314","ELECTRA","PRX500RC",2.2,1.99,6171.47
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,6171.47
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,4724.27
"317","ELECTRA","WMN9RCA",1,0.99,2946.47
"318","ELECTRA","WS/CWS026HA",1,0.99,2946.47
"321","SPLENDID","22000HP",2.9,2.9,8592.7
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,3493.53
"326","CARRIER","VF250H-1",2.7,2.4,7504.2
"327","CARRIER","VF225H-1",2.19,1.93,6059.19
"328","CARRIER","VF150H-1",1.49,1.2,3935.5
"329","CARRIER","53G250H",2.37,2.35,6989.25
"331","SPLENDID","18000HP",2.56,2.56,7585.28
"332","SPLENDID","12300HP",1.39,1.39,4118.57
"333","SPLENDID","18000HP",1.39,1.39,4118.57
"334","SPLENDID","23000HP",1.39,1.39,4118.57
"335","SUPRA","SS24F50A",2.35,2.56,7310.18
"336","GREE","KFR-60GW/E",2.5,2.5,7407.5
"337","LG","LV-B2464HL",2.8,2.69,8114.57
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,2439.33
"340","SPLENDID","8.5HP",1,1,2963
"341","ATD","S09X2HS-1",1.58,1.75,4962.55
"342","ATD","S24HS-1",2.55,2.65,7720.95
"343","ELECTRA","WMF7RC",0.75,0.7,2139.6
"344","MIDEA","KFR-32GW/Y",1.28,1.22,3693.46
"345","PANASONIC","CW-A200ER",2.16,1.68,5606.64
"346","LG","LSK182H-1",1.85,2,5729.5
"347","LG","LSK181N-1",2,2.2,6256.6
"348","NEC","RH240",2.63,2.3,7247.2
"351","ACSON","WM15FR/LC15BR",1.3,1.2,3686.6
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,8196.6
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,2725.96
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,3765.82
"361","KIA","KSH-128BA",1.23,1.24,3661.02
"362","LG","LS-K1860HL",2.01,2.01,5955.63
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,2949.28
"365","HYUNDAI","WSH-120BA",1.23,1.24,3661.02
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,5865.5
"367","Haier","HSU-09HE04",1.02,1.16,3253.68
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,5958.44
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,4141.34
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,3002.92
"373","CHUNLAN","KFR-40GW",1.5,1.54,4510.62
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,3302.03
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,4050.88
"376","Teco","LS2220Y",2.05,2.15,6239.45
"378","Teco","LA1800Y",1.8,1.5,4837.5
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,5579.49
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3209.71
"381","ATD","S18HS-1",1.96,2.1,6038.9
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,5978.4
"386","KELVINATOR","KR08WR",0.75,0.64,2040.42
"387","LG","LWC1262PHG",1.35,1.15,3669.45
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,5281
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,5734.5
"395","MIDEA","KFR-53GW/Y",2,1.92,5793.76
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,3200.04
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,7813.6
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,8153.87
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,4857.13
"402","HYUNDAI","WSH-098BA",0.87,0.88,2594.34
"403","HYUNDAI","WSH-098BA",0.87,0.88,2594.34
"406","LG","LWM1861BHG",1.64,1.33,4346.89
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,7847.28
"410","TECOAIR","LS-LT2422YPS",3,3.05,8971.65
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,2755.59
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,1968.68
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,6179.57
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,4934.16
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,4046.21
"426","LG","LWG0760AHG",0.75,0.64,2040.42
"429","LG","LS-L1260HL",1.28,1.15,3577.75
"431","LG","LS-J0962HL",0.93,0.87,2656.41
"434","KELVINATOR","KSR35F",3.28,3.08,9388.04
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,7669.5
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,8048.45
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,5195.54
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,6429.71
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,3694.7
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,2442.76
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,5865.5
"453","LG","LS-K2460HL",2.73,2.69,8022.87
"454","LG","LS-K1862HL",2.01,2.01,5955.63
"455","LG","LWM1560BHG",1.55,1.31,4195.93
"457","KIA","KSH-188BA",1.9,1.88,5596.64
"458","HYUNDAI","WSH-128BA",1.23,1.24,3661.02
"459","KIA","KSH-229BA",2.57,2.54,7565.32
"462","LG","LWC1260AHG",1.33,1.19,3709.37
"465","PANASONIC","CW-A200SR",2.05,1.72,5528.66
"466","PANASONIC","CW-A120FR",1.5,1.27,4064.31
"467","PANASONIC","CW-A170SR",1.6,1.3,4244.9
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,7802.36
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,7802.36
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,5233.6
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,6171.47
"472","EMAILAIR","WS/CWS066H",2.53,2.52,7479.86
"475","ELECTRA","WMN18RCB",1.94,1.89,5665.57
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,5665.57
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,1896.32
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,2854.15
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,2929.94
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,3960.13
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,4717.41
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,6634.93
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,7959.56
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,7741.86
"493","AIRTEMP","HAY324N6G",2.75,2.74,8131.72
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,1968.68
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,7847.28
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,6083.2
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,1922.52
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,3670.69
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,6346.44
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,3280.5
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,3818.84
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,8127.05
"515","CARRIER","RAC-22LH-A",2.7,2.4,7504.2
"516","CARRIER","VF125H",1,0.83,2681.99
"517","ELECTRA","PXD24RC",2.71,2.49,7666.07
"518","ELECTRA","PXD18RC",2.3,2.13,6533.89
"519","ELECTRA","PXD12RC",1.26,1.23,3683.79
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,3021.64
"522","MHI","WR188PENF-S8A",2.06,1.75,5591.35
"523","MHI","SRK25GZ-LI",0.96,1.17,3191.61
"524","Haier","HW-18HA04",2.1,2.1,6222.3
"525","COOLINE","LHB09BTH",1.07,0.85,2806.75
"526","WEATHERMAKER","S24HS-1",2.5,2.65,7655.45
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,2774.93
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,7687.27
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,3802.31
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,1991.45
"535","NEC","RSH2425",2.67,2.66,7894.68
"536","LG","LSK244H-1",2.67,2.66,7894.68
"539","Haier","HSU-09HG04",1.02,1.16,3253.68
"542","Haier","HSU-12HM04",1.35,1.33,3966.99
"543","LG","LSL120T-1",1.32,1.15,3630.15
"544","WINIA","WSH-120BA",1.23,1.24,3661.02
"545","SANYO","SAP-KC182AH",2.29,1.99,6289.37
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,8627.04
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,14388.65
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,11555.08
"549","COOLINE","Z-D48",5.27,3.95,13433.05
"550","AGEAN","FR125/S",4.9,4.5,13857.5
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,14281.7
"552","LG","LK-1080BH",12,9.8,31919.4
"553","ROWA","RAS-180ACH",1.95,1.98,5827.44
"554","Haier","HDU-42H03/H",5,4.8,14484.4
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,27601.388
"556","APAC","S032IHC9AA",10.324,8.516,27601.388
"557","APAC","S032OVC9AA",10.324,8.516,27601.388
"558","ECLIPSE","EV20 - EP20",5.9,4.9,15828.7
"559","TRANE","TWE030/TWA030",3.159,2.73,8650.98
"560","ROWA","RAS-120ABH",1.15,1.22,3523.16
"562","BENSON","THM-56MSH",5.75,4.9,15632.2
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,13623.6
"564","OAC","OAC06VCU",5.1,4.2,13623.6
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,10301.9
"566","OAC","OAC03VCU",3.7,3.3,10301.9
"567","TEMPERZONE","OPA410",14.5,12.2,39161.6
"568","TEMPERZONE","OPA210",7.25,6,19415.5
"569","PHILLIPS","40H-3",3.915,3.915,11600.145
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,6087.636
"571","PHILLIPS","70H-3",6.7,6.7,19852.1
"572","HYUNDAI","HFH-4401BA",5.2,4.8,14746.4
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,22972.67
"574","MIDEA","KFR-32GW/Y",1.28,1.22,3693.46
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,12737.8
"577","OAC","OAC03 PACKAGED",3.7,3.3,10301.9
"578","OAC","OAC03VCU",3.7,3.3,10301.9
"579","MIDEA","MSC-09HR",0.9,0.95,2749.35
"580","MIDEA","MSB-18HR",1.9,2.05,5877.65
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,21127.8
"582","OAC","OAC075VCU",7.8,6.6,21127.8
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,15697.7
"584","OAC","OAC065VCU",5.8,4.9,15697.7
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,11714.8
"586","OAC","OAC04VCU",4.4,3.6,11714.8
"587","MIDEA","MWH-09HR",0.96,0.76,2513.88
"588","OAC","OAC065 PACKAGED",5.8,4.9,15697.7
"589","OAC","OAC065VCU",5.8,4.9,15697.7
"590","OAC","OAC04 PACKAGED",4.4,3.6,11714.8
"591","OAC","OAC04VCU",4.4,3.6,11714.8
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,12535.1
"593","OAC","OAC05VCU",4.9,3.7,12535.1
"594","OAC","OAC05 PAKAGED",4.9,3.7,12535.1
"595","OAC","OAC05VCU",4.9,3.7,12535.1
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,15732.095
"597","POPE","SAC36 / WM36",3.387,2.417,8432.271
"598","DAIKIN","UATY15K",14.26,12.96,40103.48
"599","PIONEER","SQ12/DC12",5.5,5.6,16461.8
"600","PIONEER","DC12",5.5,5.6,16461.8
"601","POPE","RTP9",3.14,2.747,8654.191
"602","ACCENT AIR","AA60-2",21.38,19.56,60340.48
"603","TEMPERZONE","OPA390",13.9,11.8,37714.4
"604","POPE","SAC44 / DFC44",4.285,3.428,11279.834
"606","POPE","SAC40 / DFC40",3.836,3.094,10139.542
"607","POPE","SAC25 / DFC25",2.613,1.971,6681.093
"608","AIRA","CP*50/DXC14-35",4.271,3.454,11304.472
"609","AIRA","CP*60/DXC14-43",5.103,3.96,13230.81
"611","Teco","LE6016H/LU60K1MAH",6,5.9,17612.7
"612","Teco","LE7019H/LU70K1MAH",7.2,7,21003
"613","ACCENT AIR","AA45-2",16.6,14.96,46474.88
"614","UNIAIRE","FC12/ACD12",3.915,3.915,11600.145
"615","UNIAIRE","RT12",3.915,3.915,11600.145
"616","MHI","FDC406",3.95,3.66,11224.48
"617","MHI","FDEN408HES",3.95,3.66,11224.48
"618","MHI","FDR408HES",3.95,3.66,11224.48
"619","MHI","FDT(N)408HES",3.95,3.66,11224.48
"620","MHI","FDUR408HES",3.95,3.66,11224.48
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,10810.023
"623","DAIKIN","UATY08K",6.83,6.13,19080.19
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,7462.42
"625","UNIAIRE","FC16/ACD16",5.565,5.565,16489.095
"626","UNIAIRE","RT16",5.565,5.565,16489.095
