"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH"
"144","MHI","SRK408HENF-A",1.51,1.54,5476.44
"145","MHI","SRK288HENF-A",1.07,0.91,3253.14
"146","MHI","SRK458HENF-A",1.7,1.84,6533.28
"147","MHI","FDKN208H",1.8,1.82,6473.64
"148","MHI","FDKN308H",3.08,2.83,10093.14
"150","MHI","SRK502Z-L",2.22,2.5,8868.12
"151","MHI","FDKN258H",2.11,2.08,7403.52
"153","MHI","SRK208HENF-A",0.77,0.71,2531.94
"154","HISENSE","KFR-4001GW/BPE",1.53,2.05,7243.98
"156","HISENSE","KFR-2601GW/BPE",0.96,1.4,4938.96
"157","TEMPERZONE","ISY26R/OSY26R",0.93,0.93,3308.94
"158","TEMPERZONE","ISY60R2 / OSY60R2",2.76,2.56,9127.68
"159","GENERAL ELECTRIC","AYIAH12EWI",1.35,1.45,5149.5
"160","GENERAL ELECTRIC","AYIAH09DWI",1.12,1.15,4088.82
"161","Haier","HSU-12H104",1.35,1.33,4734.06
"162","TEMPERZONE","ISY34/OSY34R",1.26,1.26,4483.08
"164","HEC","HW-09HA04",1.08,0.98,3496.44
"165","GENERAL ELECTRIC","ASIAH24EWI",2.33,2.45,8705.58
"167","MIDEA","KFR-61GW/Y",2.56,2.31,8242.98
"168","Teco","LA2300Y",2.76,2.5,8919.96
"169","Haier","HW-09HA04",1.08,0.98,3496.44
"170","MIDEA","KFR-45GWY",1.7,2,7087.2
"171","HEC","HW-24H04",2.9,2.4,8587.2
"172","Haier","HW-12HA04",1.38,1.2,4286.88
"173","HEC","HW-18HA04",2.1,2.1,7471.8
"174","Haier","HW-12HA04",1.38,1.2,4286.88
"175","Haier","HW-24H04",2.9,2.4,8587.2
"179","LG","LWN2262RHG",2.63,2.3,8215.08
"180","LG","LWN2262CHG",2.63,2.3,8215.08
"183","COOLINE","HWL12EHA/KLE12BSTH",1.3,1.2,4279.2
"185","GREE","KFR-45GW/E",2.05,2.64,9336.48
"186","COOLINE","LHB15BRH",1.82,1.57,5610.06
"187","PANASONIC","CW-A241SR",3.15,2.8,9996
"188","PANASONIC","CS-A123KR/CU-A123KR",1.31,1.24,4418.64
"190","SHARP","AY-A244J/AE-A244J",2.93,2.95,10494.18
"195","PANASONIC","CW-A120AR",1.4,1.18,4219.56
"196","PANASONIC","CW-A90FR",1.14,1.07,3813.78
"197","COOLINE","HWL18EHA/KLE18BSRH",2,1.75,6250.5
"198","PANASONIC","CS-1270TR/CU-1270TR",1.3,1.4,4971.6
"199","PANASONIC","CS-A181KR/CU-A181KR",2.19,2.28,8103.6
"200","COOLINE","LHB12BTH",1.44,1.17,4188.78
"201","PANASONIC","CS-A93KR/CU-A93KR",0.97,0.91,3243.54
"202","ACSON","WM20FR/LC20BR",2.1,1.7,6087
"203","PANASONIC","CS-A120KR/CU-A120KR",1.3,1.28,4556.16
"205","PANASONIC","CS-2470TR/CU-2470TR",2.95,2.79,9942.18
"206","PANASONIC","CW-A90AR",1.03,0.89,3180.06
"208","COOLINE","LHB20BRH",2.2,1.89,6754.38
"209","COOLINE","LHB24BRH",2.75,2.09,7499.58
"211","SANYO","SAP-KC241AHA",2.98,2.95,10498.98
"212","SANYO","SAP-KC181AHA",2.36,2.04,7289.04
"215","SANYO","SAP-KC121AHA",1.35,1.32,4699.44
"221","PANASONIC","CS-1873KR/CU-1873KR",1.85,1.81,6443.82
"223","COOLINE","HWL24EHA/KLE24BSRH",2.5,2.35,8375.7
"226","ACSON","WM25FR/LC25BR",2.72,2.51,8950.74
"227","PANASONIC","CS/CU-A242KR",3.08,3.16,11235.6
"228","HYUNDAI","WSH-128BA",1.23,1.24,4410.96
"230","PANASONIC","CS/CU-A182KR",2.19,2.28,8103.6
"231","PANASONIC","CS/CU-A75KR",0.66,0.64,2279.04
"233","PANASONIC","CW-A170ER",1.72,1.35,4838.82
"234","PANASONIC","CW-A240ER",2.52,2,7165.92
"235","LG","LSK180H-1",1.85,2,7101.6
"236","LG","LSJ090H-1",0.93,0.87,3101.22
"237","LG","LSL120H-1",1.32,1.15,4108.02
"238","LG","LWN224RH-1",2.63,2.3,8215.08
"241","LG","LWG092RH-1",0.95,0.82,2930.04
"242","Haier","HSU-12HN04",1.35,1.33,4734.06
"243","HISENSE","KFR-3602GW/BPE",1.3,1.58,5594.76
"244","ELECTRA","KCR-25E",1.01,0.93,3316.62
"245","ELECTRA","EMAILAIR MAY90RCE",1.01,0.93,3316.62
"247","AIRTEMP","HAE112N6E/HAC112N6B",1.26,1.26,4483.08
"254","HEC","HSU-12H104",1.35,1.33,4734.06
"257","MHI","SRK35GZ-LI",1.24,1.52,5381.28
"258","FUJITSU GENERAL","AMT13RAM-W",1.6,1.54,5485.08
"259","FUJITSU GENERAL","ALT22RDS-W",2.3,2.13,7594.86
"263","AIRWELL","XLS12RC",1.16,1.21,4300.38
"264","AIRWELL","SX12RC",1.26,1.23,4379.22
"265","EMAILAIR","WS/CWS042HA",1.64,1.64,5835.12
"266","EMAILAIR","ELECTRA WMN16RCA",1.64,1.64,5835.12
"268","Teco","LA1200Y",1.4,1.16,4150.32
"269","Teco","LS1820Y",2.01,1.94,6909.24
"270","LG","LSL121N-1",1.3,1.61,5698.62
"271","COOLINE","HWL09EHA/KLE09BSTH",1,0.86,3073.32
"272","DAIKIN","FTY35Fxxx / RY35Fxxx",1.5,1.43,5094.66
"274","ELECTRA","PRX600RC",2.65,2.62,9324.84
"275","ELECTRA","EMAILAIR WS/CWS066H",2.65,2.62,9324.84
"278","SPLENDID","CLIMA15HP",1.4,1.35,4808.1
"279","SANYO","SAP-KC91AHA",1.02,1.02,3629.16
"280","ELECTRA","WMF9RC",0.99,0.93,3314.7
"281","ATD","C24HS-1",2.6,2.7,9597
"284","ELECTRA","WMF12RC",1.16,1.21,4300.38
"285","AIRWELL","XLS7RC",0.75,0.7,2495.4
"286","ATD","S12HS-1",1.21,1.27,4512.9
"287","ELECTRA","WMN24RC",2.53,2.52,8967.12
"288","AIRWELL","XLS9RC",0.99,0.93,3314.7
"291","HOTPOINT","HPS-250R",2.6,2.43,8662.26
"292","CARRIER","VF175H",1.81,1.51,5401.38
"293","EMAILAIR","WS/CWS066HB",2.45,2.45,8717.1
"294","HOTPOINT","HPS 150R",1.32,1.42,5042.76
"295","LG","LSK243H-1",2.67,2.66,9465.24
"296","EMAILAIR","WS/CWS053HB",1.94,1.89,6729.42
"297","ADSAKA","KFR-27GW/B",1.12,1.11,3950.34
"298","WEATHERMAKER","S18HS-1",1.85,1.95,6928.5
"299","ATD","S18HS-1",1.85,1.95,6928.5
"301","ELECTRA","WMN18RCA",1.85,1.7,6063
"302","SHARP","AY-A129J/AE-A129J",1.38,1.37,4875.42
"304","FEDDERS","HFY324N6A-AN",2.75,2.74,9749.88
"305","MITSUBISHI ELECTRIC","MSH-18RV/MUH-18RV",2.12,2,7127.52
"306","ELECTRA","WMN12RCA",1.25,1.33,4724.46
"307","ELECTRA","EMAILAIR WS/CWS034HA",1.25,1.33,4724.46
"308","PANASONIC","CS-A241KR/CU-A241KR",3.08,3.16,11235.6
"309","WEATHERMAKER","S12HS-1",1.21,1.27,4512.9
"310","ELECTRA","WMN16RCA",1.64,1.64,5835.12
"311","ELECTRA","EMAILAIR WS/CWS042HA",1.64,1.64,5835.12
"312","YORK","MHH18P15/MOH18R15A",1.88,1.88,6689.04
"313","YORK","MHH09P17/MOH09P15A",0.91,0.95,3376.26
"314","ELECTRA","PRX500RC",2.2,1.99,7100.58
"315","ELECTRA","EMAILAIR GS/CGS058HA",2.2,1.99,7100.58
"316","FUJITSU","ART14RLB/AOT14RGA",1.6,1.59,5658.18
"317","ELECTRA","WMN9RCA",1,0.99,3523.38
"318","ELECTRA","WS/CWS026HA",1,0.99,3523.38
"321","SPLENDID","22000HP",2.9,2.9,10318.2
"323","YORK","MHH12P15/MOH12P15A",1.14,1.21,4298.46
"326","CARRIER","VF250H-1",2.7,2.4,8568
"327","CARRIER","VF225H-1",2.19,1.93,6891.9
"328","CARRIER","VF150H-1",1.49,1.2,4297.44
"329","CARRIER","53G250H",2.37,2.35,8363.22
"331","SPLENDID","18000HP",2.56,2.56,9108.48
"332","SPLENDID","12300HP",1.39,1.39,4945.62
"333","SPLENDID","18000HP",1.39,1.39,4945.62
"334","SPLENDID","23000HP",1.39,1.39,4945.62
"335","SUPRA","SS24F50A",2.35,2.56,9088.32
"336","GREE","KFR-60GW/E",2.5,2.5,8895
"337","LG","LV-B2464HL",2.8,2.69,9581.58
"338","WEATHERMAKER","SO9HS-1",0.84,0.81,2884.86
"340","SPLENDID","8.5HP",1,1,3558
"341","ATD","S09X2HS-1",1.58,1.75,6210.18
"342","ATD","S24HS-1",2.55,2.65,9419.1
"343","ELECTRA","WMF7RC",0.75,0.7,2495.4
"344","MIDEA","KFR-32GW/Y",1.28,1.22,4346.52
"345","PANASONIC","CW-A200ER",2.16,1.68,6023.52
"346","LG","LSK182H-1",1.85,2,7101.6
"347","LG","LSK181N-1",2,2.2,7808.4
"348","NEC","RH240",2.63,2.3,8215.08
"351","ACSON","WM15FR/LC15BR",1.3,1.2,4279.2
"352","MITSUBISHI ELECTRIC","MCFH-24NV/MUCFH-24NV",2.85,2.7,9621
"353","FUJITSU GENERAL","ART9RLB/AOT9RGA",0.92,0.92,3273.36
"358","PANASONIC","CS/CU-A125KR",1.31,1.24,4418.64
"361","KIA","KSH-128BA",1.23,1.24,4410.96
"362","LG","LS-K1860HL",2.01,2.01,7151.58
"364","FUJITSU","AST9RSGCW/AOT9RSGC",1.04,0.96,3423.36
"365","HYUNDAI","WSH-120BA",1.23,1.24,4410.96
"366","TEMPERZONE","ISY51R2 / OSY51R2",2.08,1.9,6777.48
"367","Haier","HSU-09HE04",1.02,1.16,4113.84
"369","PANASONIC","CS-2070TR/CU-2070TR",2.05,1.98,7051.56
"371","FEDDERS","HFY212N6A-AN",1.42,1.38,4913.88
"372","DAIKIN","FTY25F***+ RY25F***",0.98,1.04,3694.56
"373","CHUNLAN","KFR-40GW",1.5,1.54,5475.48
"374","CHUNLAN","KFR-27GW/B",1.12,1.11,3950.34
"375","CHUNLAN","KFR-32GW/BPA",1.25,1.46,5174.52
"376","Teco","LS2220Y",2.05,2.15,7640.1
"378","Teco","LA1800Y",1.8,1.5,5365.8
"379","FEDDERS","HFH418U6A-AN/HFC418N6E-AN",1.95,1.83,6522.66
"380","CHUNLAN","KFR-27GW/C",1.1,1.07,3809.94
"381","ATD","S18HS-1",1.96,2.1,7458.36
"382","TOSHIBA","RAS-18UKHP-E / 18UAH-EA",2.04,2,7119.84
"386","KELVINATOR","KR08WR",0.75,0.64,2287.68
"387","LG","LWC1262PHG",1.35,1.15,4110.9
"391","FUJITSU GENERAL","ABT14RGA-W/AOT14RNH",1.76,1.8,6400.56
"392","FUJITSU GENERAL","AFT16RAM-W",1.98,1.9,6767.88
"395","MIDEA","KFR-53GW/Y",2,1.92,6839.04
"396","FEDDERS","HFY109N6A-AN",1.08,1.08,3842.64
"397","FEDDERS","HFH424U6A-AN/HFC424N6E-AN",2.81,2.5,8924.76
"398","MITSUBISHI ELECTRIC","MSH-24NV/MUH-24NV",2.83,2.69,9584.46
"400","FUJITSU","AST13PSA-W/AOT13PNA",1.55,1.71,6068.82
"402","HYUNDAI","WSH-098BA",0.87,0.88,3130.08
"403","HYUNDAI","WSH-098BA",0.87,0.88,3130.08
"406","LG","LWM1861BHG",1.64,1.33,4761.9
"409","FEDDERS","HFE424N6C-AN/HFC424N6G-AN",2.76,2.56,9127.68
"410","TECOAIR","LS-LT2422YPS",3,3.05,10847.1
"413","FEDDERS","HFE1096B-AN/HFC1096B-AN",0.93,0.93,3308.94
"415","FEDDERS","HFE1076B-AN/HFC1076B-AN",0.67,0.66,2349.24
"416","FEDDERS","HFY318N6A-AN",2.08,2.09,7435.26
"417","DAIKIN","FLX50J***/RXD50J***",1.47,1.82,6441.96
"420","FUJITSU GENERAL","AST12RSHCW/AOT12RSHC",1.36,1.37,4873.5
"426","LG","LWG0760AHG",0.75,0.64,2287.68
"429","LG","LS-L1260HL",1.28,1.15,4104.18
"431","LG","LS-J0962HL",0.93,0.87,3101.22
"434","KELVINATOR","KSR35F",3.28,3.08,10977.84
"437","CHUNLAN","KFR-65QW/A",2.7,2.5,8914.2
"438","CHUNLAN","KFR-70LW/Cd",2.8,2.65,9443.1
"439","SHARP","AY-X127J/AE-X127J",1.72,1.78,6327.48
"440","SHARP","AY-A189J/AE-A189J",2.17,2.17,7720.86
"441","SHARP","AY-X099J/AE-X099J",1.18,1.3,4613.88
"447","FEDDERS","HFY107N6A-AN",0.83,0.82,2918.52
"448","FEDDERS","HFE418N6C-AN/HFC418N6G-AN",2.08,1.9,6777.48
"453","LG","LS-K2460HL",2.73,2.69,9574.86
"454","LG","LS-K1862HL",2.01,2.01,7151.58
"455","LG","LWM1560BHG",1.55,1.31,4684.02
"457","KIA","KSH-188BA",1.9,1.88,6690.96
"458","HYUNDAI","WSH-128BA",1.23,1.24,4410.96
"459","KIA","KSH-229BA",2.57,2.54,9040.2
"462","LG","LWC1260AHG",1.33,1.19,4247.46
"465","PANASONIC","CW-A200SR",2.05,1.72,6151.44
"466","PANASONIC","CW-A120FR",1.5,1.27,4540.74
"467","PANASONIC","CW-A170SR",1.6,1.3,4654.2
"468","EMAILAIR","GS/CGS069HA",2.65,2.62,9324.84
"469","EMAILAIR","ELECTRA PRX500RC",2.65,2.62,9324.84
"470","EMAILAIR","WS/CWS053HA",1.85,1.7,6063
"471","EMAILAIR","GS/CGS058HA",2.2,1.99,7100.58
"472","EMAILAIR","WS/CWS066H",2.53,2.52,8967.12
"475","ELECTRA","WMN18RCB",1.94,1.89,6729.42
"476","ELECTRA","EMAILAIR WS/CWS053HB",1.94,1.89,6729.42
"481","PANASONIC","CS-A70KE/CU-A70KE",0.64,0.64,2277.12
"482","PANASONIC","CS-A90KR/CU-A90KR",0.98,0.95,3382.98
"484","FUJITSU GENERAL","AKT9RCS-W",1,0.98,3488.76
"485","FUJITSU GENERAL","AUT12RGA/AOT12RZAL",1.37,1.31,4666.74
"486","FUJITSU GENERAL","AUT14RGA/AOT14RZAL",1.62,1.57,5590.86
"487","FUJITSU GENERAL","AST17RSK-W/AOT17RNA",2.15,2.31,8203.62
"488","FUJITSU","ABT24RGA-W/AOT24RZBL",2.77,2.62,9336.36
"492","FUJITSU","AST24RGA-W/AOT24RZAL",2.73,2.52,8986.32
"493","AIRTEMP","HAY324N6G",2.75,2.74,9749.88
"494","AIRTEMP","HAE107N6E/HAC107N6B",0.67,0.66,2349.24
"495","AIRTEMP","HAE424N6E/HAC424N6G",2.76,2.56,9127.68
"499","MITSUBISHI ELECTRIC","MSH-18NV/MUH-18NV",2.12,2,7127.52
"501","PANASONIC","CS-A73KR/CU-A73KR",0.66,0.64,2279.04
"502","DAIKIN","FVY223C***+RY223***",1.25,1.23,4378.26
"504","MITSUBISHI ELECTRIC","MCFH-18NV/MUCFH-18NV",2.22,2.08,7414.08
"506","MITSUBISHI ELECTRIC","MSZ-G09SV/MUZ-G09SV",0.99,1.2,4249.44
"509","FUJITSU","AST12RSGCW/AOT12RSGC",1.3,1.28,4556.16
"511","FUJITSU GENERAL","AUT25RLC/AOT25RZAL",2.86,2.65,9448.86
"515","CARRIER","RAC-22LH-A",2.7,2.4,8568
"516","CARRIER","VF125H",1,0.83,2969.46
"517","ELECTRA","PXD24RC",2.71,2.49,8880.54
"518","ELECTRA","PXD18RC",2.3,2.13,7594.86
"519","ELECTRA","PXD12RC",1.26,1.23,4379.22
"521","FUJITSU GENERAL","AST9RSHCW/AOT9RSHC",1.07,0.98,3495.48
"522","MHI","WR188PENF-S8A",2.06,1.75,6256.26
"523","MHI","SRK25GZ-LI",0.96,1.17,4142.7
"524","Haier","HW-18HA04",2.1,2.1,7471.8
"525","COOLINE","LHB09BTH",1.07,0.85,3045.42
"526","WEATHERMAKER","S24HS-1",2.5,2.65,9414.3
"527","PANASONIC","CS/CU-A95KR",0.97,0.91,3243.54
"530","TOSHIBA","RAS-24UKHP-E / 24UAH-EA",2.6,2.59,9216.18
"532","TOSHIBA","RAS-13YKH-E / 13YAH-E",1.3,1.27,4521.54
"533","TOSHIBA","RAS-07KH-E / 07YAH-E",0.7,0.65,2317.5
"535","NEC","RSH2425",2.67,2.66,9465.24
"536","LG","LSK244H-1",2.67,2.66,9465.24
"539","Haier","HSU-09HG04",1.02,1.16,4113.84
"542","Haier","HSU-12HM04",1.35,1.33,4734.06
"543","LG","LSL120T-1",1.32,1.15,4108.02
"544","WINIA","WSH-120BA",1.23,1.24,4410.96
"545","SANYO","SAP-KC182AH",2.29,1.99,7109.22
"546","DAIKIN","FDY71L/RY71LU",3.33,2.58,9251.64
"547","DAIKIN","FDYM05F/RY125LU",4.99,4.75,16923.54
"548","DAIKIN","FDYM04F/RY100LU",3.95,3.86,13742.52
"549","COOLINE","Z-D48",5.27,3.95,14180.82
"550","AGEAN","FR125/S",4.9,4.5,16049.4
"551","TEMPERZONE","OSA148 / ISD150",5.35,4.4,15746.4
"552","LG","LK-1080BH",12,9.8,35079.6
"553","ROWA","RAS-180ACH",1.95,1.98,7041.96
"554","Haier","HDU-42H03/H",5,4.8,17097.6
"555","APAC","S032IHR9AA + S032OVR9AA",10.324,8.516,30473.496
"556","APAC","S032IHC9AA",10.324,8.516,30473.496
"557","APAC","S032OVC9AA",10.324,8.516,30473.496
"558","ECLIPSE","EV20 - EP20",5.9,4.9,17530.2
"559","TRANE","TWE030/TWA030",3.159,2.73,9754.524
"560","ROWA","RAS-120ABH",1.15,1.22,4334.04
"562","BENSON","THM-56MSH",5.75,4.9,17515.8
"563","OAC","OAC06 SPLIT DUCTED",5.1,4.2,15030
"564","OAC","OAC06VCU",5.1,4.2,15030
"565","OAC","OAC03 SPLIT DUCTED",3.7,3.3,11779.8
"566","OAC","OAC03VCU",3.7,3.3,11779.8
"567","TEMPERZONE","OPA410",14.5,12.2,43628.4
"568","TEMPERZONE","OPA210",7.25,6,21468
"569","PHILLIPS","40H-3",3.915,3.915,13929.57
"570","AIRA","CP*36/DXC 8-52",3.042,1.272,4695.696
"571","PHILLIPS","70H-3",6.7,6.7,23838.6
"572","HYUNDAI","HFH-4401BA",5.2,4.8,17116.8
"573","MITSUBISHI ELECTRIC","PEH-8MYB/PUH-8MYB",8.59,7.09,25370.22
"574","MIDEA","KFR-32GW/Y",1.28,1.22,4346.52
"575","SANYO","SPW-DC481GH5/8TU",4.55,4.1,14631
"577","OAC","OAC03 PACKAGED",3.7,3.3,11779.8
"578","OAC","OAC03VCU",3.7,3.3,11779.8
"579","MIDEA","MSC-09HR",0.9,0.95,3375.3
"580","MIDEA","MSB-18HR",1.9,2.05,7279.5
"581","OAC","OAC075 SPLIT DUCTED",7.8,6.6,23598
"582","OAC","OAC075VCU",7.8,6.6,23598
"583","OAC","OAC065 SPLIT DUCTED",5.8,4.9,17520.6
"584","OAC","OAC065VCU",5.8,4.9,17520.6
"585","OAC","OAC04 SPLIT DUCTED",4.4,3.6,12885.6
"586","OAC","OAC04VCU",4.4,3.6,12885.6
"587","MIDEA","MWH-09HR",0.96,0.76,2723.28
"588","OAC","OAC065 PACKAGED",5.8,4.9,17520.6
"589","OAC","OAC065VCU",5.8,4.9,17520.6
"590","OAC","OAC04 PACKAGED",4.4,3.6,12885.6
"591","OAC","OAC04VCU",4.4,3.6,12885.6
"592","OAC","OAC05 SPLIT DUCTED",4.9,3.7,13279.8
"593","OAC","OAC05VCU",4.9,3.7,13279.8
"594","OAC","OAC05 PAKAGED",4.9,3.7,13279.8
"595","OAC","OAC05VCU",4.9,3.7,13279.8
"596","HITACHI","LD-6LM5 / RAS-6HQE5",5.719,4.985,17807.094
"597","POPE","SAC36 / WM36",3.387,2.417,8692.806
"598","DAIKIN","UATY15K",14.26,12.96,46236.48
"599","PIONEER","SQ12/DC12",5.5,5.6,19915.2
"600","PIONEER","DC12",5.5,5.6,19915.2
"601","POPE","RTP9",3.14,2.747,9811.554
"602","ACCENT AIR","AA60-2",21.38,19.56,69769.2
"603","TEMPERZONE","OPA390",13.9,11.8,42186
"604","POPE","SAC44 / DFC44",4.285,3.428,12279.096
"606","POPE","SAC40 / DFC40",3.836,3.094,11079.684
"607","POPE","SAC25 / DFC25",2.613,1.971,7074.45
"608","AIRA","CP*50/DXC14-35",4.271,3.454,12367.764
"609","AIRA","CP*60/DXC14-43",5.103,3.96,14199.408
"611","Teco","LE6016H/LU60K1MAH",6,5.9,21001.8
"612","Teco","LE7019H/LU70K1MAH",7.2,7,24925.2
"613","ACCENT AIR","AA45-2",16.6,14.96,53385.12
"614","UNIAIRE","FC12/ACD12",3.915,3.915,13929.57
"615","UNIAIRE","RT12",3.915,3.915,13929.57
"616","MHI","FDC406",3.95,3.66,13050.12
"617","MHI","FDEN408HES",3.95,3.66,13050.12
"618","MHI","FDR408HES",3.95,3.66,13050.12
"619","MHI","FDT(N)408HES",3.95,3.66,13050.12
"620","MHI","FDUR408HES",3.95,3.66,13050.12
"621","AIRA","CP*50/DXC 10-63",4.074,3.311,11853.786
"623","DAIKIN","UATY08K",6.83,6.13,21877.74
"624","MHI","FDC308HES3B-FDKN308H",2.87,2.24,8030.4
"625","UNIAIRE","FC16/ACD16",5.565,5.565,19800.27
"626","UNIAIRE","RT16",5.565,5.565,19800.27
