Postcode,Longtitude,Latitude
2567,150.8,-34.1
2568,150.7,-34.1
2569,150.7,-34.2
2570,150.5,-34
2571,150.5,-34.2
2572,150.6,-34.2
2573,150.6,-34.2
2574,150.6,-34.3
2745,150.7,-33.9
2747,150.7,-33.7
2748,150.7,-33.8
2749,150.7,-33.7
2750,150.7,-33.8
2752,150.6,-33.9
2753,150.6,-33.6
2754,150.7,-33.6
2755,150.8,-33.6
2756,150.9,-33.5
2757,150.7,-33.6
2758,150.6,-33.5
2759,150.8,-33.8
2760,150.8,-33.8
2761,150.8,-33.7
2762,150.9,-33.7
2763,150.9,-33.7
2765,150.9,-33.7
2766,150.9,-33.8
2767,150.9,-33.8
2768,150.9,-33.8
2770,150.8,-33.8
2773,150.6,-33.8
2774,150.6,-33.7
2775,150.9,-33.3
2777,150.6,-33.7
4830,138.9,-18
4871,139.4,-16.6
4874,142.3,-12.5
4876,142.5,-11.3
4890,139.6,-17.1
4891,140.9,-17.4
886,132.6,-13.1
6728,124.6,-17.1
6733,123.8,-16.1
6740,126.7,-15.2
6743,128.9,-17.2
6798,105.6,-10.5
6799,96.8,-12.1
4849,146,-18.3
4850,145.8,-18.6
4852,146.1,-17.9
4854,145.8,-18
4855,146,-17.8
4856,145.9,-17.7
4857,146.1,-17.7
4858,146.1,-17.6
4859,146,-17.6
4860,145.9,-17.5
4861,145.9,-17.4
4865,145.8,-17.1
4868,145.7,-17
4869,145.7,-17
4870,145.7,-16.9
4872,145.2,-18
4873,145.3,-16.2
4877,145.5,-16.5
4878,145.7,-16.8
4879,145.7,-16.8
4880,145.4,-17
4881,145.6,-16.8
4882,145.5,-17.2
4883,145.5,-17.3
4887,145.4,-17.4
4888,145.5,-17.5
4895,145.1,-15.4
6725,122.8,-18.8
6726,122.2,-18
6707,114,-22.3
4706,149.7,-22.6
4707,149.2,-22.5
4737,149.2,-21.4
4738,149.3,-21.6
4739,149.4,-21.9
4740,149.1,-21.3
4741,148.7,-20.8
4743,147.9,-21.5
4750,149.2,-21
4753,149,-21.2
4754,148.8,-21.2
4756,148.6,-21.1
4757,148.5,-21.1
4798,148.7,-20.9
4799,148.6,-20.7
4800,148.5,-20.5
4801,148.9,-20.1
4802,148.7,-20.3
4803,149,-20.4
4884,145.6,-17.3
4885,145.6,-17.4
4886,145.6,-17.5
4621,152,-25.5
4650,152.8,-25.6
4655,152.8,-25.3
4659,152.6,-25.3
4660,152.3,-25.2
4662,152.6,-25.3
4670,152.1,-24.6
4671,151.8,-25.1
4673,152.1,-24.7
4674,151.9,-24.7
4676,151.6,-24.6
4677,151.7,-24.3
4678,151.6,-24.1
4680,151.1,-24.2
4694,151.1,-23.8
4695,151,-23.8
847,131.8,-14
850,132.4,-14.2
851,132.4,-14.2
852,129.2,-14.9
853,132.4,-14.6
854,136.4,-16.5
862,134.5,-18.3
6765,125.3,-18.8
6770,127.3,-18.7
860,134.2,-19.6
861,134.2,-19.6
4820,146.3,-20.4
4821,144.2,-20.8
4822,143.2,-20.8
4823,141.2,-19.2
4824,140.7,-20.8
4825,139.2,-21.6
4828,138.4,-19.5
4829,140.2,-23.3
6642,118.6,-25.6
6716,116.3,-21.6
6751,117.1,-22.1
6753,119.7,-23.2
6754,117.5,-23.3
6758,120.3,-22.1
6761,120.5,-20.4
6762,122.2,-21.7
6438,121.1,-28.9
6440,125.7,-26.2
6646,121.2,-25.9
6760,124.4,-22
6431,122.7,-30.4
6436,124.9,-29.6
6437,120.5,-27.7
6468,117.1,-30.2
6470,117.3,-30.5
6472,117.8,-30.3
6517,115.8,-29.7
6519,115.6,-29.5
6522,115.5,-29.1
6609,116.8,-30.3
6612,117.8,-29.5
6613,116.5,-30
6614,116.6,-29.9
6616,116.4,-29.8
6620,116.7,-29.3
6623,116.1,-29
6625,115.9,-29.1
6627,115.9,-28.9
6628,115.8,-28.8
6630,115.7,-27.6
6631,115.8,-28.5
6632,115.3,-28.6
6635,116.7,-28.2
6638,118.2,-28.6
6639,119.4,-27.7
6640,117.7,-27
6705,115,-25.1
5723,135.1,-28.5
5724,133.4,-27.2
5730,138.6,-31.1
5731,139.7,-29.8
5732,139.1,-30.8
5733,138,-29.4
5734,135.1,-27.1
6302,116.7,-31.9
6304,116.8,-32.2
6306,117.1,-32.3
6308,116.7,-32.6
6309,117.1,-32.7
6311,117.1,-32.8
6353,118.5,-33.1
6355,119.1,-33
6356,119.7,-33.1
6357,118.7,-32.8
6358,118.7,-32.5
6359,119.3,-32.4
6363,118,-32.9
6365,118.3,-32.7
6367,118.4,-32.4
6368,118.3,-32.2
6369,118.8,-32
6370,117.6,-32.8
6372,117.7,-32.6
6373,117.8,-32.5
6375,117.9,-32.3
6383,117.4,-32
6384,117.7,-32
6385,117.7,-31.9
6386,117.8,-32
6401,116.7,-31.6
6403,116.8,-31.6
6405,117,-31.6
6407,117.2,-31.7
6409,117.5,-31.6
6410,117.7,-31.6
6411,117.9,-31.6
6412,118,-31.6
6413,118.1,-31.6
6414,118.2,-31.5
6415,118.3,-31.5
6418,118.2,-31.9
6419,118.1,-32
6420,118.7,-31.7
6421,118.5,-31.3
6422,118.6,-31.4
6423,118.7,-31.2
6424,118.9,-31.3
6425,119.1,-31.4
6426,119.3,-30.4
6427,119.5,-30.9
6428,118,-32.1
6429,120.9,-30.9
6430,121.4,-30.6
6432,121.5,-30.9
6442,122,-31.3
6460,116.8,-31.3
6461,117.1,-31.1
6462,117.2,-31.1
6463,117.2,-31.1
6465,117.1,-30.9
6466,117.1,-30.7
6467,117.2,-30.6
6473,118.1,-30.5
6475,117.4,-30.6
6476,117.7,-30.8
6477,117.9,-30.8
6479,118.4,-30.7
6480,118.2,-31.3
6484,119.1,-31
6485,117.4,-31.2
6487,117.7,-31.2
6488,117.7,-31.1
6489,117.9,-31.1
6490,118.1,-31.2
6502,116.2,-31.3
6507,115.7,-30.7
6509,116.3,-30.9
6510,116.1,-30.7
6512,116.1,-30.4
6513,116.1,-30.3
6514,115.1,-30
6521,115.6,-30.3
6564,116.5,-31.7
6566,116.4,-31.5
6567,116.2,-31.6
6568,116.5,-31.2
6569,116.5,-31.1
6571,116.4,-30.9
6572,116.4,-30.8
6574,116.4,-30.7
6575,116.4,-30.4
6603,116.7,-30.9
6605,116.8,-30.7
6606,116.8,-30.6
6608,116.8,-30.4
5422,138.8,-33
5433,138.1,-32.2
5434,138.7,-31.6
5440,140,-32.3
5650,135.7,-33.2
5651,135.5,-33.2
5652,135.2,-33.1
5653,135.2,-33
5654,135,-32.8
5655,134.8,-32.7
5660,134.7,-32.5
5700,137.7,-32.7
5710,134.4,-27.5
5720,136.1,-30.5
5722,137.2,-30.8
5725,136.7,-30.4
2672,146.4,-33.2
2675,145.5,-33.5
2831,146.6,-31.9
2835,145.4,-31.6
2836,143.3,-31.5
2839,146.9,-29.8
2840,145.3,-30.2
2877,146.1,-32.8
2878,144.5,-32.8
2879,142.7,-32.4
2880,142.2,-30.2
6070,116.1,-31.9
6071,116.1,-31.9
6072,116.1,-31.9
6073,116.3,-31.9
6074,116.2,-31.9
6076,116.2,-32.1
6081,116.2,-31.9
6082,116.2,-31.9
6083,116.3,-31.6
6084,116.1,-31.6
6112,116,-32.2
6124,116.1,-32.3
6207,116,-32.5
6213,116.1,-32.7
6215,115.9,-32.9
6218,115.9,-32.9
6220,116,-33
6224,115.8,-33.2
6226,115.8,-33.3
6227,115.9,-33.3
6556,116.3,-31.9
6558,116.3,-31.8
6560,116.4,-31.8
6562,116.5,-31.7
2343,150.4,-31.5
2357,149.3,-31.2
2360,151.2,-29.6
2379,149.8,-31.1
2395,149.4,-31.6
2396,149,-30.8
2671,147.3,-33.8
2794,148.7,-33.9
2804,148.6,-33.5
2805,148.4,-33.6
2806,148.4,-33.4
2809,148.4,-34
2810,148.1,-33.9
2820,149,-32.6
2821,148.1,-32.3
2823,147.8,-32.1
2824,147.8,-31.4
2825,147.3,-31.9
2827,148.6,-31.6
2828,148.6,-31.3
2829,148.3,-30.8
2830,148.7,-32.2
2842,149.1,-31.7
2843,149.7,-31.8
2844,149.3,-31.9
2852,149.5,-32.3
2864,148.7,-33.3
2868,148.6,-32.7
2869,148.3,-32.6
2870,148.2,-33
2871,147.8,-33.5
2873,147.3,-32.3
2874,147.5,-32.6
2875,147.6,-32.9
2876,147.8,-33.2
6244,116.5,-33.8
6312,117.3,-33
6313,117.2,-33.1
6315,117.3,-33.3
6316,117.4,-33.5
6317,117.7,-33.6
6318,117.7,-33.9
6320,117.7,-34.1
6321,117.4,-34.3
6322,117.5,-34.4
6324,117.8,-34.6
6326,117.8,-34.8
6335,118.1,-33.9
6336,118.6,-33.9
6341,118.2,-33.5
6343,118.8,-33.5
6350,117.8,-33.3
6351,117.9,-33.2
6352,118.1,-33.2
6361,117.8,-33
6390,116.4,-32.8
6391,116.8,-33.1
6392,116.6,-33.4
6393,116.9,-33.5
6394,117,-33.8
6395,117.1,-33.9
6396,117.1,-34.4
4344,152.1,-27.6
4347,152.1,-27.7
4350,151.9,-27.6
4352,151.1,-27
4353,151.9,-27.2
4354,151.9,-27.3
4355,152,-27.2
4356,151.6,-27.7
4358,151.9,-27.7
4359,152,-27.8
4360,151.9,-27.9
4361,151.9,-28
4362,151.8,-28.1
4363,151.7,-27.7
4364,151.4,-27.7
4365,151.6,-28
4373,152.3,-28.3
4374,151.7,-28.5
4375,151.9,-28.5
4376,151.9,-28.6
4377,151.9,-28.6
4381,151.8,-28.7
4382,151.8,-28.8
4383,151.9,-28.9
4384,151.2,-28.7
4387,151,-28.3
4388,150.6,-28.5
4400,151.9,-27.5
4401,151.7,-27.5
4402,151.8,-27
4403,151.6,-27.3
4404,151.5,-27.3
4407,151,-27.6
4601,152,-26.1
4605,151.9,-26.1
4606,151.8,-26.3
4608,151.7,-26.4
4610,151.5,-26.6
4611,151.8,-26.2
4614,152,-26.8
4615,152,-26.7
4620,152.3,-25.6
6434,125.7,-30.8
6010,115.8,-32
6011,115.8,-32
6012,115.8,-32
6015,115.8,-31.9
6019,115.8,-31.9
6020,115.8,-31.9
6025,115.8,-31.8
6027,115.8,-31.8
6028,115.7,-31.7
6029,115.8,-31.9
6030,115.7,-31.7
6032,115.7,-31.6
6034,115.7,-31.6
6037,115.6,-31.5
6041,115.6,-31.4
6042,115.5,-31.3
6044,115.4,-31
6158,115.8,-32
6159,115.8,-32
6160,115.8,-32.1
6161,115.5,-32
6162,115.8,-32.1
6163,115.8,-32.1
6503,115.8,-31.2
6907,115.8,-32
5220,137.2,-35.7
5221,137.7,-35.8
5223,137.5,-35.8
5558,137.6,-34.1
5560,138,-33.9
5570,138,-34.3
5571,137.8,-34.5
5572,137.8,-34.2
5573,137.4,-34.5
5575,137.5,-34.8
5576,137.6,-35.1
5577,137.3,-35
5580,137.7,-34.7
5630,135.6,-34.4
5631,135.7,-34.3
5632,135.6,-34.1
5633,135.6,-33.4
5640,136.4,-33.6
5641,136.3,-33.1
5642,136.1,-33.6
5661,134.5,-32.4
5670,134.2,-34
5671,134.5,-33.1
5680,133.6,-32.5
5690,132.3,-31.9
6165,115.8,-32.2
6166,115.8,-32.2
6167,115.8,-32.2
6168,115.7,-32.2
6169,115.8,-32.3
6170,115.8,-32.3
6171,115.8,-32.3
6172,115.7,-32.4
6173,115.8,-32.4
6174,115.8,-32.4
6175,115.8,-32.4
6176,115.8,-32.4
6208,115.8,-32.6
6210,115.7,-32.6
6214,115.9,-32.8
6228,115.8,-33.3
6229,115.7,-33.4
6230,115.6,-33.3
6232,115.7,-33.3
6233,115.8,-33.2
6271,115.6,-33.6
6443,123.7,-32.4
6445,121.6,-33
6446,121.7,-33.2
6447,121.7,-33.5
6448,121.8,-33.7
6450,122.2,-33.4
6452,123.9,-33.6
1363,151.2,-33.9
1639,151.2,-33.7
2006,151.2,-33.9
2009,151.2,-33.9
2015,151.2,-33.9
2016,151.2,-33.9
2017,151.2,-33.9
2018,151.2,-33.9
2019,151.2,-33.9
2020,151.2,-33.9
2021,151.2,-33.9
2022,151.2,-33.9
2023,151.3,-33.9
2024,151.3,-33.9
2025,151.2,-33.9
2026,151.3,-33.9
2027,151.2,-33.9
2028,151.2,-33.9
2029,151.3,-33.9
2030,151.3,-33.9
2031,151.2,-33.9
2032,151.2,-33.9
2033,151.2,-33.9
2034,151.3,-33.9
2035,151.2,-33.9
2036,151.2,-34
2037,151.2,-33.9
2038,151.2,-33.9
2039,151.2,-33.8
2040,151.2,-33.9
2041,151.2,-33.9
2042,151.2,-33.9
2043,151.2,-33.9
2044,151.2,-33.9
2045,151.1,-33.9
2046,151.1,-33.9
2047,151.2,-33.9
2048,151.2,-33.9
2049,151.2,-33.9
2050,151.2,-33.9
2052,151.2,-33.9
2062,151.2,-33.8
2063,151.2,-33.8
2064,151.2,-33.8
2065,151.2,-33.8
2066,151.2,-33.8
2067,151.2,-33.8
2068,151.2,-33.8
2069,151.2,-33.8
2070,151.2,-33.8
2071,151.2,-33.8
2072,151.2,-33.8
2073,151.1,-33.8
2074,151.1,-33.7
2075,151.2,-33.7
2076,151.1,-33.7
2077,151.1,-33.7
2079,151.1,-33.7
2080,151.1,-33.7
2081,151.2,-33.6
2082,151.2,-33.6
2083,151.2,-33.5
2084,151.2,-33.7
2085,151.2,-33.7
2086,151.2,-33.8
2087,151.2,-33.8
2088,151.2,-33.8
2089,151.2,-33.8
2090,151.2,-33.8
2092,151.2,-33.8
2093,151.3,-33.8
2094,151.3,-33.8
2095,151.3,-33.8
2096,151.3,-33.8
2097,151.3,-33.7
2099,151.3,-33.7
2100,151.3,-33.8
2101,151.3,-33.7
2102,151.3,-33.7
2103,151.3,-33.7
2104,151.3,-33.7
2105,151.3,-33.6
2106,151.3,-33.7
2107,151.3,-33.6
2108,151.3,-33.6
2109,151.1,-33.8
2110,151.1,-33.8
2111,151.1,-33.8
2112,151.1,-33.8
2113,151.1,-33.8
2114,151.1,-33.8
2115,151.1,-33.8
2116,151,-33.8
2117,151,-33.8
2118,151,-33.8
2119,151.1,-33.8
2120,151.1,-33.7
2121,151.1,-33.8
2122,151.1,-33.8
2123,151,-33.8
2125,151,-33.8
2126,151,-33.7
2127,151.1,-33.9
2128,151.1,-33.9
2130,151.1,-33.9
2131,151.1,-33.9
2132,151.1,-33.9
2133,151.1,-33.9
2134,151.1,-33.9
2135,151.1,-33.9
2136,151.1,-33.9
2137,151.1,-33.9
2138,151.1,-33.8
2139,151.1,-33.8
2140,151.1,-33.8
2141,151,-33.9
2142,151,-33.8
2143,151,-33.9
2144,151,-33.9
2150,151,-33.8
2151,151,-33.8
2152,151,-33.8
2153,151,-33.7
2154,151,-33.7
2160,151,-33.8
2161,151,-33.9
2162,151,-33.9
2163,151,-33.9
2190,151.1,-33.9
2191,151.1,-33.9
2192,151.1,-33.9
2193,151.1,-33.9
2194,151.1,-33.9
2195,151.1,-33.9
2196,151.1,-33.9
2197,151,-33.9
2198,151,-33.9
2199,151,-33.9
2200,151,-33.9
2203,151.1,-33.9
2204,151.2,-33.9
2205,151.1,-33.9
2206,151.1,-33.9
2207,151.1,-33.9
2208,151.1,-33.9
2209,151.1,-33.9
2210,151.1,-34
2211,151,-34
2212,151,-33.9
2213,151,-34
2214,151,-33.9
2216,151.1,-34
2217,151.1,-34
2218,151.1,-34
2219,151.1,-34
2220,151.1,-34
2221,151.1,-34
2222,151.1,-34
2223,151.1,-34
2224,151.1,-34
2225,151.1,-34
2226,151.1,-34
2227,151.1,-34
2228,151.1,-34
2229,151.1,-34.1
2230,151.1,-34.1
2231,151.1,-34
2232,151.1,-34.1
2233,151,-34.1
2234,151,-34
2500,150.9,-34.4
2502,150.9,-34.5
2505,150.9,-34.5
2506,150.8,-34.5
2508,151,-34.2
2515,150.9,-34.3
2516,150.9,-34.3
2517,150.9,-34.3
2518,150.9,-34.4
2519,150.7,-34.4
2522,150.9,-34.4
2525,150.8,-34.4
2526,150.8,-34.4
2528,150.9,-34.5
2530,150.8,-34.5
9999,151.2,-33.9
6275,115.6,-34.1
6280,115.3,-33.7
6397,117,-34.5
6225,116.2,-33.4
6236,115.8,-33.4
6237,115.7,-33.5
6239,115.9,-33.6
6240,116,-33.5
6243,116.2,-33.7
6251,115.9,-33.7
6252,116,-33.7
6253,116,-33.8
6254,116.1,-33.8
6255,116.2,-34
6256,116.2,-34.1
6258,116.4,-34.3
6260,115.9,-34.4
6262,116.1,-34.7
6281,115.1,-33.6
6282,115,-33.7
6284,115.2,-33.9
6285,115.3,-33.9
6286,115.2,-34.1
6288,115.2,-34.2
6290,115.1,-34.3
6323,117.6,-34.5
6327,117.6,-34.9
6328,118.4,-34.6
6330,117.9,-34.9
6333,117.2,-34.9
6337,119.2,-34
6338,118.7,-34.4
6346,120.3,-33.3
6348,120.1,-33.9
6398,116.6,-34.8
5137,138.7,-34.9
5138,138.8,-34.9
5139,138.8,-34.9
5140,138.7,-34.9
5141,138.7,-35
5142,138.7,-35
5144,138.8,-35
5150,138.7,-35
5151,138.7,-35
5152,138.7,-35
5153,138.8,-35.1
5154,138.7,-35
5155,138.8,-35
5156,138.7,-35
5222,137.9,-35.8
5233,138.9,-34.8
5234,139,-34.8
5235,139.1,-34.7
5236,139.1,-34.8
5237,139.2,-34.8
5240,138.8,-34.9
5241,138.9,-34.9
5242,138.8,-35
5243,138.8,-35
5244,138.9,-34.9
5245,138.8,-35
5250,138.9,-35
5251,138.9,-35.1
5252,138.9,-35
5255,139,-35.2
5256,139,-35.5
5355,139,-34.4
5356,139.2,-34.4
5373,138.9,-34.3
5374,139.1,-34.2
5401,138.7,-34.3
5410,138.8,-34.4
5411,138.8,-34.3
5412,138.8,-34.2
5413,138.9,-34.1
5414,138.8,-33.9
5416,138.8,-33.8
5417,139.7,-33.5
3011,144.9,-37.8
3012,144.9,-37.8
3013,144.9,-37.8
3015,144.9,-37.8
3016,144.9,-37.9
3018,144.8,-37.9
3019,144.9,-37.8
3020,144.8,-37.8
3021,144.8,-37.7
3022,144.8,-37.8
3023,144.8,-37.8
3024,144.6,-37.9
3025,144.8,-37.8
3026,144.8,-37.8
3028,144.8,-37.9
3029,144.7,-37.8
3030,144.6,-37.9
3031,144.9,-37.8
3032,144.9,-37.8
